"","nhood","city","county","price","beds","baths","sqft","room_in_apt","address","lat","lon","d"
"103940","pacific heights","san francisco","san francisco",2800,2,NA,NA,0,NA,NA,NA,2004-08-18
"103942","pacific heights","san francisco","san francisco",1675,1,NA,NA,0,NA,NA,NA,2005-02-26
"103943","pacific heights","san francisco","san francisco",1400,1,NA,NA,0,NA,NA,NA,2005-02-27
"103944","pacific heights","san francisco","san francisco",2500,1,NA,NA,0,NA,NA,NA,2012-02-17
"103945","pacific heights","san francisco","san francisco",2250,1,NA,NA,0,NA,NA,NA,2004-08-19
"103946","pacific heights","san francisco","san francisco",2900,2,1.5,NA,0,NA,NA,NA,2007-02-16
"103947","pacific heights","san francisco","san francisco",1595,1,NA,NA,0,NA,NA,NA,2005-03-02
"103948","pacific heights","san francisco","san francisco",1500,1,NA,NA,0,NA,NA,NA,2004-08-20
"103949","pacific heights","san francisco","san francisco",1850,1,NA,NA,0,NA,NA,NA,2004-08-20
"103951","pacific heights","san francisco","san francisco",3250,2,1,NA,0,NA,NA,NA,2004-08-20
"103953","pacific heights","san francisco","san francisco",3300,1,1,NA,0,NA,NA,NA,2004-08-20
"103955","pacific heights","san francisco","san francisco",3500,2,1.5,NA,0,NA,NA,NA,2004-08-20
"103956","pacific heights","san francisco","san francisco",4000,2,2,NA,0,NA,NA,NA,2004-08-20
"103958","pacific heights","san francisco","san francisco",5000,2,2,NA,0,NA,NA,NA,2004-08-20
"103961","pacific heights","san francisco","san francisco",1350,1,1,NA,0,NA,NA,NA,2005-03-05
"103962","pacific heights","san francisco","san francisco",1800,2,NA,NA,0,NA,NA,NA,2005-03-05
"103963","pacific heights","san francisco","san francisco",1950,2,NA,NA,0,NA,NA,NA,2005-03-05
"103964","pacific heights","san francisco","san francisco",2400,1,NA,NA,0,NA,NA,NA,2005-03-05
"103965","pacific heights","san francisco","san francisco",2375,2,2,NA,0,NA,NA,NA,2007-03-11
"103966","pacific heights","san francisco","san francisco",3100,1,NA,NA,0,NA,NA,NA,2007-03-11
"103967","pacific heights","san francisco","san francisco",3550,2,NA,NA,0,NA,NA,NA,2007-03-11
"103968","pacific heights","san francisco","san francisco",2100,1,NA,620,0,NA,NA,NA,2011-12-10
"103969","pacific heights","san francisco","san francisco",4400,1,NA,NA,0,NA,NA,NA,2011-12-10
"103970","pacific heights","san francisco","san francisco",6850,2,3,NA,0,NA,NA,NA,2011-12-10
"103971","pacific heights","san francisco","san francisco",6995,4,2,NA,0,NA,NA,NA,2018-01-25
"103972","pacific heights","san francisco","san francisco",1433,1,NA,NA,0,NA,NA,NA,2004-08-21
"103973","pacific heights","san francisco","san francisco",1525,1,NA,NA,0,NA,NA,NA,2004-08-21
"103974","pacific heights","san francisco","san francisco",1695,1,NA,NA,0,NA,NA,NA,2004-08-21
"103975","pacific heights","san francisco","san francisco",1800,2,1.5,NA,0,NA,NA,NA,2004-08-21
"103976","pacific heights","san francisco","san francisco",2100,1,NA,NA,0,NA,NA,NA,2004-08-21
"103977","pacific heights","san francisco","san francisco",2500,1,NA,NA,0,NA,NA,NA,2004-08-21
"103978","pacific heights","san francisco","san francisco",2600,1,NA,NA,0,NA,NA,NA,2004-08-21
"103979","pacific heights","san francisco","san francisco",3100,2,2,NA,0,NA,NA,NA,2004-08-21
"103980","pacific heights","san francisco","san francisco",3850,2,NA,NA,0,NA,NA,NA,2004-08-21
"103981","pacific heights","san francisco","san francisco",3900,2,NA,NA,0,NA,NA,NA,2004-08-21
"103982","pacific heights","san francisco","san francisco",1350,1,1,NA,0,NA,NA,NA,2005-03-07
"103983","pacific heights","san francisco","san francisco",5500,3,NA,NA,0,NA,NA,NA,2005-03-07
"103985","pacific heights","san francisco","san francisco",900,2,2,NA,0,NA,NA,NA,2004-08-22
"103987","pacific heights","san francisco","san francisco",1400,1,NA,NA,0,NA,NA,NA,2004-08-22
"103989","pacific heights","san francisco","san francisco",4495,2,NA,NA,0,NA,NA,NA,2004-08-22
"103991","pacific heights","san francisco","san francisco",12500,4,NA,NA,0,NA,NA,NA,2011-12-11
"103992","pacific heights","san francisco","san francisco",1800,1,NA,NA,0,NA,NA,NA,2007-03-18
"103993","pacific heights","san francisco","san francisco",2500,2,NA,NA,0,NA,NA,NA,2007-03-18
"103994","pacific heights","san francisco","san francisco",2650,1,NA,NA,0,NA,NA,NA,2007-03-18
"103995","pacific heights","san francisco","san francisco",2750,2,2,NA,0,NA,NA,NA,2007-03-18
"103996","pacific heights","san francisco","san francisco",3600,1,NA,NA,0,NA,NA,NA,2007-03-18
"103997","pacific heights","san francisco","san francisco",3800,2,NA,NA,0,NA,NA,NA,2007-03-18
"103998","pacific heights","san francisco","san francisco",4800,2,NA,NA,0,NA,NA,NA,2007-03-18
"103999","pacific heights","san francisco","san francisco",4500,2,2,NA,0,NA,NA,NA,2007-03-30
"104002","pacific heights","san francisco","san francisco",1895,1,NA,NA,0,NA,NA,NA,2004-08-23
"104004","pacific heights","san francisco","san francisco",2950,1,NA,NA,0,NA,NA,NA,2004-08-23
"104005","pacific heights","san francisco","san francisco",3100,1,NA,NA,0,NA,NA,NA,2004-08-23
"104007","pacific heights","san francisco","san francisco",3400,2,NA,NA,0,NA,NA,NA,2004-08-23
"104008","pacific heights","san francisco","san francisco",3500,2,NA,NA,0,NA,NA,NA,2004-08-23
"104010","pacific heights","san francisco","san francisco",1650,1,1,NA,0,NA,NA,NA,2005-03-16
"104013","pacific heights","san francisco","san francisco",3200,3,NA,NA,0,NA,NA,NA,2004-08-24
"104014","pacific heights","san francisco","san francisco",4495,2,NA,NA,0,NA,NA,NA,2004-08-24
"104015","pacific heights","san francisco","san francisco",1300,1,NA,NA,0,NA,NA,NA,2005-03-19
"104016","pacific heights","san francisco","san francisco",4800,1,NA,NA,0,NA,NA,NA,2012-03-25
"104017","pacific heights","san francisco","san francisco",5620,2,2,NA,0,NA,NA,NA,2012-03-25
"104018","pacific heights","san francisco","san francisco",1050,1,1,NA,0,NA,NA,NA,2005-03-21
"104019","pacific heights","san francisco","san francisco",2200,1,NA,NA,0,NA,NA,NA,2005-03-21
"104020","pacific heights","san francisco","san francisco",2400,1,NA,NA,0,NA,NA,NA,2005-03-21
"104022","pacific heights","san francisco","san francisco",1850,1,NA,NA,0,NA,NA,NA,2004-08-25
"104023","pacific heights","san francisco","san francisco",2950,1,NA,NA,0,NA,NA,NA,2004-08-25
"104025","pacific heights","san francisco","san francisco",3250,2,1,NA,0,NA,NA,NA,2004-08-25
"104026","pacific heights","san francisco","san francisco",3300,1,1,NA,0,NA,NA,NA,2004-08-25
"104027","pacific heights","san francisco","san francisco",3400,2,NA,NA,0,NA,NA,NA,2004-08-25
"104029","pacific heights","san francisco","san francisco",4000,2,2,NA,0,NA,NA,NA,2004-08-25
"104030","pacific heights","san francisco","san francisco",4500,2,2,NA,0,NA,NA,NA,2004-08-25
"104031","pacific heights","san francisco","san francisco",1850,1,NA,NA,0,NA,NA,NA,2005-03-22
"104032","pacific heights","san francisco","san francisco",2595,2,NA,NA,0,NA,NA,NA,2007-04-13
"104033","pacific heights","san francisco","san francisco",3850,2,2,NA,0,NA,NA,NA,2007-04-13
"104034","pacific heights","san francisco","san francisco",5000,3,NA,NA,0,NA,NA,NA,2007-04-13
"104035","pacific heights","san francisco","san francisco",5300,3,NA,NA,0,NA,NA,NA,2007-04-13
"104036","pacific heights","san francisco","san francisco",2400,1,NA,NA,0,NA,NA,NA,2005-03-23
"104039","pacific heights","san francisco","san francisco",2000,2,NA,NA,0,NA,NA,NA,2004-08-26
"104040","pacific heights","san francisco","san francisco",2900,2,NA,NA,0,NA,NA,NA,2004-08-26
"104042","pacific heights","san francisco","san francisco",2950,1,NA,NA,0,NA,NA,NA,2004-08-26
"104043","pacific heights","san francisco","san francisco",2995,3,NA,NA,0,NA,NA,NA,2004-08-26
"104044","pacific heights","san francisco","san francisco",3195,3,NA,NA,0,NA,NA,NA,2004-08-26
"104045","pacific heights","san francisco","san francisco",4300,3,NA,NA,0,NA,NA,NA,2004-08-26
"104046","pacific heights","san francisco","san francisco",4495,2,NA,NA,0,NA,NA,NA,2004-08-26
"104047","pacific heights","san francisco","san francisco",1850,1,NA,NA,0,NA,NA,NA,2005-03-25
"104048","pacific heights","san francisco","san francisco",3600,2,NA,NA,0,NA,NA,NA,2005-03-25
"104049","pacific heights","san francisco","san francisco",5500,3,NA,NA,0,NA,NA,NA,2005-03-28
"104051","pacific heights","san francisco","san francisco",1695,1,NA,NA,0,NA,NA,NA,2004-08-27
"104052","pacific heights","san francisco","san francisco",4200,1,NA,NA,0,NA,NA,NA,2007-06-30
"104053","pacific heights","san francisco","san francisco",2400,1,NA,NA,0,NA,NA,NA,2005-03-30
"104054","pacific heights","san francisco","san francisco",1695,1,NA,NA,0,NA,NA,NA,2005-03-31
"104055","pacific heights","san francisco","san francisco",2300,1,NA,NA,0,NA,NA,NA,2005-03-31
"104058","pacific heights","san francisco","san francisco",1675,1,NA,NA,0,NA,NA,NA,2004-08-28
"104059","pacific heights","san francisco","san francisco",2500,2,NA,NA,0,NA,NA,NA,2004-08-28
"104060","pacific heights","san francisco","san francisco",3800,1,NA,NA,0,NA,NA,NA,2012-03-28
"104061","pacific heights","san francisco","san francisco",3800,2,NA,NA,0,NA,NA,NA,2012-03-28
"104062","pacific heights","san francisco","san francisco",4500,1,NA,NA,0,NA,NA,NA,2012-03-28
"104063","pacific heights","san francisco","san francisco",4550,1,NA,1236,0,NA,NA,NA,2012-03-28
"104064","pacific heights","san francisco","san francisco",1300,1,NA,NA,0,NA,NA,NA,2004-08-29
"104066","pacific heights","san francisco","san francisco",1825,2,NA,NA,0,NA,NA,NA,2004-08-29
"104067","pacific heights","san francisco","san francisco",1850,1,NA,NA,0,NA,NA,NA,2004-08-29
"104069","pacific heights","san francisco","san francisco",3200,2,2,NA,0,NA,NA,NA,2004-08-29
"104071","pacific heights","san francisco","san francisco",3250,2,1,NA,0,NA,NA,NA,2004-08-29
"104073","pacific heights","san francisco","san francisco",3300,1,1,NA,0,NA,NA,NA,2004-08-29
"104075","pacific heights","san francisco","san francisco",4000,2,2,NA,0,NA,NA,NA,2004-08-29
"104077","pacific heights","san francisco","san francisco",4500,2,2,NA,0,NA,NA,NA,2004-08-29
"104080","pacific heights","san francisco","san francisco",2650,2,2,NA,0,NA,NA,NA,2005-04-07
"104081","pacific heights","san francisco","san francisco",2650,1,NA,NA,0,NA,NA,NA,2007-09-11
"104082","pacific heights","san francisco","san francisco",2695,1,NA,NA,0,NA,NA,NA,2007-09-11
"104083","pacific heights","san francisco","san francisco",6500,3,NA,NA,0,NA,NA,NA,2004-10-28
"104086","pacific heights","san francisco","san francisco",1625,1,NA,NA,0,NA,NA,NA,2004-08-30
"104087","pacific heights","san francisco","san francisco",1895,1,NA,NA,0,NA,NA,NA,2004-08-30
"104088","pacific heights","san francisco","san francisco",2700,1,1,NA,0,NA,NA,NA,2004-08-30
"104089","pacific heights","san francisco","san francisco",2950,1,NA,NA,0,NA,NA,NA,2004-08-30
"104090","pacific heights","san francisco","san francisco",3100,1,NA,NA,0,NA,NA,NA,2004-08-30
"104091","pacific heights","san francisco","san francisco",1650,1,NA,NA,0,NA,NA,NA,2005-04-12
"104092","pacific heights","san francisco","san francisco",3514,1,NA,NA,0,NA,NA,NA,2015-10-15
"104093","pacific heights","san francisco","san francisco",6750,3,NA,NA,0,NA,NA,NA,2011-12-19
"104094","pacific heights","san francisco","san francisco",1350,1,NA,NA,0,NA,NA,NA,2004-08-31
"104096","pacific heights","san francisco","san francisco",2000,1,NA,NA,0,NA,NA,NA,2004-08-31
"104097","pacific heights","san francisco","san francisco",2200,2,1.5,NA,0,NA,NA,NA,2004-08-31
"104099","pacific heights","san francisco","san francisco",2400,2,NA,NA,0,NA,NA,NA,2004-08-31
"104100","pacific heights","san francisco","san francisco",2450,2,NA,NA,0,NA,NA,NA,2004-08-31
"104101","pacific heights","san francisco","san francisco",3100,2,NA,NA,0,NA,NA,NA,2004-08-31
"104102","pacific heights","san francisco","san francisco",3200,3,NA,NA,0,NA,NA,NA,2004-08-31
"104104","pacific heights","san francisco","san francisco",3300,2,NA,NA,0,NA,NA,NA,2004-08-31
"104105","pacific heights","san francisco","san francisco",3500,2,NA,1800,0,NA,NA,NA,2004-08-31
"104106","pacific heights","san francisco","san francisco",3850,2,NA,NA,0,NA,NA,NA,2004-08-31
"104107","pacific heights","san francisco","san francisco",1550,1,NA,NA,0,NA,NA,NA,2011-11-13
"104109","pacific heights","san francisco","san francisco",2975,2,NA,NA,0,NA,NA,NA,2005-04-20
"104111","pacific heights","san francisco","san francisco",453,4,NA,NA,0,NA,NA,NA,2004-09-01
"104113","pacific heights","san francisco","san francisco",1825,1,NA,NA,0,NA,NA,NA,2004-09-01
"104114","pacific heights","san francisco","san francisco",2500,1,NA,NA,0,NA,NA,NA,2004-09-01
"104115","pacific heights","san francisco","san francisco",2100,1,NA,NA,0,NA,NA,NA,2005-04-24
"104117","pacific heights","san francisco","san francisco",1550,1,NA,NA,0,NA,NA,NA,2004-09-02
"104118","pacific heights","san francisco","san francisco",1675,1,NA,NA,0,NA,NA,NA,2004-09-02
"104119","pacific heights","san francisco","san francisco",1695,1,NA,NA,0,NA,NA,NA,2004-09-02
"104120","pacific heights","san francisco","san francisco",1850,1,NA,NA,0,NA,NA,NA,2004-09-02
"104121","pacific heights","san francisco","san francisco",2200,1,NA,NA,0,NA,NA,NA,2004-09-02
"104122","pacific heights","san francisco","san francisco",2950,4,NA,NA,0,NA,NA,NA,2004-09-02
"104123","pacific heights","san francisco","san francisco",3200,2,2,NA,0,NA,NA,NA,2004-09-02
"104124","pacific heights","san francisco","san francisco",3250,2,1,NA,0,NA,NA,NA,2004-09-02
"104125","pacific heights","san francisco","san francisco",3300,1,1,NA,0,NA,NA,NA,2004-09-02
"104126","pacific heights","san francisco","san francisco",4000,2,2,NA,0,NA,NA,NA,2004-09-02
"104127","pacific heights","san francisco","san francisco",4500,2,2,NA,0,NA,NA,NA,2004-09-02
"104128","pacific heights","san francisco","san francisco",5900,5,2,NA,0,NA,NA,NA,2004-09-02
"104129","pacific heights","san francisco","san francisco",1600,1,NA,NA,0,NA,NA,NA,2005-04-25
"104130","pacific heights","san francisco","san francisco",1900,1,NA,NA,0,NA,NA,NA,2005-04-25
"104132","pacific heights","san francisco","san francisco",1650,1,1,NA,0,NA,NA,NA,2004-11-01
"104133","pacific heights","san francisco","san francisco",1700,1,NA,NA,0,NA,NA,NA,2004-11-01
"104137","pacific heights","san francisco","san francisco",2795,1,NA,NA,0,NA,NA,NA,2007-10-11
"104138","pacific heights","san francisco","san francisco",3250,1,NA,NA,0,NA,NA,NA,2007-10-11
"104139","pacific heights","san francisco","san francisco",10000,4,2,NA,0,NA,NA,NA,2005-04-29
"104140","pacific heights","san francisco","san francisco",3900,2,NA,NA,0,NA,NA,NA,2004-11-02
"104141","pacific heights","san francisco","san francisco",3250,1,NA,NA,0,NA,NA,NA,2011-12-21
"104142","pacific heights","san francisco","san francisco",1350,1,NA,NA,0,NA,NA,NA,2004-09-04
"104144","pacific heights","san francisco","san francisco",1475,1,NA,NA,0,NA,NA,NA,2004-09-04
"104145","pacific heights","san francisco","san francisco",1500,1,NA,NA,0,NA,NA,NA,2004-09-04
"104146","pacific heights","san francisco","san francisco",2000,2,NA,NA,0,NA,NA,NA,2004-09-04
"104147","pacific heights","san francisco","san francisco",2400,1,NA,NA,0,NA,NA,NA,2004-09-04
"104148","pacific heights","san francisco","san francisco",3000,2,2,NA,0,NA,NA,NA,2004-09-04
"104149","pacific heights","san francisco","san francisco",3050,2,NA,NA,0,NA,NA,NA,2004-09-04
"104150","pacific heights","san francisco","san francisco",3100,2,2,NA,0,NA,NA,NA,2004-09-04
"104151","pacific heights","san francisco","san francisco",3300,3,NA,NA,0,NA,NA,NA,2004-09-04
"104152","pacific heights","san francisco","san francisco",3750,2,2,NA,0,NA,NA,NA,2004-09-04
"104153","pacific heights","san francisco","san francisco",3950,2,2,NA,0,NA,NA,NA,2004-09-04
"104154","pacific heights","san francisco","san francisco",4750,2,2,NA,0,NA,NA,NA,2004-09-04
"104155","pacific heights","san francisco","san francisco",3250,2,NA,NA,0,NA,NA,NA,2004-09-05
"104156","pacific heights","san francisco","san francisco",3600,2,2,NA,0,NA,NA,NA,2004-09-05
"104157","pacific heights","san francisco","san francisco",4250,2,2,NA,0,NA,NA,NA,2004-09-05
"104158","pacific heights","san francisco","san francisco",5900,3,2.5,NA,0,NA,NA,NA,2004-09-05
"104160","pacific heights","san francisco","san francisco",6200,3,2.5,NA,0,NA,NA,NA,2004-09-05
"104161","pacific heights","san francisco","san francisco",6200,3,3,NA,0,NA,NA,NA,2004-09-05
"104163","pacific heights","san francisco","san francisco",2500,1,NA,NA,0,NA,NA,NA,2004-09-07
"104165","pacific heights","san francisco","san francisco",2800,2,NA,NA,0,NA,NA,NA,2004-09-07
"104166","pacific heights","san francisco","san francisco",3000,2,2,NA,0,NA,NA,NA,2004-09-07
"104168","pacific heights","san francisco","san francisco",8950,4,NA,NA,0,NA,NA,NA,2007-10-18
"104169","pacific heights","san francisco","san francisco",2000,1,NA,NA,0,NA,NA,NA,2005-05-17
"104171","pacific heights","san francisco","san francisco",1450,1,NA,NA,0,NA,NA,NA,2004-09-08
"104172","pacific heights","san francisco","san francisco",1500,1,NA,NA,0,NA,NA,NA,2004-09-08
"104173","pacific heights","san francisco","san francisco",1825,1,NA,NA,0,NA,NA,NA,2004-09-08
"104174","pacific heights","san francisco","san francisco",2450,2,NA,NA,0,NA,NA,NA,2004-09-08
"104175","pacific heights","san francisco","san francisco",3100,2,NA,NA,0,NA,NA,NA,2004-09-08
"104176","pacific heights","san francisco","san francisco",3200,3,NA,NA,0,NA,NA,NA,2004-09-08
"104177","pacific heights","san francisco","san francisco",3300,2,NA,1800,0,NA,NA,NA,2004-09-08
"104178","pacific heights","san francisco","san francisco",3700,2,NA,NA,0,NA,NA,NA,2004-09-08
"104179","pacific heights","san francisco","san francisco",3850,2,NA,NA,0,NA,NA,NA,2004-09-08
"104180","pacific heights","san francisco","san francisco",3900,2,NA,NA,0,NA,NA,NA,2004-09-08
"104181","pacific heights","san francisco","san francisco",2300,1,1,NA,0,NA,NA,NA,2007-10-20
"104182","pacific heights","san francisco","san francisco",1075,1,NA,NA,0,NA,NA,NA,2004-09-09
"104183","pacific heights","san francisco","san francisco",1850,1,NA,NA,0,NA,NA,NA,2004-09-09
"104184","pacific heights","san francisco","san francisco",1995,2,NA,NA,0,NA,NA,NA,2004-09-09
"104185","pacific heights","san francisco","san francisco",2550,2,NA,NA,0,NA,NA,NA,2004-09-09
"104186","pacific heights","san francisco","san francisco",3200,2,2,NA,0,NA,NA,NA,2004-09-09
"104187","pacific heights","san francisco","san francisco",3200,3,2,NA,0,NA,NA,NA,2004-09-09
"104188","pacific heights","san francisco","san francisco",3300,1,1,NA,0,NA,NA,NA,2004-09-09
"104190","pacific heights","san francisco","san francisco",4000,2,2,NA,0,NA,NA,NA,2004-09-09
"104191","pacific heights","san francisco","san francisco",4500,2,2,NA,0,NA,NA,NA,2004-09-09
"104192","pacific heights","san francisco","san francisco",4595,3,3,NA,0,NA,NA,NA,2004-09-09
"104193","pacific heights","san francisco","san francisco",2400,1,NA,NA,0,NA,NA,NA,2005-05-24
"104197","pacific heights","san francisco","san francisco",2750,1,NA,NA,0,NA,NA,NA,2004-09-10
"104198","pacific heights","san francisco","san francisco",2950,1,NA,NA,0,NA,NA,NA,2004-09-10
"104199","pacific heights","san francisco","san francisco",5300,2,2,NA,0,NA,NA,NA,2006-04-15
"104200","pacific heights","san francisco","san francisco",12000,2,2.5,NA,0,NA,NA,NA,2006-04-15
"104201","pacific heights","san francisco","san francisco",4995,3,2.5,NA,0,NA,NA,NA,2012-04-20
"104202","pacific heights","san francisco","san francisco",1500,1,NA,NA,0,NA,NA,NA,2004-09-11
"104203","pacific heights","san francisco","san francisco",1575,1,NA,NA,0,NA,NA,NA,2004-09-11
"104205","pacific heights","san francisco","san francisco",1900,1,NA,NA,0,NA,NA,NA,2004-09-11
"104206","pacific heights","san francisco","san francisco",2295,2,2,NA,0,NA,NA,NA,2004-09-11
"104207","pacific heights","san francisco","san francisco",2600,1,NA,1300,0,NA,NA,NA,2004-09-11
"104209","pacific heights","san francisco","san francisco",2900,1,NA,NA,0,NA,NA,NA,2004-09-11
"104210","pacific heights","san francisco","san francisco",2950,2,NA,NA,0,NA,NA,NA,2004-09-11
"104211","pacific heights","san francisco","san francisco",3700,2,NA,NA,0,NA,NA,NA,2004-09-11
"104212","pacific heights","san francisco","san francisco",3850,2,NA,NA,0,NA,NA,NA,2004-09-11
"104213","pacific heights","san francisco","san francisco",4000,3,NA,NA,0,NA,NA,NA,2004-09-11
"104214","pacific heights","san francisco","san francisco",1995,1,NA,NA,0,NA,NA,NA,2005-06-01
"104215","pacific heights","san francisco","san francisco",3150,2,2,1250,0,NA,NA,NA,2006-09-01
"104216","pacific heights","san francisco","san francisco",1025,1,NA,NA,0,NA,NA,NA,2004-09-12
"104219","pacific heights","san francisco","san francisco",1400,1,NA,NA,0,NA,NA,NA,2004-09-12
"104220","pacific heights","san francisco","san francisco",1695,1,NA,NA,0,NA,NA,NA,2004-09-12
"104221","pacific heights","san francisco","san francisco",1800,1,NA,NA,0,NA,NA,NA,2004-09-12
"104222","pacific heights","san francisco","san francisco",2950,1,NA,NA,0,NA,NA,NA,2004-09-12
"104223","pacific heights","san francisco","san francisco",3250,2,NA,NA,0,NA,NA,NA,2004-09-12
"104224","pacific heights","san francisco","san francisco",2400,1,NA,NA,0,NA,NA,NA,2005-06-06
"104225","pacific heights","san francisco","san francisco",3650,3,NA,NA,0,NA,NA,NA,2005-06-06
"104226","pacific heights","san francisco","san francisco",2750,3,NA,NA,0,NA,NA,NA,2004-09-13
"104227","pacific heights","san francisco","san francisco",2400,1,NA,NA,0,NA,NA,NA,2005-06-08
"104230","pacific heights","san francisco","san francisco",1350,1,NA,NA,0,NA,NA,NA,2004-09-14
"104231","pacific heights","san francisco","san francisco",1745,1,NA,NA,0,NA,NA,NA,2004-09-14
"104232","pacific heights","san francisco","san francisco",2125,1,NA,NA,0,NA,NA,NA,2004-09-14
"104234","pacific heights","san francisco","san francisco",2500,1,NA,NA,0,NA,NA,NA,2004-09-14
"104235","pacific heights","san francisco","san francisco",2700,1,NA,NA,0,NA,NA,NA,2004-09-14
"104236","pacific heights","san francisco","san francisco",2950,1,NA,NA,0,NA,NA,NA,2004-09-14
"104239","pacific heights","san francisco","san francisco",1895,1,NA,NA,0,NA,NA,NA,2004-09-15
"104240","pacific heights","san francisco","san francisco",2050,1,NA,NA,0,NA,NA,NA,2004-09-15
"104241","pacific heights","san francisco","san francisco",2050,2,1.5,NA,0,NA,NA,NA,2004-09-15
"104243","pacific heights","san francisco","san francisco",2400,2,NA,NA,0,NA,NA,NA,2004-09-15
"104244","pacific heights","san francisco","san francisco",2700,1,NA,NA,0,NA,NA,NA,2004-09-15
"104245","pacific heights","san francisco","san francisco",2700,1,1,NA,0,NA,NA,NA,2004-09-15
"104246","pacific heights","san francisco","san francisco",2950,1,NA,NA,0,NA,NA,NA,2004-09-15
"104249","pacific heights","san francisco","san francisco",5000,2,NA,NA,0,NA,NA,NA,2007-10-27
"104252","pacific heights","san francisco","san francisco",1600,1,NA,NA,0,NA,NA,NA,2004-09-16
"104253","pacific heights","san francisco","san francisco",1750,1,NA,NA,0,NA,NA,NA,2004-09-16
"104254","pacific heights","san francisco","san francisco",2450,2,2,NA,0,NA,NA,NA,2004-09-16
"104255","pacific heights","san francisco","san francisco",2500,1,NA,NA,0,NA,NA,NA,2004-09-16
"104256","pacific heights","san francisco","san francisco",2950,1,NA,NA,0,NA,NA,NA,2004-09-16
"104257","pacific heights","san francisco","san francisco",3100,1,NA,NA,0,NA,NA,NA,2004-09-16
"104258","pacific heights","san francisco","san francisco",3200,3,NA,NA,0,NA,NA,NA,2004-09-16
"104259","pacific heights","san francisco","san francisco",3300,3,NA,1800,0,NA,NA,NA,2004-09-16
"104260","pacific heights","san francisco","san francisco",3400,2,NA,NA,0,NA,NA,NA,2004-09-16
"104261","pacific heights","san francisco","san francisco",3700,2,NA,NA,0,NA,NA,NA,2004-09-16
"104262","pacific heights","san francisco","san francisco",3850,2,NA,NA,0,NA,NA,NA,2004-09-16
"104263","pacific heights","san francisco","san francisco",3900,2,NA,NA,0,NA,NA,NA,2004-09-16
"104264","pacific heights","san francisco","san francisco",4500,1,NA,NA,0,NA,NA,NA,2004-09-16
"104266","pacific heights","san francisco","san francisco",2850,1,NA,NA,0,NA,NA,NA,2006-01-05
"104268","pacific heights","san francisco","san francisco",1300,1,NA,NA,0,NA,NA,NA,2004-09-17
"104270","pacific heights","san francisco","san francisco",1395,1,NA,NA,0,NA,NA,NA,2004-09-17
"104271","pacific heights","san francisco","san francisco",1495,1,NA,NA,0,NA,NA,NA,2004-09-17
"104273","pacific heights","san francisco","san francisco",1625,1,NA,NA,0,NA,NA,NA,2004-09-17
"104274","pacific heights","san francisco","san francisco",2700,1,NA,NA,0,NA,NA,NA,2004-09-17
"104276","pacific heights","san francisco","san francisco",2950,1,NA,NA,0,NA,NA,NA,2004-09-17
"104278","pacific heights","san francisco","san francisco",2800,1,NA,NA,0,NA,NA,NA,2006-01-06
"104279","pacific heights","san francisco","san francisco",2500,2,NA,NA,0,NA,NA,NA,2005-01-21
"104281","pacific heights","san francisco","san francisco",1450,1,NA,NA,0,NA,NA,NA,2004-09-18
"104283","pacific heights","san francisco","san francisco",1995,2,NA,NA,0,NA,NA,NA,2004-09-18
"104284","pacific heights","san francisco","san francisco",2450,2,2,NA,0,NA,NA,NA,2004-09-18
"104285","pacific heights","san francisco","san francisco",2700,1,NA,NA,0,NA,NA,NA,2004-09-18
"104286","pacific heights","san francisco","san francisco",2950,1,NA,NA,0,NA,NA,NA,2004-09-18
"104287","pacific heights","san francisco","san francisco",3100,1,NA,NA,0,NA,NA,NA,2004-09-18
"104288","pacific heights","san francisco","san francisco",3200,3,NA,NA,0,NA,NA,NA,2004-09-18
"104289","pacific heights","san francisco","san francisco",3300,2,NA,1800,0,NA,NA,NA,2004-09-18
"104290","pacific heights","san francisco","san francisco",3400,2,NA,NA,0,NA,NA,NA,2004-09-18
"104291","pacific heights","san francisco","san francisco",3700,2,NA,NA,0,NA,NA,NA,2004-09-18
"104292","pacific heights","san francisco","san francisco",3900,2,NA,NA,0,NA,NA,NA,2004-09-18
"104293","pacific heights","san francisco","san francisco",4500,1,NA,NA,0,NA,NA,NA,2004-09-18
"104295","pacific heights","san francisco","san francisco",5995,3,NA,NA,0,NA,NA,NA,2007-10-28
"104296","pacific heights","san francisco","san francisco",2650,1,NA,NA,0,NA,NA,NA,2012-05-11
"104297","pacific heights","san francisco","san francisco",3309,1,NA,NA,0,NA,NA,NA,2012-05-11
"104298","pacific heights","san francisco","san francisco",1545,1,NA,NA,0,NA,NA,NA,2004-09-19
"104299","pacific heights","san francisco","san francisco",1695,1,NA,NA,0,NA,NA,NA,2004-09-19
"104300","pacific heights","san francisco","san francisco",2450,1,NA,NA,0,NA,NA,NA,2004-09-19
"104301","pacific heights","san francisco","san francisco",2700,1,NA,NA,0,NA,NA,NA,2004-09-19
"104302","pacific heights","san francisco","san francisco",4000,2,NA,NA,0,NA,NA,NA,2004-09-19
"104303","pacific heights","san francisco","san francisco",1100,1,NA,NA,0,NA,NA,NA,2004-09-20
"104304","pacific heights","san francisco","san francisco",1400,1,NA,NA,0,NA,NA,NA,2004-09-20
"104305","pacific heights","san francisco","san francisco",2400,1,NA,NA,0,NA,NA,NA,2004-09-20
