"","nhood_month_year","count","month","year","nhood"
"1134","3 2013 Financial District/South Beach/SOMA",6,"3","2013","Financial District/South Beach/SOMA"
"1135","3 2013 Glen Park/Noe Valley",3,"3","2013","Glen Park/Noe Valley"
"1136","3 2013 Haight Ashbury/Hayes Valley",6,"3","2013","Haight Ashbury/Hayes Valley"
"1137","3 2013 Inner Richmond",2,"3","2013","Inner Richmond"
"1138","3 2013 Inner Sunset",2,"3","2013","Inner Sunset"
"1139","3 2013 Lakeshore",3,"3","2013","Lakeshore"
"1140","3 2013 Marina",4,"3","2013","Marina"
"1141","3 2013 Mission",13,"3","2013","Mission"
"1142","3 2013 Nob Hill",4,"3","2013","Nob Hill"
"1143","3 2013 North Beach",2,"3","2013","North Beach"
"1144","3 2013 Oceanview/Merced/Ingleside",4,"3","2013","Oceanview/Merced/Ingleside"
"1145","3 2013 Outer Richmond",4,"3","2013","Outer Richmond"
"1146","3 2013 Pacific Heights",3,"3","2013","Pacific Heights"
"1147","3 2013 Portola",1,"3","2013","Portola"
"1148","3 2013 Potrero Hill",1,"3","2013","Potrero Hill"
"1149","3 2013 Presidio Heights",1,"3","2013","Presidio Heights"
"1150","3 2013 Russian Hill",2,"3","2013","Russian Hill"
"1151","3 2013 Sunset/Parkside",9,"3","2013","Sunset/Parkside"
"1152","3 2013 Tenderloin",12,"3","2013","Tenderloin"
"1153","3 2013 Twin Peaks",1,"3","2013","Twin Peaks"
"1154","3 2013 Visitacion Valley",2,"3","2013","Visitacion Valley"
"1155","3 2013 Western Addition",6,"3","2013","Western Addition"
"1156","3 2014 Bayview Hunters Point",2,"3","2014","Bayview Hunters Point"
"1157","3 2014 Bernal Heights",5,"3","2014","Bernal Heights"
"1158","3 2014 Castro/Upper Market",7,"3","2014","Castro/Upper Market"
"1159","3 2014 Excelsior/Outer Mission",9,"3","2014","Excelsior/Outer Mission"
"1160","3 2014 Financial District/South Beach/SOMA",6,"3","2014","Financial District/South Beach/SOMA"
"1161","3 2014 Glen Park/Noe Valley",4,"3","2014","Glen Park/Noe Valley"
"1162","3 2014 Golden Gate Park",2,"3","2014","Golden Gate Park"
"1163","3 2014 Haight Ashbury/Hayes Valley",13,"3","2014","Haight Ashbury/Hayes Valley"
"1164","3 2014 Inner Richmond",2,"3","2014","Inner Richmond"
"1165","3 2014 Inner Sunset",3,"3","2014","Inner Sunset"
"1166","3 2014 Japantown",1,"3","2014","Japantown"
"1167","3 2014 Lakeshore",9,"3","2014","Lakeshore"
"1168","3 2014 Lone Mountain/USF",1,"3","2014","Lone Mountain/USF"
"1169","3 2014 Marina",3,"3","2014","Marina"
"1170","3 2014 Mission",17,"3","2014","Mission"
"1171","3 2014 Nob Hill",6,"3","2014","Nob Hill"
"1172","3 2014 North Beach",1,"3","2014","North Beach"
"1173","3 2014 Oceanview/Merced/Ingleside",2,"3","2014","Oceanview/Merced/Ingleside"
"1174","3 2014 Outer Richmond",8,"3","2014","Outer Richmond"
"1175","3 2014 Pacific Heights",3,"3","2014","Pacific Heights"
"1176","3 2014 Portola",4,"3","2014","Portola"
"1177","3 2014 Potrero Hill",4,"3","2014","Potrero Hill"
"1178","3 2014 Presidio Heights",2,"3","2014","Presidio Heights"
"1179","3 2014 Russian Hill",3,"3","2014","Russian Hill"
"1180","3 2014 Sunset/Parkside",9,"3","2014","Sunset/Parkside"
"1181","3 2014 Tenderloin",11,"3","2014","Tenderloin"
"1182","3 2014 Visitacion Valley",4,"3","2014","Visitacion Valley"
"1183","3 2014 West of Twin Peaks",1,"3","2014","West of Twin Peaks"
"1184","3 2014 Western Addition",3,"3","2014","Western Addition"
"1185","3 2015 Bayview Hunters Point",7,"3","2015","Bayview Hunters Point"
"1186","3 2015 Bernal Heights",7,"3","2015","Bernal Heights"
"1187","3 2015 Castro/Upper Market",4,"3","2015","Castro/Upper Market"
"1188","3 2015 Chinatown",3,"3","2015","Chinatown"
"1189","3 2015 Excelsior/Outer Mission",8,"3","2015","Excelsior/Outer Mission"
"1190","3 2015 Financial District/South Beach/SOMA",5,"3","2015","Financial District/South Beach/SOMA"
"1191","3 2015 Glen Park/Noe Valley",6,"3","2015","Glen Park/Noe Valley"
"1192","3 2015 Haight Ashbury/Hayes Valley",11,"3","2015","Haight Ashbury/Hayes Valley"
"1193","3 2015 Inner Richmond",3,"3","2015","Inner Richmond"
"1194","3 2015 Inner Sunset",4,"3","2015","Inner Sunset"
"1195","3 2015 Japantown",2,"3","2015","Japantown"
"1196","3 2015 Lakeshore",19,"3","2015","Lakeshore"
"1197","3 2015 Marina",5,"3","2015","Marina"
"1198","3 2015 Mission",11,"3","2015","Mission"
"1199","3 2015 Nob Hill",5,"3","2015","Nob Hill"
"1200","3 2015 North Beach",3,"3","2015","North Beach"
"1201","3 2015 Oceanview/Merced/Ingleside",5,"3","2015","Oceanview/Merced/Ingleside"
"1202","3 2015 Outer Richmond",7,"3","2015","Outer Richmond"
"1203","3 2015 Pacific Heights",1,"3","2015","Pacific Heights"
"1204","3 2015 Portola",4,"3","2015","Portola"
"1205","3 2015 Potrero Hill",4,"3","2015","Potrero Hill"
"1206","3 2015 Presidio Heights",4,"3","2015","Presidio Heights"
"1207","3 2015 Russian Hill",8,"3","2015","Russian Hill"
"1208","3 2015 Sunset/Parkside",15,"3","2015","Sunset/Parkside"
"1209","3 2015 Tenderloin",9,"3","2015","Tenderloin"
"1210","3 2015 Twin Peaks",1,"3","2015","Twin Peaks"
"1211","3 2015 Visitacion Valley",2,"3","2015","Visitacion Valley"
"1212","3 2015 West of Twin Peaks",2,"3","2015","West of Twin Peaks"
"1213","3 2015 Western Addition",1,"3","2015","Western Addition"
"1214","3 2016 Bayview Hunters Point",7,"3","2016","Bayview Hunters Point"
"1215","3 2016 Bernal Heights",10,"3","2016","Bernal Heights"
"1216","3 2016 Castro/Upper Market",2,"3","2016","Castro/Upper Market"
"1217","3 2016 Chinatown",1,"3","2016","Chinatown"
"1218","3 2016 Excelsior/Outer Mission",9,"3","2016","Excelsior/Outer Mission"
"1219","3 2016 Financial District/South Beach/SOMA",2,"3","2016","Financial District/South Beach/SOMA"
"1220","3 2016 Glen Park/Noe Valley",4,"3","2016","Glen Park/Noe Valley"
"1221","3 2016 Haight Ashbury/Hayes Valley",9,"3","2016","Haight Ashbury/Hayes Valley"
"1222","3 2016 Inner Richmond",8,"3","2016","Inner Richmond"
"1223","3 2016 Inner Sunset",3,"3","2016","Inner Sunset"
"1224","3 2016 Japantown",1,"3","2016","Japantown"
"1225","3 2016 Lakeshore",3,"3","2016","Lakeshore"
"1226","3 2016 Lone Mountain/USF",6,"3","2016","Lone Mountain/USF"
"1227","3 2016 Marina",3,"3","2016","Marina"
"1228","3 2016 Mission",12,"3","2016","Mission"
"1229","3 2016 Nob Hill",3,"3","2016","Nob Hill"
"1230","3 2016 North Beach",2,"3","2016","North Beach"
"1231","3 2016 Oceanview/Merced/Ingleside",6,"3","2016","Oceanview/Merced/Ingleside"
"1232","3 2016 Outer Richmond",5,"3","2016","Outer Richmond"
"1233","3 2016 Pacific Heights",4,"3","2016","Pacific Heights"
"1234","3 2016 Portola",3,"3","2016","Portola"
"1235","3 2016 Potrero Hill",2,"3","2016","Potrero Hill"
"1236","3 2016 Presidio Heights",2,"3","2016","Presidio Heights"
"1237","3 2016 Russian Hill",3,"3","2016","Russian Hill"
"1238","3 2016 Sunset/Parkside",5,"3","2016","Sunset/Parkside"
"1239","3 2016 Tenderloin",15,"3","2016","Tenderloin"
"1240","3 2016 Visitacion Valley",1,"3","2016","Visitacion Valley"
"1241","3 2016 West of Twin Peaks",4,"3","2016","West of Twin Peaks"
"1242","3 2016 Western Addition",1,"3","2016","Western Addition"
"1243","3 2017 Bayview Hunters Point",3,"3","2017","Bayview Hunters Point"
"1244","3 2017 Castro/Upper Market",3,"3","2017","Castro/Upper Market"
"1245","3 2017 Chinatown",4,"3","2017","Chinatown"
"1246","3 2017 Excelsior/Outer Mission",9,"3","2017","Excelsior/Outer Mission"
"1247","3 2017 Financial District/South Beach/SOMA",4,"3","2017","Financial District/South Beach/SOMA"
"1248","3 2017 Glen Park/Noe Valley",6,"3","2017","Glen Park/Noe Valley"
"1249","3 2017 Golden Gate Park",1,"3","2017","Golden Gate Park"
"1250","3 2017 Haight Ashbury/Hayes Valley",10,"3","2017","Haight Ashbury/Hayes Valley"
"1251","3 2017 Inner Richmond",6,"3","2017","Inner Richmond"
"1252","3 2017 Inner Sunset",3,"3","2017","Inner Sunset"
"1253","3 2017 Lakeshore",6,"3","2017","Lakeshore"
"1254","3 2017 Lone Mountain/USF",4,"3","2017","Lone Mountain/USF"
"1255","3 2017 Marina",3,"3","2017","Marina"
"1256","3 2017 Mission",8,"3","2017","Mission"
"1257","3 2017 Nob Hill",6,"3","2017","Nob Hill"
"1258","3 2017 North Beach",6,"3","2017","North Beach"
"1259","3 2017 Oceanview/Merced/Ingleside",4,"3","2017","Oceanview/Merced/Ingleside"
"1260","3 2017 Outer Richmond",14,"3","2017","Outer Richmond"
"1261","3 2017 Pacific Heights",5,"3","2017","Pacific Heights"
"1262","3 2017 Potrero Hill",2,"3","2017","Potrero Hill"
"1263","3 2017 Presidio Heights",3,"3","2017","Presidio Heights"
"1264","3 2017 Russian Hill",9,"3","2017","Russian Hill"
"1265","3 2017 Sunset/Parkside",9,"3","2017","Sunset/Parkside"
"1266","3 2017 Tenderloin",5,"3","2017","Tenderloin"
"1267","3 2017 Visitacion Valley",2,"3","2017","Visitacion Valley"
"1268","3 2017 West of Twin Peaks",2,"3","2017","West of Twin Peaks"
"1269","3 2018 Bayview Hunters Point",6,"3","2018","Bayview Hunters Point"
"1270","3 2018 Bernal Heights",2,"3","2018","Bernal Heights"
"1271","3 2018 Castro/Upper Market",2,"3","2018","Castro/Upper Market"
"1272","3 2018 Chinatown",1,"3","2018","Chinatown"
"1273","3 2018 Excelsior/Outer Mission",7,"3","2018","Excelsior/Outer Mission"
"1274","3 2018 Financial District/South Beach/SOMA",3,"3","2018","Financial District/South Beach/SOMA"
"1275","3 2018 Glen Park/Noe Valley",3,"3","2018","Glen Park/Noe Valley"
"1276","3 2018 Haight Ashbury/Hayes Valley",11,"3","2018","Haight Ashbury/Hayes Valley"
"1277","3 2018 Inner Richmond",5,"3","2018","Inner Richmond"
"1278","3 2018 Inner Sunset",1,"3","2018","Inner Sunset"
"1279","3 2018 Lakeshore",9,"3","2018","Lakeshore"
"1280","3 2018 Lone Mountain/USF",2,"3","2018","Lone Mountain/USF"
"1281","3 2018 Marina",2,"3","2018","Marina"
"1282","3 2018 Mission",11,"3","2018","Mission"
"1283","3 2018 Nob Hill",8,"3","2018","Nob Hill"
"1284","3 2018 Oceanview/Merced/Ingleside",3,"3","2018","Oceanview/Merced/Ingleside"
"1285","3 2018 Outer Richmond",7,"3","2018","Outer Richmond"
"1286","3 2018 Pacific Heights",2,"3","2018","Pacific Heights"
"1287","3 2018 Portola",2,"3","2018","Portola"
"1288","3 2018 Presidio Heights",2,"3","2018","Presidio Heights"
"1289","3 2018 Russian Hill",6,"3","2018","Russian Hill"
"1290","3 2018 Sunset/Parkside",16,"3","2018","Sunset/Parkside"
"1291","3 2018 Tenderloin",12,"3","2018","Tenderloin"
"1292","3 2018 Visitacion Valley",1,"3","2018","Visitacion Valley"
"1293","3 2018 West of Twin Peaks",2,"3","2018","West of Twin Peaks"
"1294","3 2018 Western Addition",2,"3","2018","Western Addition"
"1295","4 2011 Bayview Hunters Point",2,"4","2011","Bayview Hunters Point"
"1296","4 2011 Bernal Heights",2,"4","2011","Bernal Heights"
"1297","4 2011 Castro/Upper Market",3,"4","2011","Castro/Upper Market"
"1298","4 2011 Chinatown",1,"4","2011","Chinatown"
"1299","4 2011 Excelsior/Outer Mission",4,"4","2011","Excelsior/Outer Mission"
"1300","4 2011 Financial District/South Beach/SOMA",2,"4","2011","Financial District/South Beach/SOMA"
"1301","4 2011 Glen Park/Noe Valley",3,"4","2011","Glen Park/Noe Valley"
"1302","4 2011 Golden Gate Park",1,"4","2011","Golden Gate Park"
"1303","4 2011 Haight Ashbury/Hayes Valley",2,"4","2011","Haight Ashbury/Hayes Valley"
"1304","4 2011 Inner Richmond",2,"4","2011","Inner Richmond"
"1305","4 2011 Inner Sunset",1,"4","2011","Inner Sunset"
"1306","4 2011 Lakeshore",1,"4","2011","Lakeshore"
"1307","4 2011 Lone Mountain/USF",1,"4","2011","Lone Mountain/USF"
"1308","4 2011 Marina",4,"4","2011","Marina"
"1309","4 2011 Mission",5,"4","2011","Mission"
"1310","4 2011 Nob Hill",1,"4","2011","Nob Hill"
"1311","4 2011 North Beach",2,"4","2011","North Beach"
"1312","4 2011 Outer Richmond",3,"4","2011","Outer Richmond"
"1313","4 2011 Pacific Heights",3,"4","2011","Pacific Heights"
"1314","4 2011 Portola",1,"4","2011","Portola"
"1315","4 2011 Presidio Heights",1,"4","2011","Presidio Heights"
"1316","4 2011 Seacliff",1,"4","2011","Seacliff"
"1317","4 2011 Sunset/Parkside",6,"4","2011","Sunset/Parkside"
"1318","4 2011 Tenderloin",3,"4","2011","Tenderloin"
"1319","4 2012 Bayview Hunters Point",4,"4","2012","Bayview Hunters Point"
"1320","4 2012 Bernal Heights",3,"4","2012","Bernal Heights"
"1321","4 2012 Chinatown",1,"4","2012","Chinatown"
"1322","4 2012 Excelsior/Outer Mission",3,"4","2012","Excelsior/Outer Mission"
"1323","4 2012 Financial District/South Beach/SOMA",5,"4","2012","Financial District/South Beach/SOMA"
"1324","4 2012 Glen Park/Noe Valley",2,"4","2012","Glen Park/Noe Valley"
"1325","4 2012 Haight Ashbury/Hayes Valley",10,"4","2012","Haight Ashbury/Hayes Valley"
"1326","4 2012 Inner Richmond",4,"4","2012","Inner Richmond"
"1327","4 2012 Inner Sunset",2,"4","2012","Inner Sunset"
"1328","4 2012 Lone Mountain/USF",3,"4","2012","Lone Mountain/USF"
"1329","4 2012 Marina",2,"4","2012","Marina"
"1330","4 2012 Mission",9,"4","2012","Mission"
"1331","4 2012 Mission Bay",1,"4","2012","Mission Bay"
"1332","4 2012 Nob Hill",5,"4","2012","Nob Hill"
"1333","4 2012 North Beach",3,"4","2012","North Beach"
"1334","4 2012 Oceanview/Merced/Ingleside",2,"4","2012","Oceanview/Merced/Ingleside"
"1335","4 2012 Outer Richmond",4,"4","2012","Outer Richmond"
"1336","4 2012 Pacific Heights",5,"4","2012","Pacific Heights"
"1337","4 2012 Potrero Hill",5,"4","2012","Potrero Hill"
"1338","4 2012 Russian Hill",5,"4","2012","Russian Hill"
"1339","4 2012 Sunset/Parkside",5,"4","2012","Sunset/Parkside"
"1340","4 2012 Tenderloin",8,"4","2012","Tenderloin"
"1341","4 2012 Twin Peaks",2,"4","2012","Twin Peaks"
"1342","4 2012 Visitacion Valley",4,"4","2012","Visitacion Valley"
"1343","4 2012 West of Twin Peaks",3,"4","2012","West of Twin Peaks"
"1344","4 2012 Western Addition",4,"4","2012","Western Addition"
"1345","4 2013 Bayview Hunters Point",2,"4","2013","Bayview Hunters Point"
"1346","4 2013 Bernal Heights",6,"4","2013","Bernal Heights"
"1347","4 2013 Castro/Upper Market",8,"4","2013","Castro/Upper Market"
"1348","4 2013 Chinatown",1,"4","2013","Chinatown"
"1349","4 2013 Excelsior/Outer Mission",5,"4","2013","Excelsior/Outer Mission"
"1350","4 2013 Financial District/South Beach/SOMA",4,"4","2013","Financial District/South Beach/SOMA"
"1351","4 2013 Glen Park/Noe Valley",4,"4","2013","Glen Park/Noe Valley"
"1352","4 2013 Haight Ashbury/Hayes Valley",3,"4","2013","Haight Ashbury/Hayes Valley"
"1353","4 2013 Inner Sunset",3,"4","2013","Inner Sunset"
"1354","4 2013 Lakeshore",2,"4","2013","Lakeshore"
"1355","4 2013 Lone Mountain/USF",1,"4","2013","Lone Mountain/USF"
"1356","4 2013 Marina",6,"4","2013","Marina"
"1357","4 2013 Mission",14,"4","2013","Mission"
"1358","4 2013 Nob Hill",8,"4","2013","Nob Hill"
"1359","4 2013 North Beach",9,"4","2013","North Beach"
"1360","4 2013 Oceanview/Merced/Ingleside",3,"4","2013","Oceanview/Merced/Ingleside"
"1361","4 2013 Outer Richmond",9,"4","2013","Outer Richmond"
"1362","4 2013 Pacific Heights",4,"4","2013","Pacific Heights"
"1363","4 2013 Portola",1,"4","2013","Portola"
"1364","4 2013 Potrero Hill",5,"4","2013","Potrero Hill"
"1365","4 2013 Presidio Heights",1,"4","2013","Presidio Heights"
"1366","4 2013 Russian Hill",4,"4","2013","Russian Hill"
"1367","4 2013 Sunset/Parkside",11,"4","2013","Sunset/Parkside"
"1368","4 2013 Tenderloin",11,"4","2013","Tenderloin"
"1369","4 2013 Twin Peaks",2,"4","2013","Twin Peaks"
"1370","4 2013 Visitacion Valley",2,"4","2013","Visitacion Valley"
"1371","4 2013 West of Twin Peaks",1,"4","2013","West of Twin Peaks"
"1372","4 2013 Western Addition",3,"4","2013","Western Addition"
"1373","4 2014 Bayview Hunters Point",3,"4","2014","Bayview Hunters Point"
"1374","4 2014 Bernal Heights",1,"4","2014","Bernal Heights"
"1375","4 2014 Castro/Upper Market",5,"4","2014","Castro/Upper Market"
"1376","4 2014 Chinatown",3,"4","2014","Chinatown"
"1377","4 2014 Excelsior/Outer Mission",8,"4","2014","Excelsior/Outer Mission"
"1378","4 2014 Financial District/South Beach/SOMA",8,"4","2014","Financial District/South Beach/SOMA"
"1379","4 2014 Glen Park/Noe Valley",4,"4","2014","Glen Park/Noe Valley"
"1380","4 2014 Golden Gate Park",5,"4","2014","Golden Gate Park"
"1381","4 2014 Haight Ashbury/Hayes Valley",11,"4","2014","Haight Ashbury/Hayes Valley"
"1382","4 2014 Inner Richmond",4,"4","2014","Inner Richmond"
"1383","4 2014 Inner Sunset",2,"4","2014","Inner Sunset"
"1384","4 2014 Lakeshore",12,"4","2014","Lakeshore"
"1385","4 2014 Lone Mountain/USF",4,"4","2014","Lone Mountain/USF"
"1386","4 2014 Marina",4,"4","2014","Marina"
"1387","4 2014 Mission",13,"4","2014","Mission"
"1388","4 2014 Nob Hill",7,"4","2014","Nob Hill"
"1389","4 2014 North Beach",7,"4","2014","North Beach"
"1390","4 2014 Oceanview/Merced/Ingleside",4,"4","2014","Oceanview/Merced/Ingleside"
"1391","4 2014 Outer Richmond",8,"4","2014","Outer Richmond"
"1392","4 2014 Pacific Heights",8,"4","2014","Pacific Heights"
"1393","4 2014 Portola",3,"4","2014","Portola"
"1394","4 2014 Presidio Heights",2,"4","2014","Presidio Heights"
"1395","4 2014 Russian Hill",11,"4","2014","Russian Hill"
"1396","4 2014 Seacliff",1,"4","2014","Seacliff"
"1397","4 2014 Sunset/Parkside",9,"4","2014","Sunset/Parkside"
"1398","4 2014 Tenderloin",2,"4","2014","Tenderloin"
"1399","4 2014 Twin Peaks",2,"4","2014","Twin Peaks"
"1400","4 2014 Visitacion Valley",1,"4","2014","Visitacion Valley"
"1401","4 2014 Western Addition",6,"4","2014","Western Addition"
"1402","4 2015 Bayview Hunters Point",8,"4","2015","Bayview Hunters Point"
"1403","4 2015 Bernal Heights",6,"4","2015","Bernal Heights"
"1404","4 2015 Castro/Upper Market",6,"4","2015","Castro/Upper Market"
"1405","4 2015 Chinatown",2,"4","2015","Chinatown"
"1406","4 2015 Excelsior/Outer Mission",16,"4","2015","Excelsior/Outer Mission"
"1407","4 2015 Financial District/South Beach/SOMA",5,"4","2015","Financial District/South Beach/SOMA"
"1408","4 2015 Glen Park/Noe Valley",3,"4","2015","Glen Park/Noe Valley"
"1409","4 2015 Haight Ashbury/Hayes Valley",8,"4","2015","Haight Ashbury/Hayes Valley"
"1410","4 2015 Inner Richmond",8,"4","2015","Inner Richmond"
"1411","4 2015 Lakeshore",1,"4","2015","Lakeshore"
"1412","4 2015 Lone Mountain/USF",5,"4","2015","Lone Mountain/USF"
"1413","4 2015 Marina",7,"4","2015","Marina"
"1414","4 2015 McLaren Park",1,"4","2015","McLaren Park"
"1415","4 2015 Mission",18,"4","2015","Mission"
"1416","4 2015 Nob Hill",6,"4","2015","Nob Hill"
"1417","4 2015 North Beach",4,"4","2015","North Beach"
"1418","4 2015 Oceanview/Merced/Ingleside",3,"4","2015","Oceanview/Merced/Ingleside"
"1419","4 2015 Outer Richmond",9,"4","2015","Outer Richmond"
"1420","4 2015 Pacific Heights",4,"4","2015","Pacific Heights"
"1421","4 2015 Portola",6,"4","2015","Portola"
"1422","4 2015 Potrero Hill",2,"4","2015","Potrero Hill"
"1423","4 2015 Presidio Heights",1,"4","2015","Presidio Heights"
"1424","4 2015 Russian Hill",7,"4","2015","Russian Hill"
"1425","4 2015 Sunset/Parkside",10,"4","2015","Sunset/Parkside"
"1426","4 2015 Tenderloin",22,"4","2015","Tenderloin"
"1427","4 2015 Visitacion Valley",5,"4","2015","Visitacion Valley"
"1428","4 2015 West of Twin Peaks",5,"4","2015","West of Twin Peaks"
"1429","4 2015 Western Addition",2,"4","2015","Western Addition"
"1430","4 2016 Bayview Hunters Point",1,"4","2016","Bayview Hunters Point"
"1431","4 2016 Bernal Heights",3,"4","2016","Bernal Heights"
"1432","4 2016 Castro/Upper Market",4,"4","2016","Castro/Upper Market"
"1433","4 2016 Chinatown",3,"4","2016","Chinatown"
"1434","4 2016 Excelsior/Outer Mission",10,"4","2016","Excelsior/Outer Mission"
"1435","4 2016 Financial District/South Beach/SOMA",4,"4","2016","Financial District/South Beach/SOMA"
"1436","4 2016 Glen Park/Noe Valley",8,"4","2016","Glen Park/Noe Valley"
"1437","4 2016 Haight Ashbury/Hayes Valley",6,"4","2016","Haight Ashbury/Hayes Valley"
"1438","4 2016 Inner Richmond",3,"4","2016","Inner Richmond"
"1439","4 2016 Inner Sunset",4,"4","2016","Inner Sunset"
"1440","4 2016 Japantown",2,"4","2016","Japantown"
"1441","4 2016 Lakeshore",5,"4","2016","Lakeshore"
"1442","4 2016 Marina",8,"4","2016","Marina"
"1443","4 2016 Mission",14,"4","2016","Mission"
"1444","4 2016 Nob Hill",5,"4","2016","Nob Hill"
"1445","4 2016 North Beach",2,"4","2016","North Beach"
"1446","4 2016 Oceanview/Merced/Ingleside",2,"4","2016","Oceanview/Merced/Ingleside"
"1447","4 2016 Outer Richmond",13,"4","2016","Outer Richmond"
"1448","4 2016 Pacific Heights",3,"4","2016","Pacific Heights"
"1449","4 2016 Portola",3,"4","2016","Portola"
"1450","4 2016 Potrero Hill",1,"4","2016","Potrero Hill"
"1451","4 2016 Russian Hill",7,"4","2016","Russian Hill"
"1452","4 2016 Seacliff",2,"4","2016","Seacliff"
"1453","4 2016 Sunset/Parkside",8,"4","2016","Sunset/Parkside"
"1454","4 2016 Tenderloin",5,"4","2016","Tenderloin"
"1455","4 2016 Visitacion Valley",2,"4","2016","Visitacion Valley"
"1456","4 2016 West of Twin Peaks",2,"4","2016","West of Twin Peaks"
"1457","4 2016 Western Addition",3,"4","2016","Western Addition"
"1458","4 2017 Bayview Hunters Point",7,"4","2017","Bayview Hunters Point"
"1459","4 2017 Bernal Heights",3,"4","2017","Bernal Heights"
"1460","4 2017 Castro/Upper Market",2,"4","2017","Castro/Upper Market"
"1461","4 2017 Chinatown",1,"4","2017","Chinatown"
"1462","4 2017 Excelsior/Outer Mission",10,"4","2017","Excelsior/Outer Mission"
"1463","4 2017 Financial District/South Beach/SOMA",5,"4","2017","Financial District/South Beach/SOMA"
"1464","4 2017 Glen Park/Noe Valley",2,"4","2017","Glen Park/Noe Valley"
"1465","4 2017 Haight Ashbury/Hayes Valley",5,"4","2017","Haight Ashbury/Hayes Valley"
"1466","4 2017 Inner Richmond",3,"4","2017","Inner Richmond"
"1467","4 2017 Inner Sunset",2,"4","2017","Inner Sunset"
"1468","4 2017 Lakeshore",3,"4","2017","Lakeshore"
"1469","4 2017 Lone Mountain/USF",3,"4","2017","Lone Mountain/USF"
"1470","4 2017 Mission",17,"4","2017","Mission"
"1471","4 2017 Nob Hill",5,"4","2017","Nob Hill"
"1472","4 2017 North Beach",1,"4","2017","North Beach"
"1473","4 2017 Oceanview/Merced/Ingleside",1,"4","2017","Oceanview/Merced/Ingleside"
"1474","4 2017 Outer Richmond",3,"4","2017","Outer Richmond"
"1475","4 2017 Pacific Heights",2,"4","2017","Pacific Heights"
"1476","4 2017 Portola",3,"4","2017","Portola"
"1477","4 2017 Potrero Hill",1,"4","2017","Potrero Hill"
"1478","4 2017 Presidio Heights",4,"4","2017","Presidio Heights"
"1479","4 2017 Russian Hill",4,"4","2017","Russian Hill"
"1480","4 2017 Sunset/Parkside",12,"4","2017","Sunset/Parkside"
"1481","4 2017 Tenderloin",3,"4","2017","Tenderloin"
"1482","4 2017 Visitacion Valley",2,"4","2017","Visitacion Valley"
"1483","4 2017 Western Addition",1,"4","2017","Western Addition"
"1484","4 2018 Bayview Hunters Point",5,"4","2018","Bayview Hunters Point"
"1485","4 2018 Bernal Heights",3,"4","2018","Bernal Heights"
"1486","4 2018 Castro/Upper Market",2,"4","2018","Castro/Upper Market"
"1487","4 2018 Chinatown",2,"4","2018","Chinatown"
"1488","4 2018 Excelsior/Outer Mission",6,"4","2018","Excelsior/Outer Mission"
"1489","4 2018 Financial District/South Beach/SOMA",4,"4","2018","Financial District/South Beach/SOMA"
"1490","4 2018 Glen Park/Noe Valley",4,"4","2018","Glen Park/Noe Valley"
"1491","4 2018 Haight Ashbury/Hayes Valley",5,"4","2018","Haight Ashbury/Hayes Valley"
"1492","4 2018 Inner Richmond",5,"4","2018","Inner Richmond"
"1493","4 2018 Inner Sunset",1,"4","2018","Inner Sunset"
"1494","4 2018 Lakeshore",15,"4","2018","Lakeshore"
"1495","4 2018 Lone Mountain/USF",2,"4","2018","Lone Mountain/USF"
"1496","4 2018 Marina",2,"4","2018","Marina"
"1497","4 2018 Mission",14,"4","2018","Mission"
"1498","4 2018 Nob Hill",3,"4","2018","Nob Hill"
"1499","4 2018 North Beach",2,"4","2018","North Beach"
"1500","4 2018 Oceanview/Merced/Ingleside",4,"4","2018","Oceanview/Merced/Ingleside"
"1501","4 2018 Outer Richmond",5,"4","2018","Outer Richmond"
"1502","4 2018 Pacific Heights",4,"4","2018","Pacific Heights"
"1503","4 2018 Portola",1,"4","2018","Portola"
"1504","4 2018 Potrero Hill",1,"4","2018","Potrero Hill"
"1505","4 2018 Russian Hill",2,"4","2018","Russian Hill"
"1506","4 2018 Sunset/Parkside",10,"4","2018","Sunset/Parkside"
"1507","4 2018 Tenderloin",11,"4","2018","Tenderloin"
"1508","4 2018 Visitacion Valley",4,"4","2018","Visitacion Valley"
"1509","4 2018 West of Twin Peaks",1,"4","2018","West of Twin Peaks"
"1510","4 2018 Western Addition",8,"4","2018","Western Addition"
"1511","5 2011 Bayview Hunters Point",5,"5","2011","Bayview Hunters Point"
"1512","5 2011 Bernal Heights",4,"5","2011","Bernal Heights"
"1513","5 2011 Chinatown",3,"5","2011","Chinatown"
"1514","5 2011 Excelsior/Outer Mission",3,"5","2011","Excelsior/Outer Mission"
"1515","5 2011 Financial District/South Beach/SOMA",4,"5","2011","Financial District/South Beach/SOMA"
"1516","5 2011 Glen Park/Noe Valley",4,"5","2011","Glen Park/Noe Valley"
"1517","5 2011 Haight Ashbury/Hayes Valley",1,"5","2011","Haight Ashbury/Hayes Valley"
"1518","5 2011 Inner Sunset",5,"5","2011","Inner Sunset"
"1519","5 2011 Lakeshore",41,"5","2011","Lakeshore"
"1520","5 2011 Lone Mountain/USF",2,"5","2011","Lone Mountain/USF"
"1521","5 2011 Marina",2,"5","2011","Marina"
"1522","5 2011 Mission",12,"5","2011","Mission"
"1523","5 2011 Nob Hill",4,"5","2011","Nob Hill"
"1524","5 2011 North Beach",1,"5","2011","North Beach"
