"","nhood_month_year","count","month","year","nhood"
"2307","8 2015 Twin Peaks",1,"8","2015","Twin Peaks"
"2308","8 2015 Visitacion Valley",1,"8","2015","Visitacion Valley"
"2309","8 2015 West of Twin Peaks",2,"8","2015","West of Twin Peaks"
"2310","8 2015 Western Addition",2,"8","2015","Western Addition"
"2311","8 2016 Bayview Hunters Point",6,"8","2016","Bayview Hunters Point"
"2312","8 2016 Bernal Heights",7,"8","2016","Bernal Heights"
"2313","8 2016 Castro/Upper Market",3,"8","2016","Castro/Upper Market"
"2314","8 2016 Excelsior/Outer Mission",5,"8","2016","Excelsior/Outer Mission"
"2315","8 2016 Financial District/South Beach/SOMA",7,"8","2016","Financial District/South Beach/SOMA"
"2316","8 2016 Glen Park/Noe Valley",1,"8","2016","Glen Park/Noe Valley"
"2317","8 2016 Haight Ashbury/Hayes Valley",4,"8","2016","Haight Ashbury/Hayes Valley"
"2318","8 2016 Inner Richmond",3,"8","2016","Inner Richmond"
"2319","8 2016 Japantown",2,"8","2016","Japantown"
"2320","8 2016 Lakeshore",7,"8","2016","Lakeshore"
"2321","8 2016 Marina",3,"8","2016","Marina"
"2322","8 2016 Mission",16,"8","2016","Mission"
"2323","8 2016 Nob Hill",4,"8","2016","Nob Hill"
"2324","8 2016 North Beach",3,"8","2016","North Beach"
"2325","8 2016 Oceanview/Merced/Ingleside",2,"8","2016","Oceanview/Merced/Ingleside"
"2326","8 2016 Outer Richmond",8,"8","2016","Outer Richmond"
"2327","8 2016 Pacific Heights",5,"8","2016","Pacific Heights"
"2328","8 2016 Portola",2,"8","2016","Portola"
"2329","8 2016 Potrero Hill",4,"8","2016","Potrero Hill"
"2330","8 2016 Russian Hill",4,"8","2016","Russian Hill"
"2331","8 2016 Sunset/Parkside",12,"8","2016","Sunset/Parkside"
"2332","8 2016 Tenderloin",7,"8","2016","Tenderloin"
"2333","8 2016 Twin Peaks",3,"8","2016","Twin Peaks"
"2334","8 2016 Visitacion Valley",1,"8","2016","Visitacion Valley"
"2335","8 2016 West of Twin Peaks",3,"8","2016","West of Twin Peaks"
"2336","8 2017 Bayview Hunters Point",3,"8","2017","Bayview Hunters Point"
"2337","8 2017 Bernal Heights",6,"8","2017","Bernal Heights"
"2338","8 2017 Castro/Upper Market",9,"8","2017","Castro/Upper Market"
"2339","8 2017 Chinatown",1,"8","2017","Chinatown"
"2340","8 2017 Excelsior/Outer Mission",5,"8","2017","Excelsior/Outer Mission"
"2341","8 2017 Financial District/South Beach/SOMA",2,"8","2017","Financial District/South Beach/SOMA"
"2342","8 2017 Glen Park/Noe Valley",7,"8","2017","Glen Park/Noe Valley"
"2343","8 2017 Haight Ashbury/Hayes Valley",6,"8","2017","Haight Ashbury/Hayes Valley"
"2344","8 2017 Inner Richmond",4,"8","2017","Inner Richmond"
"2345","8 2017 Inner Sunset",2,"8","2017","Inner Sunset"
"2346","8 2017 Lakeshore",9,"8","2017","Lakeshore"
"2347","8 2017 Lone Mountain/USF",6,"8","2017","Lone Mountain/USF"
"2348","8 2017 Marina",7,"8","2017","Marina"
"2349","8 2017 Mission",4,"8","2017","Mission"
"2350","8 2017 Nob Hill",2,"8","2017","Nob Hill"
"2351","8 2017 North Beach",2,"8","2017","North Beach"
"2352","8 2017 Oceanview/Merced/Ingleside",1,"8","2017","Oceanview/Merced/Ingleside"
"2353","8 2017 Outer Richmond",2,"8","2017","Outer Richmond"
"2354","8 2017 Pacific Heights",3,"8","2017","Pacific Heights"
"2355","8 2017 Portola",1,"8","2017","Portola"
"2356","8 2017 Presidio Heights",1,"8","2017","Presidio Heights"
"2357","8 2017 Russian Hill",4,"8","2017","Russian Hill"
"2358","8 2017 Sunset/Parkside",2,"8","2017","Sunset/Parkside"
"2359","8 2017 Tenderloin",6,"8","2017","Tenderloin"
"2360","8 2017 Twin Peaks",1,"8","2017","Twin Peaks"
"2361","8 2017 Visitacion Valley",1,"8","2017","Visitacion Valley"
"2362","8 2017 West of Twin Peaks",4,"8","2017","West of Twin Peaks"
"2363","8 2018 Bayview Hunters Point",7,"8","2018","Bayview Hunters Point"
"2364","8 2018 Bernal Heights",2,"8","2018","Bernal Heights"
"2365","8 2018 Castro/Upper Market",6,"8","2018","Castro/Upper Market"
"2366","8 2018 Chinatown",1,"8","2018","Chinatown"
"2367","8 2018 Excelsior/Outer Mission",3,"8","2018","Excelsior/Outer Mission"
"2368","8 2018 Financial District/South Beach/SOMA",8,"8","2018","Financial District/South Beach/SOMA"
"2369","8 2018 Haight Ashbury/Hayes Valley",2,"8","2018","Haight Ashbury/Hayes Valley"
"2370","8 2018 Inner Richmond",3,"8","2018","Inner Richmond"
"2371","8 2018 Inner Sunset",1,"8","2018","Inner Sunset"
"2372","8 2018 Lakeshore",11,"8","2018","Lakeshore"
"2373","8 2018 Marina",3,"8","2018","Marina"
"2374","8 2018 Mission",13,"8","2018","Mission"
"2375","8 2018 Nob Hill",11,"8","2018","Nob Hill"
"2376","8 2018 North Beach",3,"8","2018","North Beach"
"2377","8 2018 Oceanview/Merced/Ingleside",1,"8","2018","Oceanview/Merced/Ingleside"
"2378","8 2018 Outer Richmond",5,"8","2018","Outer Richmond"
"2379","8 2018 Pacific Heights",1,"8","2018","Pacific Heights"
"2380","8 2018 Russian Hill",1,"8","2018","Russian Hill"
"2381","8 2018 Sunset/Parkside",10,"8","2018","Sunset/Parkside"
"2382","8 2018 Tenderloin",6,"8","2018","Tenderloin"
"2383","8 2018 Twin Peaks",4,"8","2018","Twin Peaks"
"2384","8 2018 Visitacion Valley",2,"8","2018","Visitacion Valley"
"2385","8 2018 Western Addition",2,"8","2018","Western Addition"
"2386","9 2011 Bayview Hunters Point",3,"9","2011","Bayview Hunters Point"
"2387","9 2011 Bernal Heights",3,"9","2011","Bernal Heights"
"2388","9 2011 Castro/Upper Market",6,"9","2011","Castro/Upper Market"
"2389","9 2011 Excelsior/Outer Mission",4,"9","2011","Excelsior/Outer Mission"
"2390","9 2011 Financial District/South Beach/SOMA",1,"9","2011","Financial District/South Beach/SOMA"
"2391","9 2011 Glen Park/Noe Valley",2,"9","2011","Glen Park/Noe Valley"
"2392","9 2011 Haight Ashbury/Hayes Valley",9,"9","2011","Haight Ashbury/Hayes Valley"
"2393","9 2011 Inner Richmond",2,"9","2011","Inner Richmond"
"2394","9 2011 Inner Sunset",4,"9","2011","Inner Sunset"
"2395","9 2011 Japantown",1,"9","2011","Japantown"
"2396","9 2011 Lakeshore",25,"9","2011","Lakeshore"
"2397","9 2011 Lone Mountain/USF",1,"9","2011","Lone Mountain/USF"
"2398","9 2011 Marina",4,"9","2011","Marina"
"2399","9 2011 Mission",8,"9","2011","Mission"
"2400","9 2011 Nob Hill",4,"9","2011","Nob Hill"
"2401","9 2011 North Beach",1,"9","2011","North Beach"
"2402","9 2011 Oceanview/Merced/Ingleside",2,"9","2011","Oceanview/Merced/Ingleside"
"2403","9 2011 Outer Richmond",5,"9","2011","Outer Richmond"
"2404","9 2011 Pacific Heights",1,"9","2011","Pacific Heights"
"2405","9 2011 Portola",1,"9","2011","Portola"
"2406","9 2011 Potrero Hill",3,"9","2011","Potrero Hill"
"2407","9 2011 Presidio Heights",2,"9","2011","Presidio Heights"
"2408","9 2011 Russian Hill",1,"9","2011","Russian Hill"
"2409","9 2011 Seacliff",1,"9","2011","Seacliff"
"2410","9 2011 Sunset/Parkside",2,"9","2011","Sunset/Parkside"
"2411","9 2011 Tenderloin",3,"9","2011","Tenderloin"
"2412","9 2011 West of Twin Peaks",3,"9","2011","West of Twin Peaks"
"2413","9 2011 Western Addition",1,"9","2011","Western Addition"
"2414","9 2012 Bayview Hunters Point",5,"9","2012","Bayview Hunters Point"
"2415","9 2012 Bernal Heights",2,"9","2012","Bernal Heights"
"2416","9 2012 Castro/Upper Market",6,"9","2012","Castro/Upper Market"
"2417","9 2012 Chinatown",2,"9","2012","Chinatown"
"2418","9 2012 Excelsior/Outer Mission",2,"9","2012","Excelsior/Outer Mission"
"2419","9 2012 Financial District/South Beach/SOMA",4,"9","2012","Financial District/South Beach/SOMA"
"2420","9 2012 Glen Park/Noe Valley",2,"9","2012","Glen Park/Noe Valley"
"2421","9 2012 Haight Ashbury/Hayes Valley",11,"9","2012","Haight Ashbury/Hayes Valley"
"2422","9 2012 Inner Richmond",4,"9","2012","Inner Richmond"
"2423","9 2012 Inner Sunset",2,"9","2012","Inner Sunset"
"2424","9 2012 Lakeshore",1,"9","2012","Lakeshore"
"2425","9 2012 Lone Mountain/USF",1,"9","2012","Lone Mountain/USF"
"2426","9 2012 Marina",1,"9","2012","Marina"
"2427","9 2012 Mission",14,"9","2012","Mission"
"2428","9 2012 Nob Hill",5,"9","2012","Nob Hill"
"2429","9 2012 North Beach",4,"9","2012","North Beach"
"2430","9 2012 Oceanview/Merced/Ingleside",2,"9","2012","Oceanview/Merced/Ingleside"
"2431","9 2012 Pacific Heights",3,"9","2012","Pacific Heights"
"2432","9 2012 Portola",2,"9","2012","Portola"
"2433","9 2012 Potrero Hill",3,"9","2012","Potrero Hill"
"2434","9 2012 Presidio Heights",2,"9","2012","Presidio Heights"
"2435","9 2012 Russian Hill",6,"9","2012","Russian Hill"
"2436","9 2012 Sunset/Parkside",11,"9","2012","Sunset/Parkside"
"2437","9 2012 Tenderloin",7,"9","2012","Tenderloin"
"2438","9 2012 West of Twin Peaks",1,"9","2012","West of Twin Peaks"
"2439","9 2012 Western Addition",3,"9","2012","Western Addition"
"2440","9 2013 Bayview Hunters Point",7,"9","2013","Bayview Hunters Point"
"2441","9 2013 Bernal Heights",4,"9","2013","Bernal Heights"
"2442","9 2013 Castro/Upper Market",4,"9","2013","Castro/Upper Market"
"2443","9 2013 Excelsior/Outer Mission",10,"9","2013","Excelsior/Outer Mission"
"2444","9 2013 Financial District/South Beach/SOMA",4,"9","2013","Financial District/South Beach/SOMA"
"2445","9 2013 Glen Park/Noe Valley",5,"9","2013","Glen Park/Noe Valley"
"2446","9 2013 Haight Ashbury/Hayes Valley",9,"9","2013","Haight Ashbury/Hayes Valley"
"2447","9 2013 Inner Richmond",4,"9","2013","Inner Richmond"
"2448","9 2013 Inner Sunset",3,"9","2013","Inner Sunset"
"2449","9 2013 Lakeshore",8,"9","2013","Lakeshore"
"2450","9 2013 Marina",5,"9","2013","Marina"
"2451","9 2013 Mission",12,"9","2013","Mission"
"2452","9 2013 Nob Hill",3,"9","2013","Nob Hill"
"2453","9 2013 North Beach",4,"9","2013","North Beach"
"2454","9 2013 Oceanview/Merced/Ingleside",4,"9","2013","Oceanview/Merced/Ingleside"
"2455","9 2013 Outer Richmond",6,"9","2013","Outer Richmond"
"2456","9 2013 Pacific Heights",1,"9","2013","Pacific Heights"
"2457","9 2013 Potrero Hill",1,"9","2013","Potrero Hill"
"2458","9 2013 Russian Hill",1,"9","2013","Russian Hill"
"2459","9 2013 Sunset/Parkside",10,"9","2013","Sunset/Parkside"
"2460","9 2013 Tenderloin",10,"9","2013","Tenderloin"
"2461","9 2013 West of Twin Peaks",2,"9","2013","West of Twin Peaks"
"2462","9 2013 Western Addition",2,"9","2013","Western Addition"
"2463","9 2014 Bayview Hunters Point",8,"9","2014","Bayview Hunters Point"
"2464","9 2014 Bernal Heights",6,"9","2014","Bernal Heights"
"2465","9 2014 Castro/Upper Market",5,"9","2014","Castro/Upper Market"
"2466","9 2014 Chinatown",3,"9","2014","Chinatown"
"2467","9 2014 Excelsior/Outer Mission",7,"9","2014","Excelsior/Outer Mission"
"2468","9 2014 Financial District/South Beach/SOMA",3,"9","2014","Financial District/South Beach/SOMA"
"2469","9 2014 Glen Park/Noe Valley",4,"9","2014","Glen Park/Noe Valley"
"2470","9 2014 Golden Gate Park",1,"9","2014","Golden Gate Park"
"2471","9 2014 Haight Ashbury/Hayes Valley",4,"9","2014","Haight Ashbury/Hayes Valley"
"2472","9 2014 Inner Richmond",6,"9","2014","Inner Richmond"
"2473","9 2014 Inner Sunset",2,"9","2014","Inner Sunset"
"2474","9 2014 Lakeshore",8,"9","2014","Lakeshore"
"2475","9 2014 Lone Mountain/USF",3,"9","2014","Lone Mountain/USF"
"2476","9 2014 Marina",6,"9","2014","Marina"
"2477","9 2014 Mission",13,"9","2014","Mission"
"2478","9 2014 Nob Hill",7,"9","2014","Nob Hill"
"2479","9 2014 North Beach",3,"9","2014","North Beach"
"2480","9 2014 Oceanview/Merced/Ingleside",3,"9","2014","Oceanview/Merced/Ingleside"
"2481","9 2014 Outer Richmond",4,"9","2014","Outer Richmond"
"2482","9 2014 Pacific Heights",3,"9","2014","Pacific Heights"
"2483","9 2014 Portola",3,"9","2014","Portola"
"2484","9 2014 Potrero Hill",1,"9","2014","Potrero Hill"
"2485","9 2014 Presidio Heights",2,"9","2014","Presidio Heights"
"2486","9 2014 Russian Hill",5,"9","2014","Russian Hill"
"2487","9 2014 Seacliff",1,"9","2014","Seacliff"
"2488","9 2014 Sunset/Parkside",6,"9","2014","Sunset/Parkside"
"2489","9 2014 Tenderloin",13,"9","2014","Tenderloin"
"2490","9 2014 Twin Peaks",1,"9","2014","Twin Peaks"
"2491","9 2014 Visitacion Valley",2,"9","2014","Visitacion Valley"
"2492","9 2014 West of Twin Peaks",4,"9","2014","West of Twin Peaks"
"2493","9 2014 Western Addition",3,"9","2014","Western Addition"
"2494","9 2015 Bayview Hunters Point",3,"9","2015","Bayview Hunters Point"
"2495","9 2015 Bernal Heights",4,"9","2015","Bernal Heights"
"2496","9 2015 Castro/Upper Market",4,"9","2015","Castro/Upper Market"
"2497","9 2015 Chinatown",4,"9","2015","Chinatown"
"2498","9 2015 Excelsior/Outer Mission",9,"9","2015","Excelsior/Outer Mission"
"2499","9 2015 Financial District/South Beach/SOMA",3,"9","2015","Financial District/South Beach/SOMA"
"2500","9 2015 Glen Park/Noe Valley",6,"9","2015","Glen Park/Noe Valley"
"2501","9 2015 Haight Ashbury/Hayes Valley",7,"9","2015","Haight Ashbury/Hayes Valley"
"2502","9 2015 Inner Richmond",3,"9","2015","Inner Richmond"
"2503","9 2015 Inner Sunset",4,"9","2015","Inner Sunset"
"2504","9 2015 Japantown",1,"9","2015","Japantown"
"2505","9 2015 Lakeshore",7,"9","2015","Lakeshore"
"2506","9 2015 Lone Mountain/USF",5,"9","2015","Lone Mountain/USF"
"2507","9 2015 Marina",6,"9","2015","Marina"
"2508","9 2015 Mission",15,"9","2015","Mission"
"2509","9 2015 Nob Hill",6,"9","2015","Nob Hill"
"2510","9 2015 North Beach",8,"9","2015","North Beach"
"2511","9 2015 Oceanview/Merced/Ingleside",3,"9","2015","Oceanview/Merced/Ingleside"
"2512","9 2015 Outer Richmond",9,"9","2015","Outer Richmond"
"2513","9 2015 Pacific Heights",7,"9","2015","Pacific Heights"
"2514","9 2015 Portola",3,"9","2015","Portola"
"2515","9 2015 Potrero Hill",5,"9","2015","Potrero Hill"
"2516","9 2015 Presidio Heights",1,"9","2015","Presidio Heights"
"2517","9 2015 Russian Hill",6,"9","2015","Russian Hill"
"2518","9 2015 Seacliff",1,"9","2015","Seacliff"
"2519","9 2015 Sunset/Parkside",12,"9","2015","Sunset/Parkside"
"2520","9 2015 Tenderloin",12,"9","2015","Tenderloin"
"2521","9 2015 Twin Peaks",4,"9","2015","Twin Peaks"
"2522","9 2015 Visitacion Valley",1,"9","2015","Visitacion Valley"
"2523","9 2015 West of Twin Peaks",5,"9","2015","West of Twin Peaks"
"2524","9 2015 Western Addition",4,"9","2015","Western Addition"
"2525","9 2016 Bayview Hunters Point",10,"9","2016","Bayview Hunters Point"
"2526","9 2016 Bernal Heights",5,"9","2016","Bernal Heights"
"2527","9 2016 Castro/Upper Market",4,"9","2016","Castro/Upper Market"
"2528","9 2016 Excelsior/Outer Mission",8,"9","2016","Excelsior/Outer Mission"
"2529","9 2016 Financial District/South Beach/SOMA",3,"9","2016","Financial District/South Beach/SOMA"
"2530","9 2016 Glen Park/Noe Valley",1,"9","2016","Glen Park/Noe Valley"
"2531","9 2016 Haight Ashbury/Hayes Valley",8,"9","2016","Haight Ashbury/Hayes Valley"
"2532","9 2016 Inner Richmond",3,"9","2016","Inner Richmond"
"2533","9 2016 Inner Sunset",5,"9","2016","Inner Sunset"
"2534","9 2016 Japantown",1,"9","2016","Japantown"
"2535","9 2016 Lakeshore",3,"9","2016","Lakeshore"
"2536","9 2016 Lone Mountain/USF",1,"9","2016","Lone Mountain/USF"
"2537","9 2016 Marina",6,"9","2016","Marina"
"2538","9 2016 Mission",11,"9","2016","Mission"
"2539","9 2016 Nob Hill",5,"9","2016","Nob Hill"
"2540","9 2016 North Beach",6,"9","2016","North Beach"
"2541","9 2016 Oceanview/Merced/Ingleside",3,"9","2016","Oceanview/Merced/Ingleside"
"2542","9 2016 Outer Richmond",7,"9","2016","Outer Richmond"
"2543","9 2016 Pacific Heights",4,"9","2016","Pacific Heights"
"2544","9 2016 Portola",1,"9","2016","Portola"
"2545","9 2016 Potrero Hill",2,"9","2016","Potrero Hill"
"2546","9 2016 Presidio Heights",2,"9","2016","Presidio Heights"
"2547","9 2016 Russian Hill",6,"9","2016","Russian Hill"
"2548","9 2016 Sunset/Parkside",8,"9","2016","Sunset/Parkside"
"2549","9 2016 Tenderloin",6,"9","2016","Tenderloin"
"2550","9 2016 Twin Peaks",2,"9","2016","Twin Peaks"
"2551","9 2016 Visitacion Valley",5,"9","2016","Visitacion Valley"
"2552","9 2016 West of Twin Peaks",2,"9","2016","West of Twin Peaks"
"2553","9 2016 Western Addition",4,"9","2016","Western Addition"
"2554","9 2017 Bayview Hunters Point",5,"9","2017","Bayview Hunters Point"
"2555","9 2017 Bernal Heights",2,"9","2017","Bernal Heights"
"2556","9 2017 Castro/Upper Market",4,"9","2017","Castro/Upper Market"
"2557","9 2017 Chinatown",1,"9","2017","Chinatown"
"2558","9 2017 Excelsior/Outer Mission",9,"9","2017","Excelsior/Outer Mission"
"2559","9 2017 Financial District/South Beach/SOMA",4,"9","2017","Financial District/South Beach/SOMA"
"2560","9 2017 Glen Park/Noe Valley",1,"9","2017","Glen Park/Noe Valley"
"2561","9 2017 Haight Ashbury/Hayes Valley",4,"9","2017","Haight Ashbury/Hayes Valley"
"2562","9 2017 Inner Richmond",5,"9","2017","Inner Richmond"
"2563","9 2017 Inner Sunset",3,"9","2017","Inner Sunset"
"2564","9 2017 Japantown",1,"9","2017","Japantown"
"2565","9 2017 Lakeshore",3,"9","2017","Lakeshore"
"2566","9 2017 Lone Mountain/USF",4,"9","2017","Lone Mountain/USF"
"2567","9 2017 Marina",4,"9","2017","Marina"
"2568","9 2017 Mission",6,"9","2017","Mission"
"2569","9 2017 Nob Hill",4,"9","2017","Nob Hill"
"2570","9 2017 Oceanview/Merced/Ingleside",1,"9","2017","Oceanview/Merced/Ingleside"
"2571","9 2017 Outer Richmond",3,"9","2017","Outer Richmond"
"2572","9 2017 Pacific Heights",1,"9","2017","Pacific Heights"
"2573","9 2017 Presidio Heights",1,"9","2017","Presidio Heights"
"2574","9 2017 Russian Hill",4,"9","2017","Russian Hill"
"2575","9 2017 Seacliff",1,"9","2017","Seacliff"
"2576","9 2017 Sunset/Parkside",6,"9","2017","Sunset/Parkside"
"2577","9 2017 Tenderloin",8,"9","2017","Tenderloin"
"2578","9 2017 Visitacion Valley",2,"9","2017","Visitacion Valley"
"2579","9 2017 West of Twin Peaks",3,"9","2017","West of Twin Peaks"
"2580","9 2017 Western Addition",3,"9","2017","Western Addition"
"2581","9 2018 Bayview Hunters Point",1,"9","2018","Bayview Hunters Point"
"2582","9 2018 Bernal Heights",2,"9","2018","Bernal Heights"
"2583","9 2018 Castro/Upper Market",5,"9","2018","Castro/Upper Market"
"2584","9 2018 Chinatown",3,"9","2018","Chinatown"
"2585","9 2018 Excelsior/Outer Mission",8,"9","2018","Excelsior/Outer Mission"
"2586","9 2018 Financial District/South Beach/SOMA",2,"9","2018","Financial District/South Beach/SOMA"
"2587","9 2018 Glen Park/Noe Valley",4,"9","2018","Glen Park/Noe Valley"
"2588","9 2018 Haight Ashbury/Hayes Valley",1,"9","2018","Haight Ashbury/Hayes Valley"
"2589","9 2018 Inner Sunset",1,"9","2018","Inner Sunset"
"2590","9 2018 Lakeshore",17,"9","2018","Lakeshore"
"2591","9 2018 Marina",1,"9","2018","Marina"
"2592","9 2018 Mission",4,"9","2018","Mission"
"2593","9 2018 Mission Bay",1,"9","2018","Mission Bay"
"2594","9 2018 Nob Hill",2,"9","2018","Nob Hill"
"2595","9 2018 North Beach",3,"9","2018","North Beach"
"2596","9 2018 Outer Richmond",1,"9","2018","Outer Richmond"
"2597","9 2018 Pacific Heights",1,"9","2018","Pacific Heights"
"2598","9 2018 Portola",2,"9","2018","Portola"
"2599","9 2018 Potrero Hill",1,"9","2018","Potrero Hill"
"2600","9 2018 Presidio Heights",2,"9","2018","Presidio Heights"
"2601","9 2018 Russian Hill",2,"9","2018","Russian Hill"
"2602","9 2018 Sunset/Parkside",5,"9","2018","Sunset/Parkside"
"2603","9 2018 Tenderloin",2,"9","2018","Tenderloin"
"2604","9 2018 Twin Peaks",1,"9","2018","Twin Peaks"
"2605","9 2018 Visitacion Valley",1,"9","2018","Visitacion Valley"
