"","block","lot","street_number","street_number_suffix","street_name","street_suffix","new_units_built","month","year"
"350998","1074","10",2522,"","POST","ST",1,"12","2015"
"350999","1074","10",2524,"","POST","ST",1,"12","2015"
"351062","3753","106",923,"","FOLSOM","ST",115,"12","2015"
"351067","808","39",450,"","HAYES","ST",41,"12","2015"
"351356","857","1",229,"","HAIGHT","ST",23,"12","2015"
"351378","3507","42",1400,"","MISSION","ST",190,"12","2015"
"351515","693","22",1051,"","POST","ST",1,"12","2015"
"351525","1754","12",430,"","IRVING","ST",1,"12","2015"
"351526","1754","12",432,"","IRVING","ST",1,"12","2015"
"351538","5673","39",3415,"","MISSION","ST",1,"12","2015"
"351975","3625","011A",3930,"","23RD","ST",1,"12","2015"
"352280","4004","34",1451,"","MARIPOSA","ST",1,"12","2015"
"352352","7331","195",226,"","SUMMIT","WY",2,"12","2015"
"352353","7331","196",228,"","SUMMIT","WY",2,"12","2015"
"352355","7331","197",230,"","SUMMIT","WY",2,"12","2015"
"352356","7331","198",232,"","SUMMIT","WY",2,"12","2015"
"352357","7331","54",236,"","SUMMIT","WY",1,"12","2015"
"352358","7331","55",238,"","SUMMIT","WY",1,"12","2015"
"352359","7331","56",250,"","SUMMIT","WY",1,"12","2015"
"352360","7331","121",251,"","SUMMIT","WY",1,"12","2015"
"352361","7331","57",252,"","SUMMIT","WY",1,"12","2015"
"352362","7331","122",253,"","SUMMIT","WY",1,"12","2015"
"352363","7331","123",255,"","SUMMIT","WY",1,"12","2015"
"352364","7331","124",257,"","SUMMIT","WY",1,"12","2015"
"352365","7331","58",256,"","SUMMIT","WY",1,"12","2015"
"352366","7331","59",258,"","SUMMIT","WY",1,"12","2015"
"352367","7331","60",260,"","SUMMIT","WY",1,"12","2015"
"352368","7331","61",262,"","SUMMIT","WY",1,"12","2015"
"352405","6250","36",101,"","LELAND","AV",5,"12","2015"
"352448","3746","3",318,"","MAIN","ST",12,"12","2015"
"352527","1801","40",1322,"","47TH","AV",1,"12","2015"
"352584","6025","17",67,"","PRAGUE","ST",26,"12","2015"
"352609","3702","54",1155,"","MARKET","ST",11,"12","2015"
"352732","1729","12",1259,"","21ST","AV",1,"12","2015"
"352786","5327","19",1752,"","QUESADA","AV",1,"12","2015"
"352851","1774","33",1356,"","20TH","AV",1,"12","2015"
"355304","670","11",1238,"","SUTTER","ST",37,"12","2016"
"355378","3545","97",1826,"","15TH","ST",1,"12","2016"
"355385","7114","17",236,"A","SADOWA","ST",1,"12","2016"
"355424","3635","14",1198,"","VALENCIA","ST",49,"12","2016"
"355485","3731","110",84,"","HARRIET","ST",1,"12","2016"
"355486","3731","110",88,"","HARRIET","ST",1,"12","2016"
"355584","3631","17",987,"","DOLORES","ST",1,"12","2016"
"355669","2695","20",195,"","COLLINGWOOD","ST",1,"12","2016"
"355719","41","37",2300,"","MASON","ST",1,"12","2016"
"355762","3656","10",4022,"","24TH","ST",2,"12","2016"
"355791","7331","201",317,"","SUMMIT","WY",2,"12","2016"
"355792","7331","202",319,"","SUMMIT","WY",2,"12","2016"
"355793","7331","127",2,"","SUMMIT","WY",2,"12","2016"
"355794","7331","128",6,"","SUMMIT","WY",2,"12","2016"
"355795","852","8",172,"","HAIGHT","ST",2,"12","2016"
"355797","1246","7",635,"","CLAYTON","ST",1,"12","2016"
"355823","505","18",1637,"","LOMBARD","ST",1,"12","2016"
"355893","1869","11",1555,"","23RD","AV",1,"12","2016"
"355894","3729","63",763,"","TEHAMA","ST",3,"12","2016"
"355895","3729","63",767,"","TEHAMA","ST",3,"12","2016"
"355902","7013","001D",729,"","GRAFTON","AV",1,"12","2016"
"355926","1896","39",1624,"","48TH","AV",1,"12","2016"
"356070","3576","90",3420,"","18TH","ST",16,"12","2016"
"356121","3274","23",945,"","DARIEN","WY",1,"12","2016"
"356213","4275","3",1330,"","HAMPSHIRE","ST",1,"12","2016"
"356231","5359","6",1631,"","SHAFTER","AV",1,"12","2016"
"356323","1222","14",1460,"","PAGE","ST",1,"12","2016"
"356324","1222","14",1462,"","PAGE","ST",1,"12","2016"
"356446","495","7",3250,"","LAGUNA","ST",2,"12","2016"
"356466","0441B","5",3561,"","PIERCE","ST",1,"12","2016"
"356546","1538","36",4221,"","GEARY","BL",2,"12","2016"
"356590","3634","25",23,"","ALVARADO","ST",1,"12","2016"
"356600","28","14",1255,"","COLUMBUS","AV",20,"12","2016"
"356601","28","14",1275,"","COLUMBUS","AV",20,"12","2016"
"356622","6618","3",1560,"","DOLORES","ST",1,"12","2016"
"356628","1222","28",1565,"","OAK","ST",1,"12","2016"
"356632","4172","22",1201,"","TENNESSEE","ST",259,"12","2016"
"356638","1465","001B",423,"","33RD","AV",1,"12","2016"
"356656","632","002A",2730,"","SACRAMENTO","ST",1,"12","2016"
"356692","150","011A",1730,"","JONES","ST",1,"12","2016"
"356693","150","11",1728,"","JONES","ST",1,"12","2016"
"356760","3545","97",1826,"","15TH","ST",1,"12","2016"
"356793","1730","37",1230,"","21ST","AV",1,"12","2016"
"356801","1525","20",2818,"","ANZA","ST",2,"12","2016"
"356909","1824","001A",1403,"","29TH","AV",1,"12","2016"
"357004","6943","11",245,"A","BRIGHTON","AV",1,"12","2016"
"357071","1246","7",635,"","CLAYTON","ST",1,"12","2016"
"357088","827","11",744,"","OAK","ST",1,"12","2016"
"357096","1777","35",1322,"","23RD","AV",1,"12","2016"
"357102","5501","35",125,"","PRECITA","AV",1,"12","2016"
"357133","3572","18",1,"","ENTERPRISE","ST",1,"12","2016"
"357157","1407","46",6423,"","CALIFORNIA","ST",1,"12","2016"
"357158","1407","46",6425,"","CALIFORNIA","ST",1,"12","2016"
"357165","6800","7",36,"","TINGLEY","ST",1,"12","2016"
"357180","1524","2",419,"","20TH","AV",1,"12","2016"
"357253","3777","139",542,"","BRANNAN","ST",9,"12","2016"
"357254","3777","73",548,"","BRANNAN","ST",8,"12","2016"
"357255","4000","53",208,"","PENNSYLVANIA","AV",4,"12","2016"
"357263","5932","6",552,"","BOWDOIN","ST",1,"12","2016"
"357322","6942","10",1151,"","PLYMOUTH","AV",1,"12","2016"
"357348","1086","023A",30,"","BEAUMONT","AV",1,"12","2016"
"357349","3777","107",530,"","BRANNAN","ST",10,"12","2016"
"357362","7020","32",78,"A","LEE","AV",1,"12","2016"
"357407","822","61",840,"","FELL","ST",1,"12","2016"
"357408","822","62",842,"","FELL","ST",1,"12","2016"
"360085","212","38",1033,"","WASHINGTON","ST",1,"12","2017"
"360086","212","38",1035,"","WASHINGTON","ST",1,"12","2017"
"360087","212","38",1037,"","WASHINGTON","ST",1,"12","2017"
"360088","212","38",1039,"","WASHINGTON","ST",1,"12","2017"
"360104","928","1",2101,"","BAY","ST",6,"12","2017"
"360129","0436E","13",1742,"","NORTH POINT","ST",1,"12","2017"
"360136","1654","43",700,"","12TH","AV",3,"12","2017"
"360139","6710","29",19,"A","MIZPAH","ST",1,"12","2017"
"360154","1646","21",772,"","04TH","AV",1,"12","2017"
"360191","0441B","5",3561,"","PIERCE","ST",1,"12","2017"
"360192","0441B","5",3563,"","PIERCE","ST",1,"12","2017"
"360199","3560","6",2240,"","MARKET","ST",44,"12","2017"
"360241","1822","019C",1462,"","32ND","AV",1,"12","2017"
"360253","931","13",2544,"","CHESTNUT","ST",1,"12","2017"
"360268","2763","38",775,"","CORBETT","AV",2,"12","2017"
"360320","1628","28",618,"","17TH","AV",1,"12","2017"
"360322","3554","046A",129,"","JULIAN","AV",1,"12","2017"
"360420","8711","26",1150,"","03RD","ST",119,"12","2017"
"360442","1233","15",1342,"A","HAIGHT","ST",1,"12","2017"
"360474","4071","6",636,"","CAROLINA","ST",1,"12","2017"
"360676","3706","93",706,"","MISSION","ST",169,"12","2017"
"360741","1273","11",172,"","PARNASSUS","AV",1,"12","2017"
"360900","472","34",1355,"","BAY","ST",1,"12","2017"
"361072","2802","36",873,"","ALVARADO","ST",1,"12","2017"
"361157","1545","4",515,"","02ND","AV",2,"12","2017"
"361158","2700","10",4534,"","19TH","ST",1,"12","2017"
"361336","505","18",1637,"","LOMBARD","ST",1,"12","2017"
"361580","3510","27",955,"","NATOMA","ST",1,"12","2017"
"361669","0488A","39",3316,"","SCOTT","ST",1,"12","2017"
"361744","275","5",972,"","BUSH","ST",3,"12","2017"
"361847","73","3",2127,"","TAYLOR","ST",5,"12","2017"
"361848","73","3",2131,"","TAYLOR","ST",5,"12","2017"
"361898","1273","11",172,"","PARNASSUS","AV",1,"12","2017"
"361975","495","7",3250,"","LAGUNA","ST",2,"12","2017"
"362087","3732","87",457,"","TEHAMA","ST",1,"12","2017"
"362137","6594","12",136,"B","DUNCAN","ST",1,"12","2017"
"362194","806","19",708,"A","BUCHANAN","ST",1,"12","2017"
"364855","2046","040A",225,"","NORIEGA","ST",1,"12","2018"
"364856","2046","040A",227,"","NORIEGA","ST",1,"12","2018"
"364863","852","44",122,"","HAIGHT","ST",1,"12","2018"
"364864","852","44",124,"","HAIGHT","ST",1,"12","2018"
"364865","852","45",126,"","HAIGHT","ST",1,"12","2018"
"364867","1422","9",245,"","11TH","AV",2,"12","2018"
"364872","821","1",563,"","WEBSTER","ST",4,"12","2018"
"364877","183","9",1230,"","JACKSON","ST",1,"12","2018"
"364881","320","11",750,"","OFARRELL","ST",5,"12","2018"
"364882","303","013B",891,"","POST","ST",1,"12","2018"
"364887","1504","001L",528,"","41ST","AV",2,"12","2018"
"364888","3556","48",1813,"","15TH","ST",1,"12","2018"
"364889","493","14",189,"","MAGNOLIA","ST",6,"12","2018"
"364891","1519","035A",510,"A","26TH","AV",1,"12","2018"
"364893","1519","035A",510,"B","26TH","AV",1,"12","2018"
"364896","7066","34",5556,"","MISSION","ST",1,"12","2018"
"364897","2190","8",2112,"","28TH","AV",1,"12","2018"
"364898","535","5",2338,"","UNION","ST",3,"12","2018"
"364915","1158","1",1913,"","GOLDEN GATE","AV",1,"12","2018"
"364918","2032","2",1719,"","17TH","AV",1,"12","2018"
"364919","2032","2",1721,"","17TH","AV",1,"12","2018"
"364928","3636","043A",155,"","BARTLETT","ST",5,"12","2018"
"364947","3614","1",2510,"","FOLSOM","ST",4,"12","2018"
"364966","1748","11",126,"A","HUGO","ST",1,"12","2018"
"364970","1771","6",1339,"","16TH","AV",1,"12","2018"
"364975","795","27",635,"","FULTON","ST",15,"12","2018"
"364980","3597","59",110,"","LINDA","ST",2,"12","2018"
"364981","3597","59",112,"","LINDA","ST",2,"12","2018"
"364988","2541","10",10,"","SLOAT","BL",1,"12","2018"
"365000","6521","30",2857,"A","FOLSOM","ST",1,"12","2018"
"365001","6521","30",2857,"","FOLSOM","ST",1,"12","2018"
"365002","6521","30",2859,"","FOLSOM","ST",1,"12","2018"
"365005","1772","7",1318,"","18TH","AV",1,"12","2018"
"365007","2358","12",2395,"","29TH","AV",2,"12","2018"
"365018","1799","14",1383,"","44TH","AV",1,"12","2018"
"365026","2101","1",1901,"A","33RD","AV",1,"12","2018"
"365027","1054","27",2883,"A","BUSH","ST",1,"12","2018"
"365057","2081","5",1863,"A","44TH","AV",1,"12","2018"
"365060","5642","8",266,"A","COLERIDGE","ST",1,"12","2018"
"365064","2032","21",1738,"","18TH","AV",1,"12","2018"
"365072","1177","30",1847,"","MCALLISTER","ST",1,"12","2018"
"365125","1778","22",1838,"A","JUDAH","ST",1,"12","2018"
"365126","1832","23",1494,"","22ND","AV",1,"12","2018"
"365131","848","003A",323,"","FILLMORE","ST",2,"12","2018"
"365132","848","003A",325,"","FILLMORE","ST",2,"12","2018"
"365133","848","003A",327,"","FILLMORE","ST",2,"12","2018"
"365134","848","003A",329,"","FILLMORE","ST",2,"12","2018"
"365140","3755","23",1140,"","HARRISON","ST",371,"12","2018"
"365141","5723","6",530,"A","ANDERSON","ST",1,"12","2018"
"365235","533","14",2146,"","UNION","ST",4,"12","2018"
"365236","533","14",2150,"","UNION","ST",4,"12","2018"
"365340","1464","6",461,"","32ND","AV",1,"12","2018"
"365341","1464","6",463,"","32ND","AV",1,"12","2018"
"365359","638","11",2263,"","SACRAMENTO","ST",1,"12","2018"
"365399","6722","12",108,"","BOSWORTH","ST",2,"12","2018"
"365478","5843","8",600,"","ALEMANY","BL",8,"12","2018"
"365479","5843","8",610,"","ALEMANY","BL",8,"12","2018"
"365480","5843","8",830,"","ELLSWORTH","ST",8,"12","2018"
"365481","5843","8",844,"","ELLSWORTH","ST",8,"12","2018"
"365482","5843","8",900,"","ELLSWORTH","ST",8,"12","2018"
"365483","5843","8",992,"","ELLSWORTH","ST",8,"12","2018"
"365638","1015","43",3941,"","SACRAMENTO","ST",1,"12","2018"
"365665","96","30",22,"","MOORE","PL",1,"12","2018"
"365745","1504","001L",530,"","41ST","AV",1,"12","2018"
"365829","6356","61",1491,"","SUNNYDALE","AV",55,"12","2018"
"365836","1600","4",731,"","44TH","AV",1,"12","2018"
"365845","518","18",1964,"A","FILBERT","ST",1,"12","2018"
"365972","1542","39",432,"","03RD","AV",1,"12","2018"
"365990","3540","81",941,"","14TH","ST",1,"12","2018"
"366012","738","5",810,"","EDDY","ST",2,"12","2018"
"366041","5306","8",1668,"","NEWCOMB","AV",1,"12","2018"
"366192","1807","20",1478,"","47TH","AV",1,"12","2018"
"366202","825","40",900,"","OAK","ST",1,"12","2018"
"366467","4167","13",1395,"","22ND","ST",7,"12","2018"
"366498","6971A","40",727,"","DELANO","AV",1,"12","2018"
"366504","918","003D",2265,"","BEACH","ST",1,"12","2018"
"366599","5259","34",1500,"","INNES","AV",1,"12","2018"
"366742","1031","26",3169,"","CALIFORNIA","ST",1,"12","2018"
"366779","2701A","19",4621,"","19TH","ST",1,"12","2018"
"366801","3619","26",91,"","CHATTANOOGA","ST",1,"12","2018"
"369706","1423","15",261,"","10TH","AV",1,"02","2015"
"369717","4096","30",882,"","CAROLINA","ST",1,"02","2015"
"369755","3732","8",260,"","05TH","ST",182,"02","2015"
"369869","921","39",2131,"","NORTH POINT","ST",1,"02","2015"
"370142","6943","40",1172,"","PLYMOUTH","AV",1,"02","2015"
"370194","1428","66",280,"","06TH","AV",3,"02","2015"
"370253","1431","48",115,"","CORNWALL","ST",1,"02","2015"
"370342","4149","19",2938,"","23RD","ST",1,"02","2015"
