"","block","lot","street_number","street_number_suffix","street_name","street_suffix","new_units_built","month","year"
"403328","3619","26",91,"","CHATTANOOGA","ST",1,"01","2018"
"403334","5279","21",1670,"","KIRKWOOD","AV",1,"01","2018"
"403345","6921","1",797,"","VICTORIA","ST",1,"01","2018"
"403367","2697","28",245,"A","DIAMOND","ST",1,"01","2018"
"403369","848","002E",661,"","PAGE","ST",1,"01","2018"
"403370","848","002E",663,"","PAGE","ST",1,"01","2018"
"403387","1238","30",955,"","PAGE","ST",2,"01","2018"
"403413","1878","002S",1572,"","33RD","AV",1,"01","2018"
"403425","2355","001K",2349,"","26TH","AV",1,"01","2018"
"403620","670","24",1433,"","BUSH","ST",40,"01","2018"
"403712","3602","36",225,"","HARTFORD","ST",1,"01","2018"
"403832","1221","16",1320,"","PAGE","ST",1,"01","2018"
"403870","4148","27",2621,"","HARRISON","ST",2,"01","2018"
"403943","3595","41",431,"","CAPP","ST",1,"01","2018"
"403944","3595","41",433,"","CAPP","ST",1,"01","2018"
"404013","1202","3",1231,"","GROVE","ST",1,"01","2018"
"404065","1066","30",680,"","SPRUCE","ST",1,"01","2018"
"404249","0436E","13",1742,"","NORTH POINT","ST",1,"01","2018"
"404255","2646","32",93,"","SATURN","ST",1,"01","2018"
"404256","2646","32",97,"","SATURN","ST",1,"01","2018"
"404328","4219","62",1903,"","23RD","ST",1,"01","2018"
"404329","6513","54",206,"","SAN JOSE","AV",1,"01","2018"
"404330","495","7",3250,"","LAGUNA","ST",2,"01","2018"
"404449","3731","117",1011,"","HOWARD","ST",31,"01","2018"
"404693","158","3",1445,"","MASON","ST",3,"01","2018"
"404803","1730","37",1230,"","21ST","AV",1,"01","2018"
"404811","3648","33",3669,"","23RD","ST",1,"01","2018"
"405197","1159","40",1940,"","MCALLISTER","ST",1,"01","2018"
"405265","3753","76",272,"","CLARA","ST",2,"01","2018"
"405353","651","23",2135,"","CALIFORNIA","ST",1,"01","2018"
"408001","6942","54",1325,"","OCEAN","AV",1,"07","2015"
"408014","3610","51",580,"","CAPP","ST",3,"07","2015"
"408018","3511","66",1043,"","MINNA","ST",2,"07","2015"
"408019","3511","66",1049,"","MINNA","ST",2,"07","2015"
"408037","1168","25",2484,"","FULTON","ST",1,"07","2015"
"408055","6597","37",53,"","DUNCAN","ST",1,"07","2015"
"408056","6597","37",55,"","DUNCAN","ST",1,"07","2015"
"408068","5463","5",83,"","EXETER","ST",1,"07","2015"
"408075","2202","001J",2151,"","15TH","AV",1,"07","2015"
"408078","3158","33",371,"","STAPLES","AV",1,"07","2015"
"408083","6122","24",3090,"","SAN BRUNO","AV",1,"07","2015"
"408085","936","20",3215,"","SCOTT","ST",2,"07","2015"
"408088","6940","12",233,"","JULES","AV",1,"07","2015"
"408142","1604","003I",779,"","40TH","AV",1,"07","2015"
"408157","299","6",754,"","POST","ST",1,"07","2015"
"408168","793","9",428,"","GROVE","ST",1,"07","2015"
"408261","6020","033A",618,"","EXCELSIOR","AV",1,"07","2015"
"408286","3118","42",339,"","MONTEREY","BL",1,"07","2015"
"408299","7099","9",555,"","ELLINGTON","AV",2,"07","2015"
"408300","7099","9",557,"","ELLINGTON","AV",2,"07","2015"
"408301","7099","9",5680,"","MISSION","ST",2,"07","2015"
"408347","4093","15",872,"","KANSAS","ST",1,"07","2015"
"408371","3589","147",3451,"","18TH","ST",1,"07","2015"
"408392","6662","7",22,"","FAIRMOUNT","ST",1,"07","2015"
"408433","1660","41",716,"","18TH","AV",1,"07","2015"
"408452","2515","1",2898,"","SLOAT","BL",56,"07","2015"
"408494","3541","50",24,"","HENRY","ST",1,"07","2015"
"408565","5230","34",2250,"","JERROLD","AV",1,"07","2015"
"408658","1381","17",5922,"","CALIFORNIA","ST",1,"07","2015"
"408659","1381","17",5924,"","CALIFORNIA","ST",1,"07","2015"
"408812","5610","029A",10,"","LUNDYS","LN",1,"07","2015"
"408848","6075","001B",824,"","BRAZIL","AV",1,"07","2015"
"409112","1068","3",80,"V","BLAKE","ST",2,"07","2015"
"409402","1660","41",716,"","18TH","AV",1,"07","2015"
"409408","4096","30",882,"","CAROLINA","ST",1,"07","2015"
"409566","3973","002C",480,"","POTRERO","AV",75,"07","2015"
"409689","2829","10",4376,"","24TH","ST",1,"07","2015"
"409771","1168","25",2484,"","FULTON","ST",1,"07","2015"
"409772","1168","25",2486,"","FULTON","ST",1,"07","2015"
"409773","1168","25",2488,"","FULTON","ST",1,"07","2015"
"410012","1417","29",228,"","17TH","AV",2,"07","2015"
"410170","3987","9",1001,"","17TH","ST",26,"07","2015"
"412792","744","20",885,"","FRANKLIN","ST",3,"07","2016"
"412795","3590","14",3324,"","19TH","ST",4,"07","2016"
"412820","6504","17",890,"","DOUGLASS","ST",1,"07","2016"
"412821","4158","11",1076,"","RHODE ISLAND","ST",1,"07","2016"
"412826","7279","41",36,"","COUNTRY CLUB","DR",1,"07","2016"
"412827","7065","5",398,"","ELLINGTON","AV",1,"07","2016"
"412835","4224","163",1051,"","MISSISSIPPI","ST",1,"07","2016"
"412838","6402","31",921,"","ATHENS","ST",1,"07","2016"
"412839","2105","30",2534,"","PACHECO","ST",1,"07","2016"
"412840","1781","33",1354,"","27TH","AV",1,"07","2016"
"412847","6073","3",150,"","PRAGUE","ST",1,"07","2016"
"412858","1015","32",200,"","ARGUELLO","BL",1,"07","2016"
"412895","1210","16",1852,"","FELL","ST",2,"07","2016"
"412903","1726","15",1271,"A","24TH","AV",1,"07","2016"
"412906","1835","10",1451,"","18TH","AV",1,"07","2016"
"412907","1835","10",1453,"","18TH","AV",1,"07","2016"
"412928","6693","6",325,"","ARLINGTON","ST",1,"07","2016"
"412930","620","13",1670,"","CLAY","ST",2,"07","2016"
"412955","2695","20",195,"","COLLINGWOOD","ST",1,"07","2016"
"413013","3648","33",3669,"","23RD","ST",1,"07","2016"
"413127","2416","13",2528,"","16TH","AV",1,"07","2016"
"413146","1511","5",531,"","33RD","AV",1,"07","2016"
"413149","1152","18",1880,"","GOLDEN GATE","AV",2,"07","2016"
"413164","847","1",399,"","STEINER","ST",1,"07","2016"
"413290","1152","12",1840,"","GOLDEN GATE","AV",1,"07","2016"
"413291","1152","12",1842,"","GOLDEN GATE","AV",1,"07","2016"
"413292","1152","12",1844,"","GOLDEN GATE","AV",1,"07","2016"
"413295","1587","32",634,"","45TH","AV",1,"07","2016"
"413371","987","16",3591,"","JACKSON","ST",1,"07","2016"
"413632","3729","42",716,"","CLEMENTINA","ST",1,"07","2016"
"413633","3729","42",718,"","CLEMENTINA","ST",1,"07","2016"
"413673","1101","20",2177,"","O'FARRELL","ST",1,"07","2016"
"413674","1101","20",2179,"","O'FARRELL","ST",1,"07","2016"
"413675","1101","20",2181,"","OFARRELL","ST",1,"07","2016"
"413688","4100","004D",547,"","CONNECTICUT","ST",1,"07","2016"
"413689","1426","31",260,"","08TH","AV",1,"07","2016"
"413690","1426","31",262,"","08TH","AV",1,"07","2016"
"413981","1101","20",2177,"","O'FARRELL","ST",1,"07","2016"
"413982","1101","20",2179,"","O'FARRELL","ST",1,"07","2016"
"414062","3612","017A",783,"","TREAT","AV",1,"07","2016"
"414063","3612","017A",785,"","TREAT","AV",1,"07","2016"
"414183","505","18",1637,"","LOMBARD","ST",1,"07","2016"
"414186","3736","190",41,"","TEHAMA","ST",403,"07","2016"
"414189","793","9",428,"","GROVE","ST",1,"07","2016"
"414250","805","34",628,"","IVY","ST",1,"07","2016"
"414282","3738","4",280,"","BEALE","ST",479,"07","2016"
"414499","1055","3",1511,"","LYON","ST",1,"07","2016"
"414528","6577","46",3769,"","CESAR CHAVEZ","ST",1,"07","2016"
"414996","1797","6",1333,"A","42ND","AV",1,"07","2016"
"414999","1511","34",546,"","34TH","AV",2,"07","2016"
"415012","4762","6",1240,"","REVERE","AV",1,"07","2016"
"415026","3545","91",39,"A","RAMONA","AV",1,"07","2016"
"415057","5403","35",2082,"","BANCROFT","AV",1,"07","2016"
"415133","1101","20",2177,"","O'FARRELL","ST",1,"07","2016"
"415134","1101","20",2179,"","O'FARRELL","ST",1,"07","2016"
"415297","3510","27",955,"","NATOMA","ST",1,"07","2016"
"415298","7173","11",60,"","SANTA BARBARA","AV",1,"07","2016"
"417605","2359","002J",2340,"","31ST","AV",1,"07","2017"
"417608","274","19",969,"","PINE","ST",2,"07","2017"
"417610","2609","66",100,"","ALPINE","TR",1,"07","2017"
"417619","278","10",1244,"","LARKIN","ST",3,"07","2017"
"417623","1765","76",1330,"","11TH","AV",1,"07","2017"
"417624","1765","76",1332,"","11TH","AV",1,"07","2017"
"417627","1612","3",721,"A","32ND","AV",1,"07","2017"
"417636","1738","21",1126,"","IRVING","ST",1,"07","2017"
"417642","2828","016A",4466,"","24TH","ST",1,"07","2017"
"417652","3534","43",235,"A","CLINTON","PK",1,"07","2017"
"417664","588","3",2411,"","WEBSTER","ST",1,"07","2017"
"417676","5329","9",1946,"A","QUESADA","AV",1,"07","2017"
"417693","6786","25",119,"","CAYUGA","AV",1,"07","2017"
"417694","6786","25",121,"","CAYUGA","AV",1,"07","2017"
"417709","1265","19",1236,"","ARGUELLO","BL",2,"07","2017"
"417711","2503A","5",2727,"","34TH","AV",1,"07","2017"
"417754","3755","49",32,"","HERON","ST",1,"07","2017"
"417756","3050","5",471,"A","COLON","AV",1,"07","2017"
"417809","2330","005C",2237,"","19TH","AV",1,"07","2017"
"417849","3120","9",208,"","FLOOD","AV",1,"07","2017"
"417910","3995","22",595,"","MARIPOSA","ST",20,"07","2017"
"417957","1653","4",717,"","10TH","AV",1,"07","2017"
"417982","507","25",1875,"","LOMBARD","ST",2,"07","2017"
"417983","507","25",1877,"","LOMBARD","ST",2,"07","2017"
"418067","64","1",2065,"","POWELL","ST",1,"07","2017"
"418137","7020","32",78,"A","LEE","AV",1,"07","2017"
"418138","7020","32",78,"","LEE","AV",1,"07","2017"
"418197","1210","16",1852,"","FELL","ST",2,"07","2017"
"418218","507","25",1875,"A","LOMBARD","ST",2,"07","2017"
"418222","806","014A",571,"","IVY","ST",1,"07","2017"
"418348","847","20",688,"","HAIGHT","ST",1,"07","2017"
"419134","805","34",632,"","IVY","ST",1,"07","2017"
"419161","1143","15",3053,"","TURK","BL",2,"07","2017"
"419218","3636","27",1181,"","VALENCIA","ST",1,"07","2017"
"419229","1222","28",1565,"","OAK","ST",1,"07","2017"
"419230","1511","5",531,"","33RD","AV",1,"07","2017"
"419288","1542","5",431,"","02ND","AV",1,"07","2017"
"419289","1542","5",433,"","2ND","AV",1,"07","2017"
"419395","2709","65",21,"","MOUNTAIN SPRING","AV",1,"07","2017"
"419534","1521","5",437,"","23RD","AV",1,"07","2017"
"419650","2374","19",3534,"","TARAVAL","ST",3,"07","2017"
"419661","522","13",1555,"","GREENWICH","ST",1,"07","2017"
"419689","1534","27",470,"A","11TH","AV",1,"07","2017"
"419699","2700","10",4534,"","19TH","ST",1,"07","2017"
"419769","181","13",1046,"","JACKSON","ST",1,"07","2017"
"419859","5338","25",1780,"A","REVERE","AV",1,"07","2017"
"419860","5338","25",1780,"","REVERE","AV",1,"07","2017"
"419861","4059","001A",825,"","TENNESSEE","ST",69,"07","2017"
"419862","4059","001B",815,"","TENNESSEE","ST",69,"07","2017"
"422382","7277","24",59,"","COUNTRY CLUB","DR",1,"07","2018"
"422385","6553","4",1286,"","SANCHEZ","ST",1,"07","2018"
"422387","5526","5",1634,"A","ALABAMA","ST",1,"07","2018"
"422388","5526","5",1634,"","ALABAMA","ST",1,"07","2018"
"422389","7542","24",43,"","EVERSON","ST",1,"07","2018"
"422390","7542","24",45,"","EVERSON","ST",1,"07","2018"
"422401","2434","22",2238,"","VICENTE","ST",1,"07","2018"
"422403","859","13",348,"A","WALLER","ST",2,"07","2018"
"422404","859","13",348,"B","WALLER","ST",2,"07","2018"
"422406","1202","001A",651,"","SCOTT","ST",3,"07","2018"
"422420","1652","22",754,"","10TH","AV",1,"07","2018"
"422421","1652","22",756,"","10TH","AV",1,"07","2018"
