"address","...2","date","block","lot","street_number","street_number_suffix","street_name","street_suffix","new_units_built","year","month","lat","lon","neighborhoods"
"2411 WEBSTER ST , San Francisco, CA, USA",417664,"18/07/2017","588","3",2411,NA,"WEBSTER","ST",1,"07",2017,37.793144,-122.433318,"Pacific Heights"
"2417 BRYANT ST , San Francisco, CA, USA",265111,NA,"4151","23",2417,NA,"BRYANT","ST",2,NA,NA,37.7556590594384,-122.409301284463,"Mission"
"2417 BRYANT ST , San Francisco, CA, USA",295280,"26/10/2007","4151","23",2417,NA,"BRYANT","ST",2,"10",2007,37.7556590594384,-122.409301284463,"Mission"
"2417 BRYANT ST , San Francisco, CA, USA",275258,"31/05/2007","4151","23",2417,NA,"BRYANT","ST",2,"05",2007,37.7556590594384,-122.409301284463,"Mission"
"2418 BALBOA ST , San Francisco, CA, USA",12160,"11/04/2014","1568","12",2418,NA,"BALBOA","ST",1,"04",2014,37.7764104,-122.4849264,"Outer Richmond"
"2419 MENDELL ST , San Francisco, CA, USA",267794,NA,"5421","12",2419,NA,"MENDELL","ST",2,NA,NA,37.728039755102,-122.395798693878,"Bayview Hunters Point"
"242 EUCLID AV , San Francisco, CA, USA",437383,"02/06/2017","1045","12",242,NA,"EUCLID","AV",1,"06",2017,37.784704,-122.4499166,"Presidio Heights"
"2421 16TH ST , San Francisco, CA, USA",159673,"08/10/2013","3965","1",2421,NA,"16TH","ST",12,"10",2013,37.765404,-122.410837,"Mission"
"2421 16TH ST , San Francisco, CA, USA",37726,"31/12/2013","3965","1",2421,NA,"16TH","ST",12,"12",2013,37.765404,-122.410837,"Mission"
"2421 MENDELL ST , San Francisco, CA, USA",267795,NA,"5421","12",2421,NA,"MENDELL","ST",2,NA,NA,37.7280270612245,-122.395800326531,"Bayview Hunters Point"
"2423 16TH ST , San Francisco, CA, USA",37727,"31/12/2013","3965","1",2423,NA,"16TH","ST",12,"12",2013,37.765404,-122.410836,"Mission"
"2423 16TH ST , San Francisco, CA, USA",159674,"08/10/2013","3965","1",2423,NA,"16TH","ST",12,"10",2013,37.765404,-122.410836,"Mission"
"2425 16TH ST , San Francisco, CA, USA",159675,"08/10/2013","3965","1",2425,NA,"16TH","ST",12,"10",2013,37.765405,-122.410836,"Mission"
"2425 16TH ST , San Francisco, CA, USA",37728,"31/12/2013","3965","1",2425,NA,"16TH","ST",12,"12",2013,37.765405,-122.410836,"Mission"
"2429 A CHESTNUT ST , San Francisco, CA, USA",336101,"30/08/2016","935","24",2429,"A","CHESTNUT","ST",1,"08",2016,37.7998272857143,-122.443372428571,"Marina"
"2429 CHESTNUT ST , San Francisco, CA, USA",336102,"30/08/2016","935","24",2429,NA,"CHESTNUT","ST",1,"08",2016,37.7998272857143,-122.443372428571,"Marina"
"243 25TH AV , San Francisco, CA, USA",322211,"04/04/2017","1385","6",243,NA,"25TH","AV",1,"04",2017,37.78490735,-122.485336190625,"Outer Richmond"
"2433 A 23RD AV , San Francisco, CA, USA",340926,"04/08/2017","2402","002C",2433,"A","23RD","AV",1,"08",2017,37.7422050204082,-122.480036102041,"Sunset/Parkside"
"2435 SANTIAGO ST , San Francisco, CA, USA",475438,"16/05/2017","2364","47",2435,NA,"SANTIAGO","ST",1,"05",2017,37.7440622040816,-122.493381326531,"Sunset/Parkside"
"244 ASHTON AV , San Francisco, CA, USA",461078,"21/03/2018","6940","31",244,NA,"ASHTON","AV",1,"03",2018,37.722637,-122.461953,"Oceanview/Merced/Ingleside"
"244 EUCLID AV , San Francisco, CA, USA",437384,"02/06/2017","1045","12",244,NA,"EUCLID","AV",1,"06",2017,37.7846982,-122.449959,"Presidio Heights"
"2444 LOMBARD ST , San Francisco, CA, USA",517499,"12/10/2018","936","14",2444,NA,"LOMBARD","ST",42,"10",2018,37.7992752857143,-122.441777061224,"Marina"
"2446 19TH AV , San Francisco, CA, USA",350826,"09/12/2015","2407","21",2446,NA,"19TH","AV",1,"12",2015,37.742168,-122.475259,"West of Twin Peaks"
"2448 GEARY BLVD , San Francisco, CA, USA",295559,"31/10/2007","1081","55",2448,NA,"GEARY","BL",1,"10",2007,37.782982,-122.443671,"Presidio Heights"
"2448 GEARY BLVD , San Francisco, CA, USA",231345,"24/01/2007","1081","55",2448,NA,"GEARY","BL",1,"01",2007,37.782982,-122.443671,"Presidio Heights"
"245 11TH AV , San Francisco, CA, USA",364867,"20/12/2018","1422","9",245,NA,"11TH","AV",2,"12",2018,37.7837307,-122.470156219858,"Inner Richmond"
"245 14TH ST , San Francisco, CA, USA",239262,"02/07/2007","3548","58",245,NA,"14TH","ST",2,"07",2007,37.768225,-122.418836,"Mission"
"245 A BRIGHTON AV , San Francisco, CA, USA",357004,"23/12/2016","6943","11",245,"A","BRIGHTON","AV",1,"12",2016,37.7226522040816,-122.455234142857,"Oceanview/Merced/Ingleside"
"245 A DIAMOND ST , San Francisco, CA, USA",403367,"18/01/2018","2697","28",245,"A","DIAMOND","ST",1,"01",2018,37.7584320816327,-122.436865632653,"Castro/Upper Market"
"245 LEAVENWORTH ST , San Francisco, CA, USA",515722,"01/10/2018","337","3",245,NA,"LEAVENWORTH","ST",2,"10",2018,37.7833806,-122.414454767558,"Tenderloin"
"2450 GEARY BLVD , San Francisco, CA, USA",231344,"24/01/2007","1081","55",2450,NA,"GEARY","BL",1,"01",2007,37.782983,-122.443664,"Presidio Heights"
"2450 GEARY BLVD , San Francisco, CA, USA",295560,"31/10/2007","1081","55",2450,NA,"GEARY","BL",1,"10",2007,37.782983,-122.443664,"Presidio Heights"
"246 EUCLID AV , San Francisco, CA, USA",437385,"02/06/2017","1045","12",246,NA,"EUCLID","AV",1,"06",2017,37.7846924,-122.4500014,"Presidio Heights"
"246 EUCLID AV , San Francisco, CA, USA",379288,"24/02/2017","1045","12",246,NA,"EUCLID","AV",1,"02",2017,37.7846924,-122.4500014,"Presidio Heights"
"246 RITCH ST , San Francisco, CA, USA",24241,"19/08/2013","3776","92",246,NA,"RITCH","ST",19,"08",2013,37.7802527959184,-122.395725,"South of Market"
"246 RITCH ST , San Francisco, CA, USA",103101,"26/06/2013","3776","92",246,NA,"RITCH","ST",19,"06",2013,37.7802527959184,-122.395725,"South of Market"
"247 EDNA ST , San Francisco, CA, USA",515865,"10/10/2018","3157","1",247,NA,"EDNA","ST",1,"10",2018,37.728953,-122.446842,"West of Twin Peaks"
"2474 45TH AV , San Francisco, CA, USA",312492,"06/04/2015","2381","027A",2474,NA,"45TH","AV",1,"04",2015,37.74045485,-122.503209045896,"Sunset/Parkside"
"2475 HARRISON ST , San Francisco, CA, USA",199579,"21/08/2007","4084","22",2475,NA,"HARRISON","ST",1,"08",2007,37.757854,-122.412082,"Mission"
"2477 LOMBARD ST , San Francisco, CA, USA",525334,"20/09/2016","937","46",2477,NA,"LOMBARD","ST",1,"09",2016,37.798897,-122.44213,"Marina"
"2477 LOMBARD ST , San Francisco, CA, USA",323920,"28/04/2017","937","46",2477,NA,"LOMBARD","ST",1,"04",2017,37.798897,-122.44213,"Marina"
"2477 LOMBARD ST , San Francisco, CA, USA",346375,"01/08/2018","937","46",2477,NA,"LOMBARD","ST",1,"08",2018,37.798897,-122.44213,"Marina"
"248 9TH ST , San Francisco, CA, USA",501316,"06/10/2015","3518","6",248,NA,"9TH","ST",15,"10",2015,37.7743155,-122.4123057,"South of Market"
"248 OCEAN AV , San Francisco, CA, USA",8099,"16/04/2013","3211","9",248,NA,"OCEAN","AV",5,"04",2013,37.72339635,-122.442120655911,"Outer Mission"
"2483 POST ST , San Francisco, CA, USA",496622,"16/11/2018","1080","22",2483,NA,"POST","ST",1,"11",2018,37.7838629183673,-122.442601367347,"Japantown"
"2484 FULTON ST , San Francisco, CA, USA",408037,"08/07/2015","1168","25",2484,NA,"FULTON","ST",1,"07",2015,37.77450825,-122.458007900584,"Lone Mountain/USF"
"2484 FULTON ST , San Francisco, CA, USA",409771,"17/07/2015","1168","25",2484,NA,"FULTON","ST",1,"07",2015,37.77450825,-122.458007900584,"Lone Mountain/USF"
"2485 POST ST , San Francisco, CA, USA",496623,"16/11/2018","1080","22",2485,NA,"POST","ST",1,"11",2018,37.7838594285714,-122.442628571429,"Japantown"
"2486 FULTON ST , San Francisco, CA, USA",409772,"17/07/2015","1168","25",2486,NA,"FULTON","ST",1,"07",2015,37.774561,-122.458019,"Lone Mountain/USF"
"2488 FULTON ST , San Francisco, CA, USA",409773,"17/07/2015","1168","25",2488,NA,"FULTON","ST",1,"07",2015,37.7744303265306,-122.458050469388,"Lone Mountain/USF"
"249 A 14TH ST , San Francisco, CA, USA",239263,"02/07/2007","3548","58",249,"A","14TH","ST",2,"07",2007,37.768257,-122.4188825,"Mission"
"249 EDNA ST , San Francisco, CA, USA",515866,"10/10/2018","3157","1",249,NA,"EDNA","ST",1,"10",2018,37.728951,-122.446842,"West of Twin Peaks"
"249 ONONDAGA AV , San Francisco, CA, USA",292815,"02/10/2007","6951","30",249,NA,"ONONDAGA","AV",1,"10",2007,37.722793,-122.44236,"Outer Mission"
"25 BALBOA ST , San Francisco, CA, USA",215255,"06/12/2010","1643","51",25,NA,"BALBOA","ST",1,"12",2010,37.777208,-122.459126,"Inner Richmond"
"25 DOLORES ST , San Francisco, CA, USA",159261,"03/10/2013","3534","69",25,NA,"DOLORES","ST",37,"10",2013,37.768617,-122.42654,"Mission"
"25 DOLORES ST , San Francisco, CA, USA",12068,"10/04/2014","3534","69",25,NA,"DOLORES","ST",37,"04",2014,37.768617,-122.42654,"Mission"
"25 ELGIN PK , San Francisco, CA, USA",343004,"18/08/2017","3502","111",25,NA,"ELGIN","PK",1,"08",2017,37.7710018571429,-122.423155183673,"Mission"
"25 ELGIN PK , San Francisco, CA, USA",145820,"22/11/2013","3502","111",25,NA,"ELGIN","PK",1,"11",2013,37.7710018571429,-122.423155183673,"Mission"
"25 ELGIN PK , San Francisco, CA, USA",393789,"25/01/2016","3502","111",25,NA,"ELGIN","PK",3,"01",2016,37.7710018571429,-122.423155183673,"Mission"
"25 ESSEX ST , San Francisco, CA, USA",52080,"25/02/2013","3749","503",25,NA,"ESSEX","ST",120,"02",2013,37.7861903314616,-122.395261424646,"Financial District/South Beach"
"250 A TOCOLOMA AV , San Francisco, CA, USA",496652,"26/11/2018","5071","9",250,"A","TOCOLOMA","AV",1,"11",2018,37.7120140472377,-122.398088083874,"Bayview Hunters Point"
"250 SUMMIT WY , San Francisco, CA, USA",352359,"16/12/2015","7331","56",250,NA,"SUMMIT","WY",1,"12",2015,37.7149013437092,-122.477324253804,"Lakeshore"
"2500 ARELIOUS WALKER DR , San Francisco, CA, USA",470993,"18/05/2016","4884","25",2500,NA,"ARELIOUS WALKER","DR",122,"05",2016,37.719237,-122.384538,"Bayview Hunters Point"
"2500 CLEMENT ST , San Francisco, CA, USA",436788,"28/06/2017","1407","17",2500,NA,"CLEMENT","ST",1,"06",2017,37.78205,-122.486107,"Outer Richmond"
"251 ONONDAGA AV , San Francisco, CA, USA",292816,"02/10/2007","6951","30",251,NA,"ONONDAGA","AV",1,"10",2007,37.722793,-122.44236,"Outer Mission"
"251 SUMMIT WY , San Francisco, CA, USA",352360,"16/12/2015","7331","121",251,NA,"SUMMIT","WY",1,"12",2015,37.7149326807256,-122.476904513813,"Lakeshore"
"2510 FOLSOM ST , San Francisco, CA, USA",364947,"18/12/2018","3614","1",2510,NA,"FOLSOM","ST",4,"12",2018,37.7570309387755,-122.414619734694,"Mission"
"2513 OCTAVIA ST , San Francisco, CA, USA",199688,"28/08/2007","567","5",2513,NA,"OCTAVIA","ST",1,"08",2007,37.79555935,-122.42873365,"Pacific Heights"
"2514 BALBOA ST , San Francisco, CA, USA",479910,"09/05/2018","1569","15",2514,NA,"BALBOA","ST",1,"05",2018,37.776481,-122.485979,"Outer Richmond"
"2516 BALBOA ST , San Francisco, CA, USA",479911,"09/05/2018","1569","15",2516,NA,"BALBOA","ST",1,"05",2018,37.776358,-122.486005,"Outer Richmond"
"2516 PINE ST , San Francisco, CA, USA",321783,"07/04/2017","656","9",2516,NA,"PINE","ST",1,"04",2017,37.787731,-122.437624,"Pacific Heights"
"2518 14TH AV , San Francisco, CA, USA",530159,"27/09/2017","2414","002A",2518,NA,"14TH","AV",1,"09",2017,37.7410105,-122.469817250512,"West of Twin Peaks"
"2518 A 14TH AV , San Francisco, CA, USA",530157,"27/09/2017","2414","002A",2518,"A","14TH","AV",1,"09",2017,37.7410105,-122.469817250512,"West of Twin Peaks"
"2518 A 14TH AV , San Francisco, CA, USA",530158,"27/09/2017","2414","002A",2518,"A","14TH","AV",1,"09",2017,37.7410105,-122.469817250512,"West of Twin Peaks"
"252 16TH AV , San Francisco, CA, USA",496539,"20/11/2018","1418","33",252,NA,"16TH","AV",1,"11",2018,37.78333405,-122.475079284907,"Outer Richmond"
"252 9TH ST , San Francisco, CA, USA",501317,"06/10/2015","3518","7",252,NA,"9TH","ST",15,"10",2015,37.774164,-122.412567,"South of Market"
"252 A 16TH AV , San Francisco, CA, USA",496538,"20/11/2018","1418","33",252,"A","16TH","AV",1,"11",2018,37.7833435306122,-122.475195918367,"Outer Richmond"
"252 SUMMIT WY , San Francisco, CA, USA",352361,"16/12/2015","7331","57",252,NA,"SUMMIT","WY",1,"12",2015,37.7148729971885,-122.477305258495,"Lakeshore"
"2522 POST ST , San Francisco, CA, USA",527572,"29/09/2016","1074","10",2522,NA,"POST","ST",1,"09",2016,37.784072,-122.443457,"Presidio Heights"
"2522 POST ST , San Francisco, CA, USA",350998,"17/12/2015","1074","10",2522,NA,"POST","ST",1,"12",2015,37.784072,-122.443457,"Presidio Heights"
"2524 POST ST , San Francisco, CA, USA",350999,"17/12/2015","1074","10",2524,NA,"POST","ST",1,"12",2015,37.784072,-122.443457,"Presidio Heights"
"2528 16TH AV , San Francisco, CA, USA",413127,"28/07/2016","2416","13",2528,NA,"16TH","AV",1,"07",2016,37.740778,-122.471972,"West of Twin Peaks"
"2528 FOLSOM ST , San Francisco, CA, USA",193514,"09/04/2008","3614","67",2528,NA,"FOLSOM","ST",1,"04",2008,37.7567824285714,-122.414595857143,"Mission"
"2528 UNION ST , San Francisco, CA, USA",336535,"29/08/2016","945","12",2528,NA,"UNION","ST",1,"08",2016,37.7965406,-122.441690670927,"Marina"
"2528 UNION ST , San Francisco, CA, USA",322535,"05/04/2017","945","12",2528,NA,"UNION","ST",1,"04",2017,37.7965406,-122.441690670927,"Marina"
"253 11TH AV , San Francisco, CA, USA",341566,"10/08/2017","1422","011A",253,NA,"11TH","AV",1,"08",2017,37.783495,-122.47016,"Inner Richmond"
"253 11TH AV , San Francisco, CA, USA",475481,"08/05/2017","1422","011A",253,NA,"11TH","AV",1,"05",2017,37.783495,-122.47016,"Inner Richmond"
"253 PARKER AV , San Francisco, CA, USA",248911,"29/07/2011","1086","6",253,NA,"PARKER","AV",1,"07",2011,37.780822,-122.454311,"Lone Mountain/USF"
"253 PARKER AV , San Francisco, CA, USA",141781,"27/11/2012","1086","6",253,NA,"PARKER","AV",1,"11",2012,37.780822,-122.454311,"Lone Mountain/USF"
"253 PARKER AV , San Francisco, CA, USA",23717,"02/08/2013","1086","6",253,NA,"PARKER","AV",1,"08",2013,37.780822,-122.454311,"Lone Mountain/USF"
"253 SANCHEZ ST , San Francisco, CA, USA",84548,"26/07/2013","3558","29",253,NA,"SANCHEZ","ST",1,"07",2013,37.76510575,-122.430699593831,"Castro/Upper Market"
"253 SUMMIT WY , San Francisco, CA, USA",352362,"16/12/2015","7331","122",253,NA,"SUMMIT","WY",1,"12",2015,37.7149354192813,-122.476874739303,"Lakeshore"
"2530 FOLSOM ST , San Francisco, CA, USA",193515,"09/04/2008","3614","67",2530,NA,"FOLSOM","ST",1,"04",2008,37.7567548163265,-122.414593204082,"Mission"
"2530 FOLSOM ST , San Francisco, CA, USA",210474,"13/12/2007","3614","67",2530,NA,"FOLSOM","ST",1,"12",2007,37.7567548163265,-122.414593204082,"Mission"
"2530 FOLSOM ST , San Francisco, CA, USA",199532,"31/08/2007","3614","67",2530,NA,"FOLSOM","ST",1,"08",2007,37.7567548163265,-122.414593204082,"Mission"
"2532 FOLSOM ST , San Francisco, CA, USA",193513,"09/04/2008","3614","67",2532,NA,"FOLSOM","ST",1,"04",2008,37.7567272040816,-122.41459055102,"Mission"
"2532 FOLSOM ST , San Francisco, CA, USA",210475,"13/12/2007","3614","67",2532,NA,"FOLSOM","ST",1,"12",2007,37.7567272040816,-122.41459055102,"Mission"
"2534 PACHECO ST , San Francisco, CA, USA",412839,"20/07/2016","2105","30",2534,NA,"PACHECO","ST",1,"07",2016,37.7501507,-122.4875932,"Sunset/Parkside"
"2538 3RD ST , San Francisco, CA, USA",37356,"11/12/2013","4172","6",2538,NA,"3RD","ST",1,"12",2013,37.757395,-122.388616,"Potrero Hill"
"2538 3RD ST , San Francisco, CA, USA",29258,"13/08/2014","4172","6",2538,NA,"3RD","ST",1,"08",2014,37.757395,-122.388616,"Potrero Hill"
"2538 3RD ST , San Francisco, CA, USA",91681,"30/07/2014","4172","6",2538,NA,"3RD","ST",1,"07",2014,37.757395,-122.388616,"Potrero Hill"
"254 12TH AV , San Francisco, CA, USA",193144,"10/04/2008","1422","30",254,NA,"12TH","AV",1,"04",2008,37.78350875,-122.470685228806,"Inner Richmond"
"254 IVY ST , San Francisco, CA, USA",441639,"28/06/2018","809","16",254,NA,"IVY","ST",1,"06",2018,37.7775272244898,-122.422334367347,"Hayes Valley"
"2540 CHESTNUT ST , San Francisco, CA, USA",536493,"17/09/2018","931","13",2540,NA,"CHESTNUT","ST",1,"09",2018,37.799955,-122.445299,"Marina"
"2541 WASHINGTON ST , San Francisco, CA, USA",242185,"03/07/2008","611","27",2541,NA,"WASHINGTON","ST",1,"07",2008,37.791235,-122.43504,"Pacific Heights"
"2544 CHESTNUT ST , San Francisco, CA, USA",360253,"11/12/2017","931","13",2544,NA,"CHESTNUT","ST",1,"12",2017,37.799952,-122.445297,"Marina"
"2544 CHESTNUT ST , San Francisco, CA, USA",386034,"23/02/2018","931","13",2544,NA,"CHESTNUT","ST",1,"02",2018,37.799952,-122.445297,"Marina"
"255 11TH AV , San Francisco, CA, USA",341567,"10/08/2017","1422","011A",255,NA,"11TH","AV",1,"08",2017,37.783495,-122.47016,"Inner Richmond"
"255 11TH AV , San Francisco, CA, USA",475482,"08/05/2017","1422","011A",255,NA,"11TH","AV",1,"05",2017,37.783495,-122.47016,"Inner Richmond"
"255 11TH AV , San Francisco, CA, USA",385699,"21/02/2018","1422","011A",255,NA,"11TH","AV",1,"02",2018,37.783495,-122.47016,"Inner Richmond"
"255 DOLORES ST , San Francisco, CA, USA",462694,"21/03/2018","3556","54",255,NA,"DOLORES","ST",2,"03",2018,37.7654823,-122.426106831641,"Mission"
"255 DOLORES ST , San Francisco, CA, USA",475327,"30/05/2017","3556","54",255,NA,"DOLORES","ST",2,"05",2017,37.7654823,-122.426106831641,"Mission"
"255 DOLORES ST , San Francisco, CA, USA",341595,"02/08/2017","3556","54",255,NA,"DOLORES","ST",2,"08",2017,37.7654823,-122.426106831641,"Mission"
"255 FREMONT ST , San Francisco, CA, USA",342591,"15/08/2017","3738","18",255,NA,"FREMONT","ST",85,"08",2017,37.788546,-122.394141,"Financial District/South Beach"
"255 FREMONT ST , San Francisco, CA, USA",439158,"26/06/2017","3738","18",255,NA,"FREMONT","ST",85,"06",2017,37.788546,-122.394141,"Financial District/South Beach"
"255 SUMMIT WY , San Francisco, CA, USA",352363,"16/12/2015","7331","123",255,NA,"SUMMIT","WY",1,"12",2015,37.7149381578371,-122.476844964793,"Lakeshore"
"2559 VAN NESS AV , San Francisco, CA, USA",166131,"24/10/2014","527","51",2559,NA,"VAN NESS","AV",27,"10",2014,37.79911,-122.4242,"Russian Hill"
"256 SUMMIT WY , San Francisco, CA, USA",352365,"16/12/2015","7331","58",256,NA,"SUMMIT","WY",1,"12",2015,37.7148196091108,-122.477260160491,"Lakeshore"
"2564 SUTTER ST , San Francisco, CA, USA",297612,"31/10/2008","1053","12",2564,NA,"SUTTER","ST",2,"10",2008,37.7849869795918,-122.44258144898,"Pacific Heights"
"2564 SUTTER ST , San Francisco, CA, USA",263387,NA,"1053","12",2564,NA,"SUTTER","ST",2,NA,NA,37.7849869795918,-122.44258144898,"Pacific Heights"
"257 SUMMIT WY , San Francisco, CA, USA",352364,"16/12/2015","7331","124",257,NA,"SUMMIT","WY",1,"12",2015,37.7149408963928,-122.476815190282,"Lakeshore"
"2575 15TH ST , San Francisco, CA, USA",437885,"06/06/2017","2614","114",2575,NA,"15TH","ST",1,"06",2017,37.76644145,-122.439385736818,"Castro/Upper Market"
"258 A 24TH AV , San Francisco, CA, USA",384032,"08/02/2018","1383","31",258,"A","24TH","AV",1,"02",2018,37.7847194081633,-122.483893020408,"Outer Richmond"
"258 SUMMIT WY , San Francisco, CA, USA",352366,"16/12/2015","7331","59",258,NA,"SUMMIT","WY",1,"12",2015,37.7147929150719,-122.477237611489,"Lakeshore"
"2581 POST ST , San Francisco, CA, USA",341069,"02/08/2017","1081","26",2581,NA,"POST","ST",1,"08",2017,37.783452,-122.44423,"Presidio Heights"
"2583 POST ST , San Francisco, CA, USA",341070,"02/08/2017","1081","26",2583,NA,"POST","ST",1,"08",2017,37.783452,-122.44423,"Presidio Heights"
"2588 30TH AV , San Francisco, CA, USA",436853,"21/06/2017","2430","019E",2588,NA,"30TH","AV",1,"06",2017,37.7390974897959,-122.487133428571,"Sunset/Parkside"
"2589 SAN BRUNO AV , San Francisco, CA, USA",515876,"30/10/2018","5438","22",2589,NA,"SAN BRUNO","AV",1,"10",2018,37.729084,-122.4039,"Portola"
"259 A CRESCENT AV , San Francisco, CA, USA",515899,"23/10/2018","5744","30",259,"A","CRESCENT","AV",1,"10",2018,37.7350875185185,-122.419169555556,"Bernal Heights"
"259 BRIGHT ST , San Francisco, CA, USA",313192,"14/04/2015","7090","7",259,NA,"BRIGHT","ST",1,"04",2015,37.715404,-122.46379,"Oceanview/Merced/Ingleside"
"259 BRIGHTON AV , San Francisco, CA, USA",253830,"04/06/2008","6943","7",259,NA,"BRIGHTON","AV",1,"06",2008,37.722926,-122.455444,"Oceanview/Merced/Ingleside"
"259 BRIGHTON AV , San Francisco, CA, USA",213600,"07/12/2009","6943","7",259,NA,"BRIGHTON","AV",1,"12",2009,37.722926,-122.455444,"Oceanview/Merced/Ingleside"
"259 BRIGHTON AV , San Francisco, CA, USA",278604,"05/05/2009","6943","7",259,NA,"BRIGHTON","AV",1,"05",2009,37.722926,-122.455444,"Oceanview/Merced/Ingleside"
"259 BRIGHTON AV , San Francisco, CA, USA",278871,"05/05/2009","6943","7",259,NA,"BRIGHTON","AV",1,"05",2009,37.722926,-122.455444,"Oceanview/Merced/Ingleside"
"26 CHENERY ST , San Francisco, CA, USA",18495,"13/08/2012","6656","5",26,NA,"CHENERY","ST",1,"08",2012,37.74145825,-122.426005341756,"Glen Park"
"26 VALLEY ST , San Francisco, CA, USA",340952,"11/08/2017","6616","12",26,NA,"VALLEY","ST",1,"08",2017,37.744974,-122.422928,"Noe Valley"
"26 VALLEY ST , San Francisco, CA, USA",422901,"10/07/2018","6616","12",26,NA,"VALLEY","ST",1,"07",2018,37.744974,-122.422928,"Noe Valley"
"260 5TH ST , San Francisco, CA, USA",18520,"27/08/2012","3732","8",260,NA,"5TH","ST",182,"08",2012,37.7808064897959,-122.404206204082,"South of Market"
"260 5TH ST , San Francisco, CA, USA",75860,"08/01/2014","3732","8",260,NA,"5TH","ST",182,"01",2014,37.7808064897959,-122.404206204082,"South of Market"
"260 5TH ST , San Francisco, CA, USA",369755,"02/02/2015","3732","8",260,NA,"5TH","ST",182,"02",2015,37.7808064897959,-122.404206204082,"South of Market"
"260 5TH ST , San Francisco, CA, USA",135659,"30/05/2014","3732","8",260,NA,"5TH","ST",182,"05",2014,37.7808064897959,-122.404206204082,"South of Market"
"260 8TH AV , San Francisco, CA, USA",413689,"06/07/2016","1426","31",260,NA,"8TH","AV",1,"07",2016,37.78364165,-122.466384298609,"Inner Richmond"
"260 8TH AV , San Francisco, CA, USA",338729,"31/08/2016","1426","31",260,NA,"8TH","AV",1,"08",2016,37.78364165,-122.466384298609,"Inner Richmond"
"260 8TH AV , San Francisco, CA, USA",337151,"04/08/2016","1426","31",260,NA,"8TH","AV",1,"08",2016,37.78364165,-122.466384298609,"Inner Richmond"
"260 PAGE ST , San Francisco, CA, USA",467123,"20/05/2015","839","12",260,NA,"PAGE","ST",2,"05",2015,37.77397935,-122.425121235358,"Hayes Valley"
"260 SUMMIT WY , San Francisco, CA, USA",352367,"16/12/2015","7331","60",260,NA,"SUMMIT","WY",1,"12",2015,37.7147662210331,-122.477215062488,"Lakeshore"
"2600 38TH AV , San Francisco, CA, USA",424058,"13/07/2018","2459","51",2600,NA,"38TH","AV",1,"07",2018,37.7383074,-122.49556917703,"Sunset/Parkside"
"2600 38TH AV , San Francisco, CA, USA",398485,"30/01/2017","2459","51",2600,NA,"38TH","AV",1,"01",2017,37.7383074,-122.49556917703,"Sunset/Parkside"
"2600 ARELIOUS WALKER DR , San Francisco, CA, USA",313991,"23/04/2015","4884","25",2600,NA,"ARELIOUS WALKER","DR",93,"04",2015,37.718555,-122.385151,"Bayview Hunters Point"
"261 10TH AV , San Francisco, CA, USA",521042,"01/09/2015","1423","15",261,NA,"10TH","AV",1,"09",2015,37.7834987142857,-122.468862755102,"Inner Richmond"
"261 10TH AV , San Francisco, CA, USA",90356,"15/07/2014","1423","15",261,NA,"10TH","AV",1,"07",2014,37.7834987142857,-122.468862755102,"Inner Richmond"
"261 10TH AV , San Francisco, CA, USA",369706,"02/02/2015","1423","15",261,NA,"10TH","AV",1,"02",2015,37.7834987142857,-122.468862755102,"Inner Richmond"
"261 2ND AV , San Francisco, CA, USA",215323,"30/12/2010","1431","13",261,NA,"2ND","AV",1,"12",2010,37.78382035,-122.460452497497,"Inner Richmond"
"261 ARCH ST , San Francisco, CA, USA",398466,"19/01/2017","7086","6",261,NA,"ARCH","ST",1,"01",2017,37.715443,-122.467387,"Oceanview/Merced/Ingleside"
"262 8TH AV , San Francisco, CA, USA",337152,"04/08/2016","1426","31",262,NA,"8TH","AV",1,"08",2016,37.783635,-122.466452,"Inner Richmond"
"262 8TH AV , San Francisco, CA, USA",413690,"06/07/2016","1426","31",262,NA,"8TH","AV",1,"07",2016,37.783635,-122.466452,"Inner Richmond"
"262 8TH AV , San Francisco, CA, USA",338730,"31/08/2016","1426","31",262,NA,"8TH","AV",1,"08",2016,37.783635,-122.466452,"Inner Richmond"
"262 SUMMIT WY , San Francisco, CA, USA",352368,"16/12/2015","7331","61",262,NA,"SUMMIT","WY",1,"12",2015,37.7147395269942,-122.477192513486,"Lakeshore"
"2620 LAGUNA ST , San Francisco, CA, USA",341781,"17/08/2017","567","18",2620,NA,"LAGUNA","ST",1,"08",2017,37.7955659,-122.429837208893,"Pacific Heights"
"2620 LAGUNA ST , San Francisco, CA, USA",436936,"08/06/2017","567","18",2620,NA,"LAGUNA","ST",1,"06",2017,37.7955659,-122.429837208893,"Pacific Heights"
"2621 HARRISON ST , San Francisco, CA, USA",403870,"12/01/2018","4148","27",2621,NA,"HARRISON","ST",2,"01",2018,37.7553761,-122.4119468,"Mission"
"2621 HARRISON ST , San Francisco, CA, USA",321710,"13/04/2017","4148","27",2621,NA,"HARRISON","ST",2,"04",2017,37.7553761,-122.4119468,"Mission"
"2621 HARRISON ST , San Francisco, CA, USA",480943,"04/05/2018","4148","27",2621,NA,"HARRISON","ST",2,"05",2018,37.7553761,-122.4119468,"Mission"
"2621 HARRISON ST , San Francisco, CA, USA",461205,"02/03/2018","4148","27",2621,NA,"HARRISON","ST",2,"03",2018,37.7553761,-122.4119468,"Mission"
