"","buyout_amount","address","nhood","long","lat","month","year"
"3641","","521 Noe Street","Castro/Upper Market","-122.43273992588527","37.760691273591185","2","2020"
"3645","15,000.00","2655 Bush Street","Pacific Heights","-122.4409751047548","37.7860425684999","5","2022"
"3649","13,000.00","2269 Sacramento Street","Pacific Heights","-122.4301977817933","37.790299299384195","8","2018"
"3652","48,000.00","3084 Market Street","Castro/Upper Market","-122.44315769497423","37.76084611944545","8","2019"
"3655","60,000.00","1264 Page Street","Haight Ashbury","-122.441602594816","37.771679207828036","2","2019"
"3657","48,590.00","1200 Sacramento Street","Nob Hill","-122.4127803845807","37.792569666131605","1","2021"
"3658","23,944.21","530 scott Street","Hayes Valley","-122.43598467094134","37.77460487912086","1","2022"
"3659","45,000.00","2287 43rd Avenue","Sunset/Parkside","-122.50160417996975","37.7440839882025","10","2015"
"3663","25,000.00","1741 Greenwich Street","Marina","-122.42834512141023","37.79988754086098","10","2020"
"3666","100,000.00","827 Corbett Avenue","Twin Peaks","-122.44322500026668","37.753546976764554","5","2020"
"3667","12,000.00","2334 Funston Avenue","West of Twin Peaks","-122.46922030020389","37.74446113221516","12","2019"
"3669","25,000.00","505 26th Avenue","Outer Richmond","-122.48584304951382","37.779880324139874","6","2021"
"3670","18,000.00","3661 19th Street","Mission","-122.42498699131392","37.75986466925699","8","2018"
"3671","25,937.50","385 Leland Avenue","Visitacion Valley","-122.41136857373067","37.71360612600781","10","2016"
"3672","20,000.00","3475 26th Street","Mission","-122.41990436141798","37.748912464470926","3","2020"
"3674","60,000.00","1336 South Van Ness Avenue","Mission","-122.41625231328446","37.7517634107228","3","2022"
"3675","36,530.24","2414 47th Avenue","Sunset/Parkside","-122.50564693740368","37.74139311739343","9","2016"
"3677","45,000.00","2201 California Street","Pacific Heights","-122.43067093732046","37.78928849653805","1","2019"
"3678","10,476.70","435 Laidley Street","Glen Park","-122.42998241178852","37.73659740629766","9","2017"
"3680","27,000.00","73 Alpha Street","Visitacion Valley","-122.40328755751955","37.714863532639995","9","2018"
"3681","22,500.00","2056 VAllejo Street","Marina","-122.43112543318901","37.795767537337994","3","2022"
"3682","40,000.00","100 San Marcos Avenue","West of Twin Peaks","-122.46373509723757","37.74668506125253","12","2021"
"3685","7,500.00","1010 Hyde Street","Nob Hill","-122.41721764941106","37.790219861725205","10","2020"
"3688","30,200.00","743 47th Avenue","Outer Richmond","-122.50801230648062","37.7744157999631","10","2021"
"3691","36,205.00","227 Winfield Street","Bernal Heights","-122.41906811954297","37.74181357285637","7","2015"
"3692","41,021.84","3220 23rd Street","Mission","-122.4169033057382","37.75397115127049","5","2022"
"3696","20,155.00","1185 South Van Ness Avenue","Mission","-122.4164207742165","37.754267579016336","4","2020"
"3698","47,000.00","3270 21st Street","Mission","-122.42056485789782","37.75696812133995","2","2020"
"3701","78,452.96","198 Downey Street","Haight Ashbury","-122.44683486880751","37.765435021285825","7","2021"
"3703","45,000.00","1141 Church Street","Noe Valley","-122.42750368691652","37.75267910035687","10","2016"
"3705","12,000.00","4740 Balboa Street","Outer Richmond","-122.50956749022147","37.77518767170814","8","2019"
"3706","8,950.00","12 College Terrace","Bernal Heights","-122.42594009310345","37.73440716655476","2","2016"
"3708","17,857.50","1819 Golden Gate Avenue","Western Addition","-122.44059550502128","37.77844170847035","4","2018"
"3709","25,000.00","1831 Union Street","Marina","-122.42946884821647","37.79783409746437","6","2016"
"3710","65,000.00","725 Treat Avenue","Mission","-122.41353718344216","37.758531521096124","3","2022"
"3713","50,000.00","1440 15th Avenue","Inner Sunset","-122.47258380229482","37.7611118469912","11","2016"
"3715","35,000.00","2327 Taraval Street","Sunset/Parkside","-122.4910419865107","37.74235328843901","5","2022"
"3719","50,000.00","3061 24th Street","Mission","-122.41320736201023","37.752537281768966","4","2020"
"3723","75,000.00","1473 Church Street","Noe Valley","-122.42698863298993","37.74732904266374","9","2015"
"3734","51,090.00","898 22nd Street","Potrero Hill","-122.39011270004958","37.75786456185095","11","2017"
"3735","30,000.00","375 South Van Ness Avenue","Mission","-122.41766758353812","37.76724995837753","2","2016"
"3738","9,168.39","1460 Golden Gate Avenue","Western Addition","-122.43459658440274","37.77926103529591","3","2019"
"3743","10,000.00","687 Huron Avenue","Outer Mission","-122.44921228441763","37.7123196039558","6","2021"
"3745","60,000.00","1127 Hampshire Street","Mission","-122.4073819294113","37.75404680523495","7","2020"
"3747","22,400.00","1212 Ortega Street","Sunset/Parkside","-122.47653038395336","37.75240069582705","2","2021"
"3751","40,000.00","790 Kansas Street","Potrero Hill","-122.40311262376963","37.75979924471825","12","2017"
"3754","3,500.00","15 Red Rock Way","Noe Valley","-122.44157570048435","37.746508700498815","7","2015"
"3756","80,000.00","1455 South Van Ness Avenue","Mission","-122.41600347062177","37.74990621710292","2","2019"
"3759","30,000.00","831 Hampshire Street","Potrero Hill","-122.4078357167021","37.75879167593175","6","2018"
"3761","","2999 California Street","Pacific Heights","-122.44364899926344","37.78763967282429","11","2020"
"3763","18,000.00","958 Madrid Street","Excelsior","-122.4375279796294","37.71540852060113","11","2021"
"3768","18,500.00","49 Hopkins Avenue","Twin Peaks","-122.44420426525383","37.75297340434014","5","2017"
"3769","22,428.00","831 Brussels Street","Portola","-122.40337584915686","37.721904392149696","7","2019"
"3770","12,325.62","734 Bush Street","Nob Hill","-122.40941045900847","37.79011461789762","1","2020"
"3772","10,000.00","226 06th Street","South of Market","-122.40679509490461","37.77940399045977","9","2020"
"3775","52,900.00","252 10th Avenue","Inner Richmond","-122.4687475859713","37.78364066386409","6","2019"
"3777","35,000.00","647 19th Avenue","Outer Richmond","-122.47801761721942","37.77571761968289","3","2021"
"3778","20,000.00","233 Chestnut Street","North Beach","-122.40732315939677","37.80444112185831","7","2015"
"3780","23,000.00","426 Vallejo Street","North Beach","-122.40447256644177","37.799152773348005","2","2016"
"3781","25,000.00","1754 Mission Street","Mission","-122.42007172949934","37.768933272511205","4","2021"
"3786","25,000.00","118 Albion Street","Mission","-122.42286897393572","37.764531873606124","7","2021"
"3790","15,000.00","1516 Jones Street","Nob Hill","-122.41484669164281","37.795202469068315","10","2018"
"3794","55,000.00","220 16th Avenue","Outer Richmond","-122.47531851818572","37.783892674674526","4","2016"
"3799","48,400.00","3828 cesar chavez Street","Noe Valley","-122.42548314410736","37.74782092975954","9","2015"
"3801","62,654.00","1163 South van ness Avenue","Mission","-122.41645129511568","37.754586538658415","12","2018"
"3802","80,000.00","2447 Franklin Street","Marina","-122.4253856002296","37.79692256824902","4","2015"
"3804","19,153.00","216 Richland Avenue","Bernal Heights","-122.42260308975996","37.73587743333394","7","2015"
"3805","6,300.00","147 Maynard Street","Excelsior","-122.42722370227189","37.72936913072454","11","2017"
"3811","28,400.00","155 Wood Street","Lone Mountain/USF","-122.44895488097129","37.781473276164945","6","2018"
"3818","25,000.00","2355 Leavenworth Street","Russian Hill","-122.41811316816538","37.80270768166488","2","2022"
"3823","100,000.00","182 Avila Street","Marina","-122.44070317490845","37.80234961325703","12","2021"
"3828","18,300.00","6038 Geary Boulevard","Outer Richmond","-122.48411592125552","37.780223212992915","10","2021"
"3833","600.00","776 Stanyan Street","Haight Ashbury","-122.45323179415716","37.767753918318945","10","2016"
"3834","26,000.00","253 Chattanooga Street","Noe Valley","-122.42638069281921","37.75252920265451","5","2017"
"3835","23,000.00","1660 Beach Street","Marina","-122.43655244069602","37.80463672585993","1","2016"
"3837","7,200.00","1144 Pine Street","Nob Hill","-122.41446434727546","37.7904274196828","10","2016"
"3838","8,000.00","43 Noe Street","Castro/Upper Market","-122.4334799801044","37.76843675591547","5","2018"
"3839","100,000.00","3655 16th Street","Castro/Upper Market","-122.43430804580342","37.764141996009066","6","2022"
"3841","12,562.00","2554 Pine Street","Pacific Heights","-122.43784961819127","37.78745119656136","5","2018"
"3842","17,000.00","225 11th Avenue","Inner Richmond","-122.46991793457532","37.78407207691857","8","2019"
"3844","60,000.00","1000 North point Street","Russian Hill","-122.42378581897252","37.8053043555739","1","2021"
"3845","60,000.00","1670 Clay Street","Russian Hill","-122.42055169090966","37.79248094835776","10","2017"
"3846","11,000.00","124 Waverly Place","Chinatown","-122.40685404733357","37.794467975207525","4","2018"
"3848","30,000.00","973 Sanchez Street","Noe Valley","-122.42982656516395","37.753577043946876","10","2016"
"3849","3,660.00","1520 Taylor Street","Nob Hill","-122.41339650193434","37.79634465460468","4","2021"
"3850","75,000.00","1574 Church Street","Noe Valley","-122.42690392195529","37.74570173278964","9","2018"
"3853","16,812.53","2751 Clay Street","Pacific Heights","-122.43833780136399","37.79016330470443","6","2016"
"3854","0.00","340 06th Street","South of Market","-122.4049450298595","37.777926567812585","6","2021"
"3856","25,000.00","2935 Pacheco Street","Sunset/Parkside","-122.49163020435999","37.749807911803316","5","2015"
"3857","8,000.00","3320 Scott Street","Marina","-122.44120666765998","37.800443012272986","9","2016"
"3858","19,390.00","1860 Stockton Street","North Beach","-122.4096519581703","37.80286369311528","9","2016"
"3861","30,000.00","1327 05th Avenue","Inner Sunset","-122.46204032853454","37.763692029275006","10","2018"
"3862","54,000.00","258 Guerrero Street","Mission","-122.42441766456986","37.767074643942955","6","2015"
"3863","45,600.00","1390 Hampshire Street","Mission","-122.40704361854998","37.74990151079146","8","2021"
"3865","45,000.00","871 Rhode Island Street","Potrero Hill","-122.40197476304661","37.758811934963774","7","2018"
"3866","20,000.00","432 HUGO Street","Inner Sunset","-122.46250022834235","37.765176431425765","2","2018"
"3869","20,000.00","242 San Jose Avenue","Mission","-122.42157350983352","37.75135233197244","11","2015"
"3870","11,780.00","165 Pope Street","Excelsior","-122.44078750246474","37.713132223664516","5","2016"
"3872","21,400.00","792 19th Avenue","Outer Richmond","-122.47775995944684","37.77306333134717","9","2016"
"3873","52,090.66","1338 Stevenson Street","Mission","-122.42172887237402","37.77095603289943","8","2018"
"3874","115,000.00","448 31st Avenue","Outer Richmond","-122.49121339019592","37.78078499294724","3","2022"
"3876","1,500.00","2210 Jackson Street","Pacific Heights","-122.43153960398827","37.792887725001236","7","2018"
"3878","15,250.00","207 King Street","Mission Bay","-122.39182496539698","37.777885874620196","7","2020"
"3880","60,000.00","7420 Geary Boulevard","Outer Richmond","-122.49895700724183","37.779534388039345","1","2021"
"3884","28,000.00","78 Lee Avenue","Oceanview/Merced/Ingleside","-122.45407193065068","37.71960231336304","4","2017"
"3885","5,890.00","1743 35th Avenue","Sunset/Parkside","-122.49374040302027","37.754541713576806","6","2016"
"3887","6,083.76","597 Dolores Street","Mission","-122.42583603566352","37.759930019209925","9","2015"
"3892","120,000.00","350 San Carlos Street","Mission","-122.41981100012104","37.757774893924704","7","2016"
"3895","26,000.00","2111 18th Street","Potrero Hill","-122.40349125492645","37.76213768430792","4","2021"
"3900","145,000.00","1375 Dolores Street","Noe Valley","-122.42462246522648","37.747444012964785","8","2021"
"3901","35,000.00","3456 19th Street","Mission","-122.42050488393332","37.76018974736659","12","2020"
"3902","10,000.00","686 03rd Avenue","Inner Richmond","-122.46066152739468","37.77581953646631","12","2019"
"3905","30,000.00","1242 Jones Street","Nob Hill","-122.41439315245842","37.79295096384026","3","2018"
"3907","80,000.00","3542 24TH Street","Mission","-122.42217718621555","37.75204554381604","11","2015"
"3910","36,000.00","1079 Alabama Street","Mission","-122.41113557511966","37.75467362127576","8","2021"
"3911","114,053.60","524 Steiner Street","Hayes Valley","-122.43250195034649","37.774040561473065","5","2022"
"3913","25,000.00","319 Kensington Way","West of Twin Peaks","-122.46234267114028","37.74308537413282","12","2016"
"3915","40,000.00","4005 California Street","Inner Richmond","-122.4604622769805","37.785498136127444","8","2020"
"3917","7,500.00","2415 Van Ness Avenue","Marina","-122.4239778075326","37.79777966438276","5","2018"
"3919","29,500.00","590 south van ness Avenue","Mission","-122.41739935184597","37.76378122913818","6","2017"
"3920","","1289 22ND Avenue","Sunset/Parkside","-122.48040263996722","37.763687763448615","3","2017"
"3922","15,000.00","3214 Balboa Street","Outer Richmond","-122.49329175481422","37.77593185284165","12","2017"
"3925","13,800.00","2821 39th Avenue","Sunset/Parkside","-122.49662620485543","37.734427885575265","7","2021"
"3928","66,000.00","21 Alta Street","North Beach","-122.40369579971309","37.801588993659635","6","2021"
"3929","12,000.00","1801 California Street","Western Addition","-122.42409490719938","37.790124476454025","5","2016"
"3931","0.00","1579 Mcallister Street","Western Addition","-122.43796640681583","37.777824186485844","10","2019"
"3933","4,500.00","50 alta Street","North Beach","-122.40393033447576","37.801613704024895","3","2021"
"3935","170,000.00","1265 34th Avenue","Sunset/Parkside","-122.49329374330507","37.763536394587064","6","2021"
"3941","19,000.00","55 Cayuga Avenue","Outer Mission","-122.42996517571753","37.7313846711276","6","2016"
"3944","60,000.00","1290 30th Avenue","Sunset/Parkside","-122.48890504554922","37.7632782453115","2","2017"
"3945","25,000.00","31 Exeter Street","Bayview Hunters Point","-122.39854313589376","37.72246913767343","1","2018"
"3950","100,000.00","666 South van ness Avenue","Mission","-122.4172791964897","37.762525375681385","4","2019"
"3952","20,000.00","70 Onondaga Avenue","Outer Mission","-122.43926784203849","37.72190308453656","1","2022"
"3956","7,000.00","3827 Geary Boulevard","Inner Richmond","-122.46032521535969","37.78110637695389","9","2021"
"3957","5,553.00","229 Ellington Avenue","Outer Mission","-122.44464108645305","37.71381549519808","1","2016"
"3959","15,000.00","1414 38th Avenue","Sunset/Parkside","-122.49730918499394","37.76047844422743","11","2020"
"3961","50,000.00","1829 Geneva Avenue","Visitacion Valley","-122.42405413470335","37.709780007253215","3","2020"
