"","buyout_amount","address","nhood","long","lat","month","year"
"1046","150,000.00","1321 06th Avenue","Inner Sunset","-122.46311896468491","37.763748016682484","6","2021"
"1053","12,100.00","994 Le Conte Avenue","Bayview Hunters Point","-122.39642202838219","37.71826477979402","3","2018"
"1054","48,450.22","1767 hayes Street","Lone Mountain/USF","-122.44550978719587","37.77398847457646","1","2020"
"1055","","3435 Cesar Chavez Street","Bernal Heights","-122.41897791888638","37.74807107134142","12","2020"
"1056","10,000.00","581 14th Avenue","Outer Richmond","-122.47264820459765","37.77724588259988","6","2018"
"1058","147,500.00","730 Church Street","Castro/Upper Market","-122.42819883081313","37.75916080797461","6","2022"
"1066","30,000.00","1516 Clay Street","Russian Hill","-122.4180876774004","37.7927955502873","7","2019"
"1067","40,000.00","1345 Vicente Street","Sunset/Parkside","-122.48129094810653","37.73904500009576","7","2019"
"1076","30,000.00","1025 natoma Street","Mission","-122.41642216842813","37.77322702649731","2","2017"
"1078","19,881.00","774 Bay Street","Russian Hill","-122.41973603620788","37.804880316423606","8","2018"
"1079","25,600.00","140 Lower Terrace","Castro/Upper Market","-122.44248752977167","37.76329558677865","12","2015"
"1087","2,500.00","550 Leavenworth Street","Tenderloin","-122.414693080575","37.78606812200648","12","2020"
"1091","30,000.00","1242 44th Avenue","Sunset/Parkside","-122.5039703657614","37.76344845726248","3","2019"
"1094","123,500.00","108 Cortland Avenue","Bernal Heights","-122.42068923083733","37.740122128723264","5","2022"
"1099","35,000.00","169 Precita Avenue","Bernal Heights","-122.4168695513002","37.747276253476535","9","2021"
"1103","80,000.00","575 Pennsylvania Avenue","Potrero Hill","-122.39325135282519","37.75923274919017","8","2020"
"1105","88,500.00","290 Holyoke Street","Portola","-122.40915279974584","37.72770832699522","9","2020"
"1108","180,000.00","326 27th Street","Noe Valley","-122.42762744371277","37.7468898315719","5","2022"
"1109","15,000.00","83 States Street","Castro/Upper Market","-122.43741769772221","37.763310880699535","7","2015"
"1110","14,580.00","772 16th Avenue","Outer Richmond","-122.47456906437446","37.77355476111942","9","2016"
"1111","12,000.00","4110 26th Street","Noe Valley","-122.43188825178989","37.74824239251733","11","2019"
"1115","65,000.00","153 Grand View Avenue","Twin Peaks","-122.44002270542286","37.75577030057299","1","2019"
"1118","20,000.00","3435 Cesar Chavez Street","Bernal Heights","-122.41897791888638","37.74807107134142","12","2020"
"1124","95,000.00","141 Seville Street","Excelsior","-122.43657453088201","37.711426257837374","6","2022"
"1125","25,000.00","940 Hayes Street","Hayes Valley","-122.43190358444159","37.775778345137724","2","2020"
"1130","32,000.00","561 28TH Street","Noe Valley","-122.43480675724552","37.74477949695917","3","2022"
"1133","134,500.00","2505 Gough Street","Marina","-122.42696374165575","37.79639249603386","8","2015"
"1134","32,000.00","339 Elsie Street","Bernal Heights","-122.4200630529909","37.73889449403067","5","2020"
"1136","25,000.00","3428 22nd Street","Mission","-122.42390961302459","37.755160525776596","11","2019"
"1137","150,000.00","119 16th Avenue","Outer Richmond","-122.4755226101198","37.78578595672941","1","2022"
"1139","39,000.00","1238 Church Street","Noe Valley","-122.42742439010846","37.75111954568771","1","2020"
"1144","20,000.00","68 Dellbrook Avenue","Twin Peaks","-122.4540682040156","37.75013495947205","12","2021"
"1145","35,000.00","1015 Pierce Street","Western Addition","-122.43532330029355","37.7793256968576","8","2015"
"1148","48,000.00","3517 Divisadero Street","Marina","-122.44331353818976","37.80205171022172","5","2019"
"1152","18,260.00","434 05th Avenue","Inner Richmond","-122.46314131422808","37.7803789259092","11","2021"
"1160","75,000.00","774 Guerrero Street","Mission","-122.42362141738809","37.758763240606584","5","2016"
"1161","65,000.00","674 Castro Street","Castro/Upper Market","-122.43478743708576","37.75812771595302","6","2017"
"1162","60,000.00","319 Chenery Street","Glen Park","-122.42798775647887","37.7370099912771","6","2018"
"1163","50,000.00","1981 Broadway Street","Pacific Heights","-122.42962404713539","37.79492097657924","6","2020"
"1166","20,000.00","1449 Baker Street","Presidio Heights","-122.44313105334805","37.78435489416513","10","2017"
"1167","15,000.00","1585 10th Avenue","Inner Sunset","-122.46706270344829","37.758732062109715","8","2020"
"1169","15,500.00","45 Burlwood Drive","West of Twin Peaks","-122.45442805333064","37.73489342860604","6","2017"
"1173","20,000.00","852 Clayton Street","Haight Ashbury","-122.44774230139276","37.76577998994802","3","2016"
"1175","20,000.00","1718 Anza Street","Inner Richmond","-122.46657073905214","37.77901378215598","7","2019"
"1177","","555 Corbett Avenue","Castro/Upper Market","-122.4440845979295","37.75738055012039","4","2020"
"1178","19,403.03","4405 California Street","Inner Richmond","-122.46472582757038","37.78495276645114","5","2021"
"1179","19,267.00","411 Edna Street","West of Twin Peaks","-122.44661694089773","37.73005134057417","7","2020"
"1184","62,250.00","120 Ellis Street","Tenderloin","-122.4082291970915","37.785477781579594","2","2018"
"1186","24,320.00","257 Richland Avenue","Bernal Heights","-122.42147143577118","37.73587438670898","2","2017"
"1187","10,000.00","169 Louisburg Street","Oceanview/Merced/Ingleside","-122.44981901589347","37.720894893822646","12","2019"
"1190","150,000.00","1 Putnam Street","Bernal Heights","-122.4107205951478","37.73970563881129","5","2021"
"1193","15,000.00","350 Summit Street","Oceanview/Merced/Ingleside","-122.45436935017736","37.71784843285396","3","2021"
"1194","50,000.00","1697 23rd Avenue","Sunset/Parkside","-122.48094533202473","37.75604674501885","10","2020"
"1195","32,000.00","164 San Carlos Street","Mission","-122.42007789978948","37.76077448955835","2","2020"
"1196","20,000.00","1134 Sanchez Street","Noe Valley","-122.429651453437","37.75103811913212","11","2016"
"1198","29,000.00","751 Madrid Street","Excelsior","-122.43573870743725","37.7177072039867","9","2015"
"1200","24,000.00","430 15th Avenue","Outer Richmond","-122.47391321007211","37.779958631067956","6","2017"
"1201","2,300.00","135 Alpha Street","Visitacion Valley","-122.4039668663029","37.714276222076414","4","2020"
"1202","20,000.00","142 Beaver Street","Castro/Upper Market","-122.43630925197952","37.764986619409775","10","2020"
"1208","100,000.00","1457 South Van Ness Avenue","Mission","-122.41600069948619","37.749877253512956","3","2019"
"1211","24,000.00","326 sweeny Street","Portola","-122.4115776230347","37.731903218350936","3","2018"
"1214","20,354.00","2065 Larkin Street","Russian Hill","-122.42028621924632","37.79673036387393","9","2015"
"1219","85,000.00","578 Chestnut Street","North Beach","-122.41275661578663","37.80385264945405","4","2019"
"1220","15,000.00","228 Carl Street","Inner Sunset","-122.45329524118934","37.765408380337554","2","2018"
"1226","99,000.00","2127 Taylor Street","Russian Hill","-122.41459775576779","37.80197841414212","7","2016"
"1229","208,000.00","1170 Vallejo Street","Nob Hill","-122.41653033302607","37.79763860068111","2","2019"
"1233","13,080.50","2540 Post Street","Presidio Heights","-122.44370339856961","37.78384029252539","9","2019"
"1237","5,000.00","308 Crescent Avenue","Bernal Heights","-122.41849369358054","37.734948917693465","5","2018"
"1242","45,200.00","120 Cortland Avenue","Bernal Heights","-122.42054699811408","37.740064311618056","8","2016"
"1243","25,000.00","639 Lake Street","Inner Richmond","-122.46621109402327","37.78657408439114","7","2022"
"1245","15,000.00","373 Rolph Street","Excelsior","-122.43543072690491","37.71303668376852","3","2022"
"1247","50,759.79","3643 25th Street","Mission","-122.42201640457411","37.75039351940521","3","2021"
"1250","45,000.00","1417 Cole Street","Inner Sunset","-122.44912870950512","37.7614587969023","1","2019"
"1251","20,000.00","506 Pennsylvania Avenue","Potrero Hill","-122.39339654631229","37.76004311840368","11","2017"
"1252","25,000.00","161 Sickles Avenue","Outer Mission","-122.45410885247783","37.70981211720116","2","2020"
"1253","250,000.00","190 21st Avenue","Outer Richmond","-122.4807209941741","37.78430998996658","9","2017"
"1258","50,000.00","4422 23rd Street","Noe Valley","-122.44124504160096","37.75249937706272","1","2021"
"1260","11,000.00","596 Page Street","Hayes Valley","-122.43050673560144","37.77308886408747","2","2019"
"1261","50,000.00","209 Lincoln Way","Inner Sunset","-122.46021080422007","37.76613588723721","6","2018"
"1269","100,000.00","1964 Union Street","Marina","-122.43169154837334","37.7976061673318","9","2015"
"1270","10,000.00","436 Gennessee Street","West of Twin Peaks","-122.45112854435463","37.73185206762052","7","2021"
"1272","19,585.77","5811 Mission Street","Excelsior","-122.45069113841585","37.70945813642401","8","2016"
"1274","20,000.00","3990 18th Street","Castro/Upper Market","-122.43253339656476","37.76106988420048","12","2017"
"1275","10,000.00","12 College Terrace","Bernal Heights","-122.42594009310345","37.73440716655476","9","2016"
"1278","35,000.00","788 Arguello Boulevard","Lone Mountain/USF","-122.45843141760825","37.77547819092448","8","2016"
"1280","19,000.00","1472 Filbert Street","Russian Hill","-122.42370002288456","37.79957834558187","11","2018"
"1282","45,000.00","709 Central Avenue","Lone Mountain/USF","-122.44485676849666","37.776168624284864","1","2018"
"1283","77,467.36","158 Alpine Terrace","Castro/Upper Market","-122.43741823927154","37.76798817118029","6","2019"
"1285","10,000.00","66 Bishop Street","Visitacion Valley","-122.40437930973977","37.718288674729145","3","2018"
"1287","18,400.00","266 Missouri Street","Potrero Hill","-122.39661531032844","37.76302880008879","8","2021"
"1288","40,000.00","208 Monterey Boulevard","West of Twin Peaks","-122.440026002186","37.73165878673157","8","2017"
"1291","12,000.00","1950 Gough Street","Pacific Heights","-122.425872186977","37.79133208158492","9","2019"
"1294","60,000.00","92 Ottawa Avenue","Outer Mission","-122.44546826369957","37.71503657705931","10","2018"
"1296","100,000.00","472 03rd Street","South of Market","-122.39628682683212","37.78163207411895","5","2018"
"1298","20,000.00","1523 Alabama Street","Bernal Heights","-122.41049157299308","37.74797143508527","12","2020"
"1301","25,594.00","3540 Broderick Street","Marina","-122.44514175895786","37.802967335177556","11","2019"
"1304","23,000.00","207 Gough Street","Hayes Valley","-122.42267036807591","37.775146256721314","8","2015"
"1307","13,000.00","3818 San Bruno Avenue","Visitacion Valley","-122.40078920525487","37.714674732581805","8","2018"
"1321","17,750.00","1847 McAllister Street","Lone Mountain/USF","-122.44246402755567","37.77725263989656","4","2016"
"1326","8,500.00","2232 North Point Street","Marina","-122.44401582702366","37.802731494915726","7","2019"
"1332","32,400.00","1321 Ulloa Street","West of Twin Peaks","-122.47041240609138","37.74139196552628","2","2022"
"1335","10,000.00","969 Bay Street","Russian Hill","-122.42296982645533","37.80439730060775","7","2016"
"1336","20,000.00","2621 Kirkham Street","Sunset/Parkside","-122.48894563481572","37.75927758442547","9","2018"
"1337","25,000.00","479 Duboce Avenue","Castro/Upper Market","-122.4308860417697","37.76932985402874","6","2021"
"1343","8,980.64","2876 24th Street","Mission","-122.40964354335236","37.752797415109775","11","2020"
"1344","10,000.00","2731 38th Avenue","Sunset/Parkside","-122.49566485136046","37.735960342698235","11","2020"
"1346","51,000.00","346 Chenery Street","Glen Park","-122.42834351186124","37.73684852498006","5","2022"
"1349","9,000.00","1471 Francisco Street","Marina","-122.42934518746115","37.80262688578679","9","2020"
"1351","63,300.00","2212 Pine Street","Pacific Heights","-122.4323451008273","37.78814966095667","2","2018"
"1352","107,929.74","109 Pierce Street","Haight Ashbury","-122.433624289334","37.77090652929592","9","2021"
"1353","150,000.00","1330 Grove Street","Hayes Valley","-122.43856211422387","37.775886676440656","11","2017"
"1358","27,258.69","285 Grand View Avenue","Noe Valley","-122.44160390540341","37.7536143589292","12","2016"
"1359","37,600.00","4020 Noriega Street","Sunset/Parkside","-122.50677677189928","37.75293606932072","11","2021"
"1360","","126 Laguna Street","Hayes Valley","-122.42536080265383","37.77209544064416","8","2021"
"1361","80,000.00","1192 Dolores Street","Noe Valley","-122.42514044796152","37.75038575790281","9","2015"
"1362","80,000.00","618 25th Avenue","Outer Richmond","-122.48454563130386","37.77777310351613","3","2021"
"1366","52,000.00","46 Cresta Vista Drive","West of Twin Peaks","-122.45873640270855","37.73533223485319","10","2021"
"1367","16,000.00","25 Saint Charles Avenue","Oceanview/Merced/Ingleside","-122.46929855605056","37.71349355237156","11","2018"
"1369","20,000.00","520 Orizaba Avenue","Oceanview/Merced/Ingleside","-122.46262507143585","37.718635644094576","7","2019"
"1370","76,930.86","1574 Church Street","Noe Valley","-122.42690392195529","37.74570173278964","5","2018"
"1373","40,800.00","2814 Laguna Street","Marina","-122.43038989932143","37.79698930948987","8","2021"
"1374","38,000.00","267 Collingwood Street","Castro/Upper Market","-122.43583870641406","37.75818351212569","10","2021"
"1375","99,999.28","1815 15th Street","Mission","-122.42459065547922","37.76636430190219","3","2017"
"1382","25,000.00","1415 Indiana Street","Bayview Hunters Point","-122.39063906091383","37.752424043930276","6","2021"
"1385","15,000.00","886 Alabama Street","Mission","-122.41149716146751","37.75775141547356","12","2015"
"1387","30,000.00","127 Bernard Street","Nob Hill","-122.41559182601414","37.796233344916885","7","2015"
"1389","45,000.00","2058 45th Avenue","Sunset/Parkside","-122.50397605184374","37.74820006940509","12","2021"
"1390","7,195.84","3114 Geary Boulevard","Presidio Heights","-122.4523780144683","37.78193070413703","8","2019"
"1392","30,000.00","3670 Mission Street","Bernal Heights","-122.42405879999389","37.73786170087264","10","2021"
"1393","18,000.00","1938 18th Avenue","Inner Sunset","-122.47520388549006","37.75168629743863","3","2018"
"1394","15,000.00","1020 BUSH Street","Nob Hill","-122.41414876826128","37.789509749213195","7","2015"
"1398","27,000.00","15 Hermann Street","Hayes Valley","-122.42625908779245","37.770705490927625","5","2019"
"1399","500.00","831 Wisconsin Street","Potrero Hill","-122.39887855047431","37.75689251953296","6","2016"
"1400","86,405.48","239 11th Avenue","Inner Richmond","-122.46990013291854","37.78383050858666","6","2022"
"1403","167,400.00","1522 Felton Street","Excelsior","-122.41969033578918","37.726125771405194","3","2022"
"1404","20,939.00","546 Clayton Street","Haight Ashbury","-122.44865764753818","37.77029671810769","10","2019"
"1409","44,375.00","509 Vermont Street","Potrero Hill","-122.40433505905388","37.76320980099166","5","2018"
"1412","90,000.00","1645 Grove Street","Lone Mountain/USF","-122.44370437309907","37.77517829336133","10","2016"
"1413","60,000.00","1222 04th Avenue","Inner Sunset","-122.46103779953768","37.7657238041351","5","2020"
"1414","87,936.00","249 Eureka Street","Castro/Upper Market","-122.43801638930348","37.758313189248526","5","2017"
"1415","20,034.00","344 Ellis Street","Tenderloin","-122.41190720465238","37.78501123958382","11","2019"
"1417","38,200.00","528 Miramar Avenue","West of Twin Peaks","-122.45812515563507","37.726294520200156","1","2016"
"1420","30,000.00","139 Gladeview Way","Twin Peaks","-122.45051379222498","37.7518872928128","11","2016"
"1427","300,000.00","2472 Vallejo Street","Pacific Heights","-122.43793297676675","37.79490077191317","5","2022"
"1428","3,000.00","79 Glover Street","Nob Hill","-122.41654165284895","37.79710503899894","11","2016"
"1434","33,000.00","327 05th Avenue","Inner Richmond","-122.46335756819289","37.78244122898703","8","2018"
"1442","25,000.00","242 Powell Street","Financial District/South Beach","-122.40810000272762","37.78683851314446","4","2020"
"1446","45,000.00","635 Scott Street","Hayes Valley","-122.43624696372657","37.775557118596296","6","2019"
"1448","80,000.00","566 Fell Street","Hayes Valley","-122.42716368393403","37.775421499160906","9","2019"
"1451","150,200.00","875 Union Street","Russian Hill","-122.41366669213359","37.79986072276735","11","2018"
"1454","20,000.00","1545 Balboa Street","Outer Richmond","-122.4753231814386","37.77669718053868","11","2016"
"1456","15,000.00","2654 San Jose Avenue","Oceanview/Merced/Ingleside","-122.45132256659235","37.71513380888838","4","2018"
"1458","30,000.00","46 Jasper Place","North Beach","-122.40823721543455","37.80005049800082","10","2019"
"1459","15,000.00","2214 47th Avenue","Sunset/Parkside","-122.5059135721182","37.74513302727062","4","2018"
"1463","25,000.00","363 Wilde Avenue","Visitacion Valley","-122.40411351822002","37.716880440671034","11","2021"
"1465","50,000.00","1557 Francisco Street","Marina","-122.43078571360326","37.80244529633079","8","2018"
"1471","100,000.00","2816 21st Street","Mission","-122.41087931905528","37.7575504201432","7","2017"
"1476","4,000.00","455 09th Avenue","Inner Richmond","-122.46746187412434","37.77982672680006","6","2015"
"1477","10,000.00","548 Vermont Street","Potrero Hill","-122.40436341457924","37.76276136817799","1","2022"
"1480","80,000.00","1555 Mcallister Street","Western Addition","-122.43761260556248","37.77786917535434","4","2017"
"1481","16,085.18","426 Broadway Street","North Beach","-122.4043148128412","37.79819918155856","6","2021"
"1488","27,900.00","528 Stanyan Street","Lone Mountain/USF","-122.45415006789646","37.77235657741082","2","2021"
"1490","95,000.00","2643 Hyde Street","Russian Hill","-122.42034439329663","37.80537260259296","1","2017"
"1491","61,500.00","2761 Bryant Street","Mission","-122.40886562594574","37.750248262923066","8","2015"
"1492","25,000.00","2626 Vicente Street","Sunset/Parkside","-122.495072327465","37.738490070727316","3","2019"
"1493","41,000.00","2065 Powell Street","North Beach","-122.41155556931713","37.80361431679751","7","2016"
"1495","20,000.00","4544 Fulton Street","Outer Richmond","-122.48041362052594","37.772774842433705","11","2019"
"1499","28,500.00","1519 29th Avenue","Sunset/Parkside","-122.48759878705299","37.75896348152214","4","2018"
"1504","22,500.00","1074 Ingerson Avenue","Bayview Hunters Point","-122.39434029338696","37.719915458268034","8","2020"
"1506","30,000.00","1609 Golden Gate Avenue","Western Addition","-122.43710422307382","37.7788888767762","9","2020"
"1510","44,500.00","771 Pine Street","Nob Hill","-122.40852620991652","37.791125178740266","8","2015"
"1516","50,000.00","517 Sanchez Street","Castro/Upper Market","-122.43052265299377","37.76084772425762","5","2018"
"1522","99,000.00","1439 Leavenworth Street","Russian Hill","-122.41641282773989","37.79425590687142","4","2019"
"1523","20,000.00","190 Arguello Boulevard","Presidio Heights","-122.45924564514937","37.78676017559196","7","2018"
"1526","5,000.00","1461 Page Street","Haight Ashbury","-122.44485910061472","37.771207213720636","6","2020"
"1527","35,000.00","50 clayton Street","Lone Mountain/USF","-122.44959219609626","37.774934186190116","4","2019"
"1531","35,000.00","833 Hampshire Street","Potrero Hill","-122.4078329665011","37.758762558188074","6","2018"
"1532","40,000.00","825 Silliman Street","Portola","-122.41328432539385","37.729074453772974","2","2019"
"1533","25,000.00","72 Macondray Lane","Russian Hill","-122.4151907859137","37.79924755012715","6","2021"
"1535","125,000.00","2395 29th Avenue","Sunset/Parkside","-122.48646601761675","37.74274108972824","1","2019"
"1537","56,500.00","3173 Cesar Chavez Street","Bernal Heights","-122.41305453567317","37.74818990826871","3","2019"
"1538","34,800.00","1001 Pine Street","Nob Hill","-122.412386128907","37.790636790118086","5","2015"
"1541","30,000.00","501 Andover Street","Bernal Heights","-122.41659985518103","37.737161098308235","7","2017"
"1542","31,000.00","2752 Harrison Street","Mission","-122.41201670295274","37.75338890357238","11","2019"
"1544","23,500.00","559 Burnett Avenue","Twin Peaks","-122.4446715395476","37.75235558562063","9","2021"
"1545","80,000.00","707 42nd Avenue","Outer Richmond","-122.50270414456374","37.7752807013592","10","2018"
"1547","60,000.00","533 Clayton Street","Haight Ashbury","-122.4487467507313","37.77039600462431","10","2018"
"1549","36,000.00","914 Junipero Serra Boulevard","West of Twin Peaks","-122.47251227331857","37.72115352857047","2","2021"
"1550","20,400.00","271 Kensington Way","West of Twin Peaks","-122.46172344492378","37.74280900022616","5","2019"
"1552","34,220.00","1264 Page Street","Haight Ashbury","-122.441602594816","37.771679207828036","2","2019"
"1555","15,000.00","170 Noe Street","Castro/Upper Market","-122.43334579844075","37.76631645482564","6","2015"
"1557","110,000.00","262 06th Avenue","Inner Richmond","-122.4644550165935","37.783690564716395","8","2016"
"1558","100,000.00","1830 Jackson Street","Pacific Heights","-122.42525861001104","37.79368820096481","3","2021"
"1559","31,466.00","8 Jordan Avenue","Presidio Heights","-122.45692739989582","37.78576442381873","6","2016"
"1561","30,000.00","45 Iris Avenue","Presidio Heights","-122.45206645979776","37.78507936648103","7","2019"
"1564","60,000.00","2727 Clay Street","Pacific Heights","-122.43799086217251","37.79020789709215","4","2021"
"1570","45,000.00","526 Natoma Street","South of Market","-122.40832705279975","37.77972119838184","3","2019"
"1573","45,600.00","768 44th Avenue","Outer Richmond","-122.50470369317132","37.77411818186207","10","2015"
"1577","5,000.00","3258 Market Street","Castro/Upper Market","-122.4448233216524","37.75868308054193","8","2015"
"1579","46,500.00","934 Oak Street","Hayes Valley","-122.43473166104948","37.7735061127937","1","2020"
"1580","10,000.00","20 Oakwood Street","Mission","-122.42503601742769","37.761138245516484","11","2019"
"1581","40,000.00","20 Entrada Court","West of Twin Peaks","-122.46813541081465","37.724942906375446","8","2018"
"1583","20,000.00","760 De Haro Street","Potrero Hill","-122.40117298032379","37.76025096453513","10","2017"
"1584","0.00","499 Marina Boulevard","Marina","-122.44211221748292","37.80575771757239","10","2018"
"1585","60,000.00","1387 Hampshire Street","Mission","-122.40701945986363","37.750280578598954","2","2021"
"1592","8,003.73","1523 Taylor Street","Nob Hill","-122.41348346658877","37.79643387256189","4","2020"
"1595","27,900.00","1555 Shafter Avenue","Bayview Hunters Point","-122.38991008965304","37.730540284960924","5","2022"
"1596","53,000.00","140 26th Avenue","Seacliff","-122.48627156594993","37.78679117234757","7","2015"
"1597","40,000.00","538 22nd Avenue","Outer Richmond","-122.48130653267359","37.77757546328967","11","2015"
"1599","41,306.13","2833 Sacramento Street","Pacific Heights","-122.4395501594913","37.789112081784566","6","2017"
"1606","150,000.00","265 Francisco Street","North Beach","-122.40943012843064","37.80516705279828","12","2021"
"1607","28,239.41","1662 Geneva Avenue","Excelsior","-122.42822063336877","37.71172704923908","8","2017"
"1608","10,000.00","248 27th Avenue","Outer Richmond","-122.48719901246284","37.78474081096379","9","2015"
"1611","80,800.00","1735 23rd Avenue","Sunset/Parkside","-122.48088943181169","37.75524699850153","1","2019"
"1612","35,000.00","2516 Bryant Street","Mission","-122.40929963466317","37.75408386936411","1","2021"
"1618","80,000.00","1210 06th Avenue","Inner Sunset","-122.46319546218872","37.76582068300293","7","2018"
"1619","5,500.00","780 Hayes Street","Hayes Valley","-122.42920048985754","37.776123427738604","8","2016"
"1622","19,400.00","2626 19th Avenue","West of Twin Peaks","-122.47528396553201","37.738800981069154","8","2021"
"1623","9,046.79","840 Central Avenue","Lone Mountain/USF","-122.44502673877221","37.77736237742892","8","2019"
"1626","75,000.00","40 Sanchez Street","Castro/Upper Market","-122.43133648607535","37.768622007183","10","2021"
"1628","25,640.00","1811 Golden Gate Avenue","Western Addition","-122.4404789193175","37.77845666017844","10","2017"
"1634","92,500.00","574 Chestnut Street","North Beach","-122.41270304045243","37.803859248116815","6","2019"
"1636","112,286.00","228 Divisadero Street","Haight Ashbury","-122.43689595463677","37.77088555829867","7","2021"
"1640","28,500.00","1313 Palou Avenue","Bayview Hunters Point","-122.38561982989056","37.73094393373135","6","2016"
"1641","45,000.00","437 Oak Park Drive","Inner Sunset","-122.460438910831","37.7547739188548","4","2022"
"1642","98,090.00","3830 Divisadero Street","Marina","-122.44383719610086","37.80497036434567","4","2021"
"1643","15,000.00","2200 Larkin Street","Russian Hill","-122.42049865658565","37.798131632694584","10","2017"
"1644","30,932.17","88 Tiffany Avenue","Bernal Heights","-122.42111792241471","37.745397018878435","7","2021"
"1645","45,000.00","1362 Rhode Island Street","Potrero Hill","-122.40145151824389","37.75251358264767","9","2020"
"1648","19,650.00","2071 18th Avenue","Inner Sunset","-122.4751038660704","37.74926709990153","9","2015"
"1649","102,294.00","2006 Lombard Street","Marina","-122.43461390554752","37.800122747444505","1","2022"
"1651","65,000.00","88 Yukon Street","Castro/Upper Market","-122.44226949147028","37.758331571976036","11","2021"
"1652","40,000.00","670 Grand View Avenue","Noe Valley","-122.44266845432898","37.74966408885346","7","2021"
"1653","9,000.00","706 30th Avenue","Outer Richmond","-122.48978062539256","37.775870905502636","10","2018"
"1654","27,725.00","1728 Cabrillo Street","Outer Richmond","-122.47719918446077","37.774794583963285","5","2017"
"1658","13,500.00","326 La Grande Avenue","Excelsior","-122.42563346376055","37.719957899874075","12","2021"
"1660","50,000.00","1135 Kirkham Street","Inner Sunset","-122.4728040139929","37.759991672283775","9","2021"
"1662","55,000.00","2214 28th Avenue","Sunset/Parkside","-122.48555329769167","37.7460303747606","10","2020"
"1663","20,833.34","2878 16th Street","Mission","-122.41700977380616","37.765244776397104","3","2018"
"1665","25,000.00","83 Walter Street","Castro/Upper Market","-122.43231126254679","37.767876959990495","11","2015"
"1666","22,725.00","656 Vermont Street","Potrero Hill","-122.4042361612085","37.76139764740267","10","2016"
"1670","7,500.00","1185 Naples Street","Excelsior","-122.43767470893951","37.71207892361138","10","2017"
"1671","10,000.00","1080 Eddy Street","Western Addition","-122.4254769109453","37.782336202099536","11","2017"
"1675","58,000.00","1810 PAGE Street","Haight Ashbury","-122.45068340792334","37.770518695447926","8","2018"
"1679","25,000.00","654 Head Street","Oceanview/Merced/Ingleside","-122.46443050611364","37.71889435098497","2","2022"
"1681","135,000.00","505 Grand View Avenue","Noe Valley","-122.44278997489342","37.751462782795855","4","2020"
"1685","10,000.00","426 Broadway Street","North Beach","-122.4043148128412","37.79819918155856","2","2018"
"1688","8,000.00","340 Warren Drive","Inner Sunset","-122.46136857357665","37.75540386044726","6","2018"
"1689","91,337.50","449 14th Avenue","Outer Richmond","-122.4728247159949","37.779688574635315","6","2018"
"1690","95,000.00","1035 Natoma Street","Mission","-122.41652815240423","37.773133207618095","12","2019"
"1691","30,000.00","515 Rolph Street","Excelsior","-122.43324536909657","37.712056916349084","6","2017"
"1695","34,500.00","309 Oak Street","Hayes Valley","-122.4243810259048","37.77477251496955","6","2018"
"1699","115,765.00","69 Cervantes Boulevard","Marina","-122.43851115284036","37.80364492103679","9","2021"
"1701","6,000.00","401 Harrison Street","Financial District/South Beach","-122.39212262517495","37.78668771241575","9","2021"
"1704","47,484.00","1458 Hayes Street","Hayes Valley","-122.44043737943896","37.77468777327493","4","2017"
"1706","20,000.00","420 Oxford Street","Portola","-122.41881110650145","37.72466729092995","3","2019"
"1707","60,000.00","637 Powell Street","Nob Hill","-122.40892410327675","37.79060567913035","6","2021"
"1709","173,900.00","818 Green Street","Russian Hill","-122.41267523480873","37.79908022708557","3","2021"
"1710","30,000.00","1378 12th Avenue","Inner Sunset","-122.4694013297783","37.76247375638319","9","2016"
"1714","20,018.74","2643 Yorba Street","Sunset/Parkside","-122.49493546610124","37.73471055925777","8","2017"
"1715","30,247.00","2575 40th Avenue","Sunset/Parkside","-122.49801068627872","37.7388369520826","5","2019"
"1718","40,000.00","3481 Mission Street","Bernal Heights","-122.42266412674216","37.74126644234043","10","2016"
"1721","23,000.00","545 Connecticut Street","Potrero Hill","-122.39716877887442","37.7593578367072","5","2018"
"1724","25,000.00","330 Russia Avenue","Excelsior","-122.43453316199941","37.72029170969178","6","2015"
"1725","103,174.60","673 36th Avenue","Outer Richmond","-122.49634074308074","37.77630424176551","2","2020"
"1726","25,000.00","272 Downey Street","Haight Ashbury","-122.4465888904156","37.764229982499714","3","2018"
"1729","77,700.00","4781 18th Street","Castro/Upper Market","-122.44429591383864","37.75977290491911","2","2018"
"1730","49,552.50","124 Baker Street","Haight Ashbury","-122.44058125849394","37.77206239519357","1","2017"
"1732","17,500.00","549 Chestnut Street","North Beach","-122.41263008437929","37.8038135249394","5","2017"
"1733","70,000.00","433 Filbert Street","North Beach","-122.40677953478107","37.801680642226884","10","2016"
"1734","24,300.00","1779 29th Avenue","Sunset/Parkside","-122.4872611271957","37.754206181051416","11","2018"
"1736","30,000.00","2030 Green Street","Marina","-122.43258062553525","37.796537174342745","10","2016"
"1739","30,000.00","1932 Fell Street","Lone Mountain/USF","-122.4497373750967","37.77253656606627","4","2020"
"1740","22,500.00","48 Sumner Street","South of Market","-122.41056056271444","37.77629127206148","1","2016"
"1742","25,000.00","22 Darrell Place","North Beach","-122.40427995995411","37.802203216294025","11","2021"
"1749","50,000.00","908 Stanyan Street","Haight Ashbury","-122.452896159878","37.76623285229589","1","2018"
"1751","125,000.00","186 Jordan Avenue","Presidio Heights","-122.45663598386861","37.78181845522222","8","2019"
