"","nhood_month_year","buyout_amount","count","avg_buyout","month","year","nhood"
"475","2 2018 Presidio Heights",10000,1,10000,"2","2018","Presidio Heights"
"476","2 2018 Russian Hill",20872.74,1,20872.74,"2","2018","Russian Hill"
"477","2 2018 Tenderloin",62250,1,62250,"2","2018","Tenderloin"
"478","2 2018 West of Twin Peaks",5563.48,1,5563.48,"2","2018","West of Twin Peaks"
"479","2 2019 Castro/Upper Market",116000,2,58000,"2","2019","Castro/Upper Market"
"480","2 2019 Haight Ashbury",94220,2,47110,"2","2019","Haight Ashbury"
"481","2 2019 Hayes Valley",44000,2,22000,"2","2019","Hayes Valley"
"482","2 2019 Mission",352548.95,3,117516.316666667,"2","2019","Mission"
"483","2 2019 Nob Hill",208000,1,208000,"2","2019","Nob Hill"
"484","2 2019 Outer Mission",11938.32,1,11938.32,"2","2019","Outer Mission"
"485","2 2019 Outer Richmond",150000,2,75000,"2","2019","Outer Richmond"
"486","2 2019 Pacific Heights",37500,1,37500,"2","2019","Pacific Heights"
"487","2 2019 Portola",40000,1,40000,"2","2019","Portola"
"488","2 2019 Presidio Heights",102200,1,102200,"2","2019","Presidio Heights"
"489","2 2019 South of Market",20000,1,20000,"2","2019","South of Market"
"490","2 2019 Sunset/Parkside",50000,1,50000,"2","2019","Sunset/Parkside"
"491","2 2019 Twin Peaks",53000,1,53000,"2","2019","Twin Peaks"
"492","2 2020 Castro/Upper Market",NA,2,NA,"2","2020","Castro/Upper Market"
"493","2 2020 Chinatown",27500,1,27500,"2","2020","Chinatown"
"494","2 2020 Haight Ashbury",12000,1,12000,"2","2020","Haight Ashbury"
"495","2 2020 Hayes Valley",56500,2,28250,"2","2020","Hayes Valley"
"496","2 2020 Inner Richmond",65000,2,32500,"2","2020","Inner Richmond"
"497","2 2020 Marina",57500,2,28750,"2","2020","Marina"
"498","2 2020 Mission",178000,4,44500,"2","2020","Mission"
"499","2 2020 Nob Hill",15000,1,15000,"2","2020","Nob Hill"
"500","2 2020 Noe Valley",389415.9,3,129805.3,"2","2020","Noe Valley"
"501","2 2020 North Beach",78000,2,39000,"2","2020","North Beach"
"502","2 2020 Outer Mission",25000,1,25000,"2","2020","Outer Mission"
"503","2 2020 Outer Richmond",218174.6,3,72724.8666666667,"2","2020","Outer Richmond"
"504","2 2020 Presidio Heights",55000,1,55000,"2","2020","Presidio Heights"
"505","2 2020 Russian Hill",64286.75,1,64286.75,"2","2020","Russian Hill"
"506","2 2020 Sunset/Parkside",49443.64,1,49443.64,"2","2020","Sunset/Parkside"
"507","2 2020 Tenderloin",12000,1,12000,"2","2020","Tenderloin"
"508","2 2020 Visitacion Valley",40000,1,40000,"2","2020","Visitacion Valley"
"509","2 2020 West of Twin Peaks",153818.24,3,51272.7466666667,"2","2020","West of Twin Peaks"
"510","2 2021 Bernal Heights",1e+05,1,1e+05,"2","2021","Bernal Heights"
"511","2 2021 Excelsior",40000,1,40000,"2","2021","Excelsior"
"512","2 2021 Glen Park",55000,1,55000,"2","2021","Glen Park"
"513","2 2021 Haight Ashbury",21000,1,21000,"2","2021","Haight Ashbury"
"514","2 2021 Lone Mountain/USF",27900,1,27900,"2","2021","Lone Mountain/USF"
"515","2 2021 Marina",NA,1,NA,"2","2021","Marina"
"516","2 2021 Mission",60000,1,60000,"2","2021","Mission"
"517","2 2021 Noe Valley",75000,1,75000,"2","2021","Noe Valley"
"518","2 2021 Outer Richmond",NA,3,NA,"2","2021","Outer Richmond"
"519","2 2021 Pacific Heights",17000,1,17000,"2","2021","Pacific Heights"
"520","2 2021 Sunset/Parkside",214667,6,35777.8333333333,"2","2021","Sunset/Parkside"
"521","2 2021 Visitacion Valley",30000,1,30000,"2","2021","Visitacion Valley"
"522","2 2021 West of Twin Peaks",36000,1,36000,"2","2021","West of Twin Peaks"
"523","2 2022 Bernal Heights",33995,2,16997.5,"2","2022","Bernal Heights"
"524","2 2022 Castro/Upper Market",2e+05,2,1e+05,"2","2022","Castro/Upper Market"
"525","2 2022 Haight Ashbury",180700,3,60233.3333333333,"2","2022","Haight Ashbury"
"526","2 2022 Hayes Valley",70000,1,70000,"2","2022","Hayes Valley"
"527","2 2022 Inner Richmond",120000,1,120000,"2","2022","Inner Richmond"
"528","2 2022 Inner Sunset",40000,1,40000,"2","2022","Inner Sunset"
"529","2 2022 Mission",196500,3,65500,"2","2022","Mission"
"530","2 2022 Noe Valley",80000,1,80000,"2","2022","Noe Valley"
"531","2 2022 Oceanview/Merced/Ingleside",59200,3,19733.3333333333,"2","2022","Oceanview/Merced/Ingleside"
"532","2 2022 Outer Richmond",110000,1,110000,"2","2022","Outer Richmond"
"533","2 2022 Presidio Heights",78500,1,78500,"2","2022","Presidio Heights"
"534","2 2022 Russian Hill",25000,1,25000,"2","2022","Russian Hill"
"535","2 2022 South of Market",3e+05,1,3e+05,"2","2022","South of Market"
"536","2 2022 Sunset/Parkside",129050,3,43016.6666666667,"2","2022","Sunset/Parkside"
"537","2 2022 West of Twin Peaks",77400,3,25800,"2","2022","West of Twin Peaks"
"538","3 2015 Hayes Valley",6000,1,6000,"3","2015","Hayes Valley"
"539","3 2015 Noe Valley",25000,1,25000,"3","2015","Noe Valley"
"540","3 2015 Sunset/Parkside",50000,1,50000,"3","2015","Sunset/Parkside"
"541","3 2016 Bayview Hunters Point",30000,1,30000,"3","2016","Bayview Hunters Point"
"542","3 2016 Excelsior",27301,2,13650.5,"3","2016","Excelsior"
"543","3 2016 Haight Ashbury",20000,1,20000,"3","2016","Haight Ashbury"
"544","3 2016 Hayes Valley",37000,1,37000,"3","2016","Hayes Valley"
"545","3 2016 Inner Richmond",30000,1,30000,"3","2016","Inner Richmond"
"546","3 2016 Marina",5600,1,5600,"3","2016","Marina"
"547","3 2016 Nob Hill",NA,2,NA,"3","2016","Nob Hill"
"548","3 2016 Oceanview/Merced/Ingleside",550,1,550,"3","2016","Oceanview/Merced/Ingleside"
"549","3 2016 Outer Richmond",55000,2,27500,"3","2016","Outer Richmond"
"550","3 2016 Russian Hill",8000,1,8000,"3","2016","Russian Hill"
"551","3 2016 Sunset/Parkside",57500,4,14375,"3","2016","Sunset/Parkside"
"552","3 2016 Twin Peaks",1e+05,1,1e+05,"3","2016","Twin Peaks"
"553","3 2016 Visitacion Valley",79500,2,39750,"3","2016","Visitacion Valley"
"554","3 2016 West of Twin Peaks",15000,1,15000,"3","2016","West of Twin Peaks"
"555","3 2016 Western Addition",30000,1,30000,"3","2016","Western Addition"
"556","3 2017 Bayview Hunters Point",NA,1,NA,"3","2017","Bayview Hunters Point"
"557","3 2017 Castro/Upper Market",25000,1,25000,"3","2017","Castro/Upper Market"
"558","3 2017 Haight Ashbury",80000,2,40000,"3","2017","Haight Ashbury"
"559","3 2017 Inner Richmond",31556.65,1,31556.65,"3","2017","Inner Richmond"
"560","3 2017 Inner Sunset",32000,1,32000,"3","2017","Inner Sunset"
"561","3 2017 Lone Mountain/USF",75000,1,75000,"3","2017","Lone Mountain/USF"
"562","3 2017 Marina",66313.27,1,66313.27,"3","2017","Marina"
"563","3 2017 Mission",286256.09,3,95418.6966666667,"3","2017","Mission"
"564","3 2017 Nob Hill",60000,1,60000,"3","2017","Nob Hill"
"565","3 2017 Noe Valley",52832.8,1,52832.8,"3","2017","Noe Valley"
"566","3 2017 Outer Richmond",158504,3,52834.6666666667,"3","2017","Outer Richmond"
"567","3 2017 Sunset/Parkside",NA,1,NA,"3","2017","Sunset/Parkside"
"568","3 2017 Tenderloin",20000,1,20000,"3","2017","Tenderloin"
"569","3 2017 West of Twin Peaks",NA,2,NA,"3","2017","West of Twin Peaks"
"570","3 2018 Bayview Hunters Point",12100,1,12100,"3","2018","Bayview Hunters Point"
"571","3 2018 Castro/Upper Market",88000,2,44000,"3","2018","Castro/Upper Market"
"572","3 2018 Haight Ashbury",25000,1,25000,"3","2018","Haight Ashbury"
"573","3 2018 Inner Sunset",18000,1,18000,"3","2018","Inner Sunset"
"574","3 2018 Marina",80000,1,80000,"3","2018","Marina"
"575","3 2018 Mission",62500,3,20833.3333333333,"3","2018","Mission"
"576","3 2018 Nob Hill",NA,3,NA,"3","2018","Nob Hill"
"577","3 2018 Noe Valley",139349,3,46449.6666666667,"3","2018","Noe Valley"
"578","3 2018 Outer Richmond",21510,2,10755,"3","2018","Outer Richmond"
"579","3 2018 Portola",24000,1,24000,"3","2018","Portola"
"580","3 2018 Presidio Heights",18500,1,18500,"3","2018","Presidio Heights"
"581","3 2018 Sunset/Parkside",45888,1,45888,"3","2018","Sunset/Parkside"
"582","3 2018 Visitacion Valley",10000,1,10000,"3","2018","Visitacion Valley"
"583","3 2019 Bernal Heights",156068.52,4,39017.13,"3","2019","Bernal Heights"
"584","3 2019 Hayes Valley",10000,1,10000,"3","2019","Hayes Valley"
"585","3 2019 Inner Sunset",159500,4,39875,"3","2019","Inner Sunset"
"586","3 2019 Marina",30000,1,30000,"3","2019","Marina"
"587","3 2019 Mission",320000,4,80000,"3","2019","Mission"
"588","3 2019 Outer Richmond",20000,1,20000,"3","2019","Outer Richmond"
"589","3 2019 Pacific Heights",58323.18,1,58323.18,"3","2019","Pacific Heights"
"590","3 2019 Portola",27500,2,13750,"3","2019","Portola"
"591","3 2019 Presidio Heights",35000,1,35000,"3","2019","Presidio Heights"
"592","3 2019 South of Market",45000,1,45000,"3","2019","South of Market"
"593","3 2019 Sunset/Parkside",149000,4,37250,"3","2019","Sunset/Parkside"
"594","3 2019 West of Twin Peaks",50800,2,25400,"3","2019","West of Twin Peaks"
"595","3 2019 Western Addition",33168.39,2,16584.195,"3","2019","Western Addition"
"596","3 2020 Castro/Upper Market",90000,2,45000,"3","2020","Castro/Upper Market"
"597","3 2020 Hayes Valley",20000,1,20000,"3","2020","Hayes Valley"
"598","3 2020 Inner Sunset",49368.89,3,16456.2966666667,"3","2020","Inner Sunset"
"599","3 2020 Marina",150000,2,75000,"3","2020","Marina"
"600","3 2020 Mission",240943,6,40157.1666666667,"3","2020","Mission"
"601","3 2020 Nob Hill",33000,1,33000,"3","2020","Nob Hill"
"602","3 2020 Outer Mission",34050,1,34050,"3","2020","Outer Mission"
"603","3 2020 Outer Richmond",70000,1,70000,"3","2020","Outer Richmond"
"604","3 2020 Pacific Heights",130000,1,130000,"3","2020","Pacific Heights"
"605","3 2020 Potrero Hill",225000,3,75000,"3","2020","Potrero Hill"
"606","3 2020 Presidio Heights",50100,2,25050,"3","2020","Presidio Heights"
"607","3 2020 Russian Hill",56700,1,56700,"3","2020","Russian Hill"
"608","3 2020 Visitacion Valley",50000,1,50000,"3","2020","Visitacion Valley"
"609","3 2021 Castro/Upper Market",35000,1,35000,"3","2021","Castro/Upper Market"
"610","3 2021 Excelsior",73200,1,73200,"3","2021","Excelsior"
"611","3 2021 Hayes Valley",50000,1,50000,"3","2021","Hayes Valley"
"612","3 2021 Inner Richmond",24000,1,24000,"3","2021","Inner Richmond"
"613","3 2021 Lone Mountain/USF",36000,1,36000,"3","2021","Lone Mountain/USF"
"614","3 2021 Mission",320350.25,4,80087.5625,"3","2021","Mission"
"615","3 2021 Noe Valley",70000,2,35000,"3","2021","Noe Valley"
"616","3 2021 North Beach",4500,1,4500,"3","2021","North Beach"
"617","3 2021 Oceanview/Merced/Ingleside",15000,1,15000,"3","2021","Oceanview/Merced/Ingleside"
"618","3 2021 Outer Richmond",168000,4,42000,"3","2021","Outer Richmond"
"619","3 2021 Pacific Heights",1e+05,1,1e+05,"3","2021","Pacific Heights"
"620","3 2021 Russian Hill",179700,2,89850,"3","2021","Russian Hill"
"621","3 2021 Sunset/Parkside",106030,5,21206,"3","2021","Sunset/Parkside"
"622","3 2021 Visitacion Valley",70000,1,70000,"3","2021","Visitacion Valley"
"623","3 2021 Western Addition",32400,1,32400,"3","2021","Western Addition"
"624","3 2022 Bayview Hunters Point",65000,1,65000,"3","2022","Bayview Hunters Point"
"625","3 2022 Bernal Heights",24850,1,24850,"3","2022","Bernal Heights"
"626","3 2022 Castro/Upper Market",67201.71,2,33600.855,"3","2022","Castro/Upper Market"
"627","3 2022 Excelsior",190100,3,63366.6666666667,"3","2022","Excelsior"
"628","3 2022 Financial District/South Beach",NA,1,NA,"3","2022","Financial District/South Beach"
"629","3 2022 Hayes Valley",403000,3,134333.333333333,"3","2022","Hayes Valley"
"630","3 2022 Inner Richmond",44720.48,2,22360.24,"3","2022","Inner Richmond"
"631","3 2022 Inner Sunset",25000,1,25000,"3","2022","Inner Sunset"
"632","3 2022 Lone Mountain/USF",47400.12,1,47400.12,"3","2022","Lone Mountain/USF"
"633","3 2022 Marina",22500,1,22500,"3","2022","Marina"
"634","3 2022 Mission",134050,4,33512.5,"3","2022","Mission"
"635","3 2022 Noe Valley",82000,2,41000,"3","2022","Noe Valley"
"636","3 2022 Oceanview/Merced/Ingleside",8000,1,8000,"3","2022","Oceanview/Merced/Ingleside"
"637","3 2022 Outer Richmond",115000,1,115000,"3","2022","Outer Richmond"
"638","3 2022 Pacific Heights",30000,1,30000,"3","2022","Pacific Heights"
"639","3 2022 Russian Hill",55000,1,55000,"3","2022","Russian Hill"
"640","3 2022 South of Market",10000,1,10000,"3","2022","South of Market"
"641","3 2022 Sunset/Parkside",229730.38,4,57432.595,"3","2022","Sunset/Parkside"
"642","3 2022 West of Twin Peaks",75000,2,37500,"3","2022","West of Twin Peaks"
"643","4 2015 Marina",80000,1,80000,"4","2015","Marina"
"644","4 2015 Western Addition",20000,1,20000,"4","2015","Western Addition"
"645","4 2016 Castro/Upper Market",86940,1,86940,"4","2016","Castro/Upper Market"
"646","4 2016 Chinatown",28000,1,28000,"4","2016","Chinatown"
"647","4 2016 Haight Ashbury",25000,1,25000,"4","2016","Haight Ashbury"
"648","4 2016 Hayes Valley",30000,1,30000,"4","2016","Hayes Valley"
"649","4 2016 Inner Richmond",74875.5,2,37437.75,"4","2016","Inner Richmond"
"650","4 2016 Lone Mountain/USF",17750,1,17750,"4","2016","Lone Mountain/USF"
"651","4 2016 Mission",212100,6,35350,"4","2016","Mission"
"652","4 2016 Nob Hill",30000,1,30000,"4","2016","Nob Hill"
"653","4 2016 Outer Mission",26597,1,26597,"4","2016","Outer Mission"
"654","4 2016 Outer Richmond",55000,1,55000,"4","2016","Outer Richmond"
"655","4 2016 Pacific Heights",6000,1,6000,"4","2016","Pacific Heights"
"656","4 2016 Potrero Hill",61636,2,30818,"4","2016","Potrero Hill"
"657","4 2016 Presidio Heights",70000,1,70000,"4","2016","Presidio Heights"
"658","4 2016 Russian Hill",50000,1,50000,"4","2016","Russian Hill"
"659","4 2016 South of Market",27500,1,27500,"4","2016","South of Market"
"660","4 2016 Sunset/Parkside",15000,1,15000,"4","2016","Sunset/Parkside"
"661","4 2017 Castro/Upper Market",45000,2,22500,"4","2017","Castro/Upper Market"
"662","4 2017 Excelsior",9960,1,9960,"4","2017","Excelsior"
"663","4 2017 Hayes Valley",163484,4,40871,"4","2017","Hayes Valley"
"664","4 2017 Inner Sunset",71630,2,35815,"4","2017","Inner Sunset"
"665","4 2017 Lone Mountain/USF",36000,1,36000,"4","2017","Lone Mountain/USF"
"666","4 2017 Marina",115000,1,115000,"4","2017","Marina"
"667","4 2017 Mission",60001,1,60001,"4","2017","Mission"
"668","4 2017 Noe Valley",108400.35,2,54200.175,"4","2017","Noe Valley"
"669","4 2017 Oceanview/Merced/Ingleside",28000,1,28000,"4","2017","Oceanview/Merced/Ingleside"
"670","4 2017 Outer Richmond",4500,1,4500,"4","2017","Outer Richmond"
"671","4 2017 Pacific Heights",8000,1,8000,"4","2017","Pacific Heights"
"672","4 2017 Sunset/Parkside",5310,1,5310,"4","2017","Sunset/Parkside"
"673","4 2017 West of Twin Peaks",2450,1,2450,"4","2017","West of Twin Peaks"
"674","4 2017 Western Addition",130000,2,65000,"4","2017","Western Addition"
"675","4 2018 Castro/Upper Market",165000,3,55000,"4","2018","Castro/Upper Market"
"676","4 2018 Chinatown",11000,1,11000,"4","2018","Chinatown"
"677","4 2018 Haight Ashbury",101326.7,2,50663.35,"4","2018","Haight Ashbury"
"678","4 2018 Inner Richmond",60000,1,60000,"4","2018","Inner Richmond"
"679","4 2018 Inner Sunset",127122.8,3,42374.2666666667,"4","2018","Inner Sunset"
"680","4 2018 Lone Mountain/USF",250000,2,125000,"4","2018","Lone Mountain/USF"
"681","4 2018 Marina",0,1,0,"4","2018","Marina"
"682","4 2018 Mission",100762.77,3,33587.59,"4","2018","Mission"
"683","4 2018 Nob Hill",17500,1,17500,"4","2018","Nob Hill"
"684","4 2018 Oceanview/Merced/Ingleside",27000,2,13500,"4","2018","Oceanview/Merced/Ingleside"
"685","4 2018 Outer Mission",40850.79,3,13616.93,"4","2018","Outer Mission"
"686","4 2018 Outer Richmond",175720,4,43930,"4","2018","Outer Richmond"
"687","4 2018 Pacific Heights",47288.4,2,23644.2,"4","2018","Pacific Heights"
"688","4 2018 Potrero Hill",40000,1,40000,"4","2018","Potrero Hill"
"689","4 2018 Presidio Heights",49600,1,49600,"4","2018","Presidio Heights"
"690","4 2018 Russian Hill",27100,1,27100,"4","2018","Russian Hill"
"691","4 2018 Sunset/Parkside",112600,5,22520,"4","2018","Sunset/Parkside"
"692","4 2018 Twin Peaks",25000,1,25000,"4","2018","Twin Peaks"
"693","4 2018 Western Addition",17857.5,1,17857.5,"4","2018","Western Addition"
"694","4 2019 Bayview Hunters Point",20000,1,20000,"4","2019","Bayview Hunters Point"
"695","4 2019 Bernal Heights",268119.56,5,53623.912,"4","2019","Bernal Heights"
"696","4 2019 Castro/Upper Market",71533.32,1,71533.32,"4","2019","Castro/Upper Market"
"697","4 2019 Excelsior",22092,1,22092,"4","2019","Excelsior"
"698","4 2019 Haight Ashbury",130000,1,130000,"4","2019","Haight Ashbury"
"699","4 2019 Hayes Valley",58000,2,29000,"4","2019","Hayes Valley"
"700","4 2019 Inner Richmond",13200,1,13200,"4","2019","Inner Richmond"
"701","4 2019 Lone Mountain/USF",35000,1,35000,"4","2019","Lone Mountain/USF"
"702","4 2019 Marina",118500,2,59250,"4","2019","Marina"
"703","4 2019 Mission",161000,3,53666.6666666667,"4","2019","Mission"
"704","4 2019 Noe Valley",30000,1,30000,"4","2019","Noe Valley"
"705","4 2019 North Beach",246239.92,3,82079.9733333333,"4","2019","North Beach"
"706","4 2019 Outer Mission",90000,1,90000,"4","2019","Outer Mission"
"707","4 2019 Outer Richmond",150000,1,150000,"4","2019","Outer Richmond"
"708","4 2019 Pacific Heights",29067.79,2,14533.895,"4","2019","Pacific Heights"
"709","4 2019 Potrero Hill",18000,1,18000,"4","2019","Potrero Hill"
"710","4 2019 Russian Hill",198539,2,99269.5,"4","2019","Russian Hill"
"711","4 2019 Sunset/Parkside",65616.2,4,16404.05,"4","2019","Sunset/Parkside"
"712","4 2019 Tenderloin",30000,1,30000,"4","2019","Tenderloin"
"713","4 2019 West of Twin Peaks",12770,1,12770,"4","2019","West of Twin Peaks"
"714","4 2020 Bayview Hunters Point",25000,1,25000,"4","2020","Bayview Hunters Point"
"715","4 2020 Bernal Heights",55600,1,55600,"4","2020","Bernal Heights"
"716","4 2020 Castro/Upper Market",NA,3,NA,"4","2020","Castro/Upper Market"
"717","4 2020 Chinatown",60000,1,60000,"4","2020","Chinatown"
"718","4 2020 Financial District/South Beach",25000,1,25000,"4","2020","Financial District/South Beach"
"719","4 2020 Lone Mountain/USF",137200,3,45733.3333333333,"4","2020","Lone Mountain/USF"
"720","4 2020 Marina",152502.4,3,50834.1333333333,"4","2020","Marina"
"721","4 2020 Mission",165440,5,33088,"4","2020","Mission"
"722","4 2020 Nob Hill",28003.73,2,14001.865,"4","2020","Nob Hill"
"723","4 2020 Noe Valley",245000,3,81666.6666666667,"4","2020","Noe Valley"
"724","4 2020 Outer Richmond",180000,2,90000,"4","2020","Outer Richmond"
"725","4 2020 Portola",5000,1,5000,"4","2020","Portola"
"726","4 2020 Russian Hill",19800,1,19800,"4","2020","Russian Hill"
"727","4 2020 South of Market",3000,1,3000,"4","2020","South of Market"
"728","4 2020 Sunset/Parkside",75000,1,75000,"4","2020","Sunset/Parkside"
"729","4 2020 Visitacion Valley",2300,1,2300,"4","2020","Visitacion Valley"
"730","4 2020 West of Twin Peaks",25000,1,25000,"4","2020","West of Twin Peaks"
"731","4 2020 Western Addition",5000,1,5000,"4","2020","Western Addition"
"732","4 2021 Inner Richmond",20500,1,20500,"4","2021","Inner Richmond"
"733","4 2021 Inner Sunset",142900,3,47633.3333333333,"4","2021","Inner Sunset"
"734","4 2021 Lone Mountain/USF",11000,1,11000,"4","2021","Lone Mountain/USF"
"735","4 2021 Marina",178090,3,59363.3333333333,"4","2021","Marina"
"736","4 2021 Mission",65000,2,32500,"4","2021","Mission"
"737","4 2021 Nob Hill",3660,1,3660,"4","2021","Nob Hill"
"738","4 2021 Outer Richmond",62060,1,62060,"4","2021","Outer Richmond"
"739","4 2021 Pacific Heights",NA,3,NA,"4","2021","Pacific Heights"
"740","4 2021 Potrero Hill",26000,1,26000,"4","2021","Potrero Hill"
"741","4 2021 Sunset/Parkside",208020.88,4,52005.22,"4","2021","Sunset/Parkside"
"742","4 2021 Visitacion Valley",36069,1,36069,"4","2021","Visitacion Valley"
"743","4 2021 West of Twin Peaks",6300,1,6300,"4","2021","West of Twin Peaks"
"744","4 2022 Bernal Heights",425.2,1,425.2,"4","2022","Bernal Heights"
"745","4 2022 Castro/Upper Market",50000,1,50000,"4","2022","Castro/Upper Market"
"746","4 2022 Excelsior",60000,1,60000,"4","2022","Excelsior"
"747","4 2022 Inner Richmond",57500,2,28750,"4","2022","Inner Richmond"
"748","4 2022 Inner Sunset",60000,2,30000,"4","2022","Inner Sunset"
"749","4 2022 Marina",33000,2,16500,"4","2022","Marina"
"750","4 2022 Mission",101958,2,50979,"4","2022","Mission"
"751","4 2022 Oceanview/Merced/Ingleside",97000,2,48500,"4","2022","Oceanview/Merced/Ingleside"
"752","4 2022 Outer Richmond",70000,1,70000,"4","2022","Outer Richmond"
"753","4 2022 Portola",60828,2,30414,"4","2022","Portola"
"754","4 2022 Sunset/Parkside",45000,2,22500,"4","2022","Sunset/Parkside"
"755","4 2022 West of Twin Peaks",105000,1,105000,"4","2022","West of Twin Peaks"
"756","4 2022 Western Addition",16386.6,1,16386.6,"4","2022","Western Addition"
"757","5 2015 Bernal Heights",117000,3,39000,"5","2015","Bernal Heights"
"758","5 2015 Excelsior",21000,1,21000,"5","2015","Excelsior"
"759","5 2015 Marina",57500,1,57500,"5","2015","Marina"
"760","5 2015 Mission",108200,4,27050,"5","2015","Mission"
"761","5 2015 Nob Hill",34800,1,34800,"5","2015","Nob Hill"
"762","5 2015 Noe Valley",77000,2,38500,"5","2015","Noe Valley"
"763","5 2015 Oceanview/Merced/Ingleside",30000,1,30000,"5","2015","Oceanview/Merced/Ingleside"
"764","5 2015 Outer Richmond",58807,2,29403.5,"5","2015","Outer Richmond"
"765","5 2015 Pacific Heights",45000,1,45000,"5","2015","Pacific Heights"
"766","5 2015 Sunset/Parkside",49500,2,24750,"5","2015","Sunset/Parkside"
"767","5 2016 Bayview Hunters Point",24055,1,24055,"5","2016","Bayview Hunters Point"
"768","5 2016 Bernal Heights",60000,1,60000,"5","2016","Bernal Heights"
"769","5 2016 Castro/Upper Market",75000,1,75000,"5","2016","Castro/Upper Market"
"770","5 2016 Excelsior",58780,2,29390,"5","2016","Excelsior"
"771","5 2016 Haight Ashbury",35384.61,1,35384.61,"5","2016","Haight Ashbury"
"772","5 2016 Hayes Valley",189900,5,37980,"5","2016","Hayes Valley"
"773","5 2016 Inner Richmond",30000,1,30000,"5","2016","Inner Richmond"
"774","5 2016 Inner Sunset",12780,1,12780,"5","2016","Inner Sunset"
"775","5 2016 Marina",60000,1,60000,"5","2016","Marina"
"776","5 2016 Mission",317093.75,7,45299.1071428571,"5","2016","Mission"
"777","5 2016 Outer Richmond",34000,1,34000,"5","2016","Outer Richmond"
"778","5 2016 Pacific Heights",4000,1,4000,"5","2016","Pacific Heights"
"779","5 2016 South of Market",34000,1,34000,"5","2016","South of Market"
"780","5 2016 Sunset/Parkside",77557,4,19389.25,"5","2016","Sunset/Parkside"
"781","5 2016 Western Addition",37000,2,18500,"5","2016","Western Addition"
"782","5 2017 Bernal Heights",104250,1,104250,"5","2017","Bernal Heights"
"783","5 2017 Castro/Upper Market",177936,3,59312,"5","2017","Castro/Upper Market"
"784","5 2017 Excelsior",35000,1,35000,"5","2017","Excelsior"
"785","5 2017 Glen Park",27000,1,27000,"5","2017","Glen Park"
"786","5 2017 Haight Ashbury",41380,1,41380,"5","2017","Haight Ashbury"
"787","5 2017 Hayes Valley",195500,4,48875,"5","2017","Hayes Valley"
"788","5 2017 Inner Richmond",23201,2,11600.5,"5","2017","Inner Richmond"
"789","5 2017 Lone Mountain/USF",57246.57,1,57246.57,"5","2017","Lone Mountain/USF"
"790","5 2017 Marina",14500,1,14500,"5","2017","Marina"
"791","5 2017 Mission",160000,2,80000,"5","2017","Mission"
"792","5 2017 Nob Hill",2500,1,2500,"5","2017","Nob Hill"
"793","5 2017 Noe Valley",79000,2,39500,"5","2017","Noe Valley"
"794","5 2017 North Beach",95591.95,2,47795.975,"5","2017","North Beach"
"795","5 2017 Outer Richmond",81725,2,40862.5,"5","2017","Outer Richmond"
"796","5 2017 Presidio Heights",20000,1,20000,"5","2017","Presidio Heights"
"797","5 2017 Sunset/Parkside",108565.36,5,21713.072,"5","2017","Sunset/Parkside"
"798","5 2017 Twin Peaks",18500,1,18500,"5","2017","Twin Peaks"
"799","5 2017 West of Twin Peaks",17062,1,17062,"5","2017","West of Twin Peaks"
"800","5 2018 Bernal Heights",45000,2,22500,"5","2018","Bernal Heights"
"801","5 2018 Castro/Upper Market",58000,2,29000,"5","2018","Castro/Upper Market"
"802","5 2018 Chinatown",15085.48,2,7542.74,"5","2018","Chinatown"
"803","5 2018 Haight Ashbury",84103,3,28034.3333333333,"5","2018","Haight Ashbury"
"804","5 2018 Inner Richmond",0,1,0,"5","2018","Inner Richmond"
"805","5 2018 Inner Sunset",61424.78,1,61424.78,"5","2018","Inner Sunset"
"806","5 2018 Marina",80500,2,40250,"5","2018","Marina"
"807","5 2018 Mission",66352.5,1,66352.5,"5","2018","Mission"
"808","5 2018 Nob Hill",25000,1,25000,"5","2018","Nob Hill"
"809","5 2018 Noe Valley",221600.01,4,55400.0025,"5","2018","Noe Valley"
"810","5 2018 Outer Mission",6000,1,6000,"5","2018","Outer Mission"
"811","5 2018 Outer Richmond",230000,2,115000,"5","2018","Outer Richmond"
"812","5 2018 Pacific Heights",62562,2,31281,"5","2018","Pacific Heights"
"813","5 2018 Portola",90455.89,2,45227.945,"5","2018","Portola"
"814","5 2018 Potrero Hill",97375,3,32458.3333333333,"5","2018","Potrero Hill"
"815","5 2018 Russian Hill",166000,3,55333.3333333333,"5","2018","Russian Hill"
"816","5 2018 South of Market",1e+05,1,1e+05,"5","2018","South of Market"
"817","5 2018 Visitacion Valley",25000,1,25000,"5","2018","Visitacion Valley"
"818","5 2018 West of Twin Peaks",NA,2,NA,"5","2018","West of Twin Peaks"
"819","5 2018 Western Addition",6627,1,6627,"5","2018","Western Addition"
"820","5 2019 Excelsior",56398,2,28199,"5","2019","Excelsior"
"821","5 2019 Glen Park",12200,1,12200,"5","2019","Glen Park"
"822","5 2019 Haight Ashbury",156500,3,52166.6666666667,"5","2019","Haight Ashbury"
"823","5 2019 Hayes Valley",237000,3,79000,"5","2019","Hayes Valley"
"824","5 2019 Inner Richmond",5000,1,5000,"5","2019","Inner Richmond"
"825","5 2019 Lone Mountain/USF",20000,1,20000,"5","2019","Lone Mountain/USF"
"826","5 2019 Marina",104000,2,52000,"5","2019","Marina"
"827","5 2019 Mission",265000,3,88333.3333333333,"5","2019","Mission"
