"...1","X","buyout_amount","address","nhood","long","lat","month","year","centroid_lat","centroid_long"
471,1190,150000,"1 Putnam Street","Bernal Heights",-122.410720595148,37.7397056388113,5,2021,37.741391,-122.414033
472,1193,15000,"350 Summit Street","Oceanview/Merced/Ingleside",-122.454369350177,37.717848432854,3,2021,37.718959,-122.462039
473,1194,50000,"1697 23rd Avenue","Sunset/Parkside",-122.480945332025,37.7560467450188,10,2020,37.749026,-122.493742
474,1195,32000,"164 San Carlos Street","Mission",-122.420077899789,37.7607744895584,2,2020,37.758338,-122.414678
475,1196,20000,"1134 Sanchez Street","Glen Park/Noe Valley",-122.429651453437,37.7510381191321,11,2016,37.747095,-122.431421
476,1198,29000,"751 Madrid Street","Excelsior/Outer Mission",-122.435738707437,37.7177072039867,9,2015,37.7223,-122.431224
477,1200,24000,"430 15th Avenue","Outer Richmond",-122.473913210072,37.779958631068,6,2017,37.776683,-122.489908
478,1201,2300,"135 Alpha Street","Visitacion Valley",-122.403966866303,37.7142762220764,4,2020,37.713141,-122.408825
479,1202,20000,"142 Beaver Street","Castro/Upper Market",-122.43630925198,37.7649866194098,10,2020,37.758812,-122.435644
480,1208,1e+05,"1457 South Van Ness Avenue","Mission",-122.416000699486,37.749877253513,3,2019,37.758338,-122.414678
481,1211,24000,"326 sweeny Street","Portola",-122.411577623035,37.7319032183509,3,2018,37.72647,-122.407642
482,1214,20354,"2065 Larkin Street","Russian Hill",-122.420286219246,37.7967303638739,9,2015,37.800432,-122.417609
483,1219,85000,"578 Chestnut Street","North Beach",-122.412756615787,37.8038526494541,4,2019,37.799254,-122.407458
484,1220,15000,"228 Carl Street","Inner Sunset",-122.453295241189,37.7654083803376,2,2018,37.762068,-122.467189
485,1226,99000,"2127 Taylor Street","Russian Hill",-122.414597755768,37.8019784141421,7,2016,37.800432,-122.417609
486,1229,208000,"1170 Vallejo Street","Nob Hill",-122.416530333026,37.7976386006811,2,2019,37.793044,-122.414461
487,1233,13080.5,"2540 Post Street","Presidio Heights",-122.44370339857,37.7838402925254,9,2019,37.788849,-122.452228
488,1237,5000,"308 Crescent Avenue","Bernal Heights",-122.418493693581,37.7349489176935,5,2018,37.741391,-122.414033
489,1242,45200,"120 Cortland Avenue","Bernal Heights",-122.420546998114,37.7400643116181,8,2016,37.741391,-122.414033
490,1243,25000,"639 Lake Street","Inner Richmond",-122.466211094023,37.7865740843911,7,2022,37.778849,-122.468955
491,1245,15000,"373 Rolph Street","Excelsior/Outer Mission",-122.435430726905,37.7130366837685,3,2022,37.7223,-122.431224
492,1247,50759.79,"3643 25th Street","Mission",-122.422016404574,37.7503935194052,3,2021,37.758338,-122.414678
493,1250,45000,"1417 Cole Street","Inner Sunset",-122.449128709505,37.7614587969023,1,2019,37.762068,-122.467189
494,1251,20000,"506 Pennsylvania Avenue","Potrero Hill",-122.393396546312,37.7600431184037,11,2017,37.759056,-122.398618
495,1252,25000,"161 Sickles Avenue","Excelsior/Outer Mission",-122.454108852478,37.7098121172012,2,2020,37.709585,-122.455082
496,1253,250000,"190 21st Avenue","Outer Richmond",-122.480720994174,37.7843099899666,9,2017,37.776683,-122.489908
497,1258,50000,"4422 23rd Street","Glen Park/Noe Valley",-122.441245041601,37.7524993770627,1,2021,37.747095,-122.431421
498,1260,11000,"596 Page Street","Haight Ashbury/Hayes Valley",-122.430506735601,37.7730888640875,2,2019,37.776425,-122.426235
499,1261,50000,"209 Lincoln Way","Inner Sunset",-122.46021080422,37.7661358872372,6,2018,37.762068,-122.467189
500,1269,1e+05,"1964 Union Street","Marina",-122.431691548373,37.7976061673318,9,2015,37.802877,-122.436969
501,1270,10000,"436 Gennessee Street","West of Twin Peaks",-122.451128544355,37.7318520676205,7,2021,37.737955,-122.460363
502,1272,19585.77,"5811 Mission Street","Excelsior/Outer Mission",-122.450691138416,37.709458136424,8,2016,37.7223,-122.431224
503,1274,20000,"3990 18th Street","Castro/Upper Market",-122.432533396565,37.7610698842005,12,2017,37.758812,-122.435644
504,1275,10000,"12 College Terrace","Bernal Heights",-122.425940093103,37.7344071665548,9,2016,37.741391,-122.414033
505,1278,35000,"788 Arguello Boulevard","Lone Mountain/USF",-122.458431417608,37.7754781909245,8,2016,37.777975,-122.452816
506,1280,19000,"1472 Filbert Street","Russian Hill",-122.423700022885,37.7995783455819,11,2018,37.800432,-122.417609
507,1282,45000,"709 Central Avenue","Lone Mountain/USF",-122.444856768497,37.7761686242849,1,2018,37.777975,-122.452816
508,1283,77467.36,"158 Alpine Terrace","Castro/Upper Market",-122.437418239272,37.7679881711803,6,2019,37.758812,-122.435644
509,1285,10000,"66 Bishop Street","Visitacion Valley",-122.40437930974,37.7182886747291,3,2018,37.713141,-122.408825
510,1287,18400,"266 Missouri Street","Potrero Hill",-122.396615310328,37.7630288000888,8,2021,37.759056,-122.398618
511,1288,40000,"208 Monterey Boulevard","West of Twin Peaks",-122.440026002186,37.7316587867316,8,2017,37.737955,-122.460363
512,1291,12000,"1950 Gough Street","Pacific Heights",-122.425872186977,37.7913320815849,9,2019,37.792182,-122.432784
513,1294,60000,"92 Ottawa Avenue","Excelsior/Outer Mission",-122.4454682637,37.7150365770593,10,2018,37.709585,-122.455082
514,1296,1e+05,"472 03rd Street","Financial District/South Beach/SOMA",-122.396286826832,37.781632074119,5,2018,37.779527,-122.405727
515,1298,20000,"1523 Alabama Street","Bernal Heights",-122.410491572993,37.7479714350853,12,2020,37.741391,-122.414033
516,1301,25594,"3540 Broderick Street","Marina",-122.445141758958,37.8029673351776,11,2019,37.802877,-122.436969
517,1304,23000,"207 Gough Street","Haight Ashbury/Hayes Valley",-122.422670368076,37.7751462567213,8,2015,37.776425,-122.426235
518,1307,13000,"3818 San Bruno Avenue","Visitacion Valley",-122.400789205255,37.7146747325818,8,2018,37.713141,-122.408825
519,1321,17750,"1847 McAllister Street","Lone Mountain/USF",-122.442464027556,37.7772526398966,4,2016,37.777975,-122.452816
520,1326,8500,"2232 North Point Street","Marina",-122.444015827024,37.8027314949157,7,2019,37.802877,-122.436969
521,1332,32400,"1321 Ulloa Street","West of Twin Peaks",-122.470412406091,37.7413919655263,2,2022,37.737955,-122.460363
522,1335,10000,"969 Bay Street","Russian Hill",-122.422969826455,37.8043973006077,7,2016,37.800432,-122.417609
523,1336,20000,"2621 Kirkham Street","Sunset/Parkside",-122.488945634816,37.7592775844255,9,2018,37.749026,-122.493742
524,1337,25000,"479 Duboce Avenue","Castro/Upper Market",-122.43088604177,37.7693298540287,6,2021,37.758812,-122.435644
525,1343,8980.64,"2876 24th Street","Mission",-122.409643543352,37.7527974151098,11,2020,37.758338,-122.414678
526,1344,10000,"2731 38th Avenue","Sunset/Parkside",-122.49566485136,37.7359603426982,11,2020,37.749026,-122.493742
527,1346,51000,"346 Chenery Street","Glen Park/Noe Valley",-122.428343511861,37.7368485249801,5,2022,37.735976,-122.434464
528,1349,9000,"1471 Francisco Street","Marina",-122.429345187461,37.8026268857868,9,2020,37.802877,-122.436969
529,1351,63300,"2212 Pine Street","Pacific Heights",-122.432345100827,37.7881496609567,2,2018,37.792182,-122.432784
530,1352,107929.74,"109 Pierce Street","Haight Ashbury/Hayes Valley",-122.433624289334,37.7709065292959,9,2021,37.76991,-122.447678
531,1353,150000,"1330 Grove Street","Haight Ashbury/Hayes Valley",-122.438562114224,37.7758866764407,11,2017,37.776425,-122.426235
532,1358,27258.69,"285 Grand View Avenue","Glen Park/Noe Valley",-122.441603905403,37.7536143589292,12,2016,37.747095,-122.431421
533,1359,37600,"4020 Noriega Street","Sunset/Parkside",-122.506776771899,37.7529360693207,11,2021,37.749026,-122.493742
534,1360,NA,"126 Laguna Street","Haight Ashbury/Hayes Valley",-122.425360802654,37.7720954406442,8,2021,37.776425,-122.426235
535,1361,80000,"1192 Dolores Street","Glen Park/Noe Valley",-122.425140447962,37.7503857579028,9,2015,37.747095,-122.431421
536,1362,80000,"618 25th Avenue","Outer Richmond",-122.484545631304,37.7777731035161,3,2021,37.776683,-122.489908
537,1366,52000,"46 Cresta Vista Drive","West of Twin Peaks",-122.458736402709,37.7353322348532,10,2021,37.737955,-122.460363
538,1367,16000,"25 Saint Charles Avenue","Oceanview/Merced/Ingleside",-122.469298556051,37.7134935523716,11,2018,37.718959,-122.462039
539,1369,20000,"520 Orizaba Avenue","Oceanview/Merced/Ingleside",-122.462625071436,37.7186356440946,7,2019,37.718959,-122.462039
540,1370,76930.86,"1574 Church Street","Glen Park/Noe Valley",-122.426903921955,37.7457017327896,5,2018,37.747095,-122.431421
541,1373,40800,"2814 Laguna Street","Marina",-122.430389899321,37.7969893094899,8,2021,37.802877,-122.436969
542,1374,38000,"267 Collingwood Street","Castro/Upper Market",-122.435838706414,37.7581835121257,10,2021,37.758812,-122.435644
543,1375,99999.28,"1815 15th Street","Mission",-122.424590655479,37.7663643019022,3,2017,37.758338,-122.414678
544,1382,25000,"1415 Indiana Street","Bayview Hunters Point",-122.390639060914,37.7524240439303,6,2021,37.730696,-122.388515
545,1385,15000,"886 Alabama Street","Mission",-122.411497161468,37.7577514154736,12,2015,37.758338,-122.414678
546,1387,30000,"127 Bernard Street","Nob Hill",-122.415591826014,37.7962333449169,7,2015,37.793044,-122.414461
547,1389,45000,"2058 45th Avenue","Sunset/Parkside",-122.503976051844,37.7482000694051,12,2021,37.749026,-122.493742
548,1390,7195.84,"3114 Geary Boulevard","Presidio Heights",-122.452378014468,37.781930704137,8,2019,37.788849,-122.452228
549,1392,30000,"3670 Mission Street","Bernal Heights",-122.424058799994,37.7378617008726,10,2021,37.741391,-122.414033
550,1393,18000,"1938 18th Avenue","Inner Sunset",-122.47520388549,37.7516862974386,3,2018,37.762068,-122.467189
551,1394,15000,"1020 BUSH Street","Nob Hill",-122.414148768261,37.7895097492132,7,2015,37.793044,-122.414461
552,1398,27000,"15 Hermann Street","Haight Ashbury/Hayes Valley",-122.426259087792,37.7707054909276,5,2019,37.776425,-122.426235
553,1399,500,"831 Wisconsin Street","Potrero Hill",-122.398878550474,37.756892519533,6,2016,37.759056,-122.398618
554,1400,86405.48,"239 11th Avenue","Inner Richmond",-122.469900132919,37.7838305085867,6,2022,37.778849,-122.468955
555,1403,167400,"1522 Felton Street","Excelsior/Outer Mission",-122.419690335789,37.7261257714052,3,2022,37.7223,-122.431224
556,1404,20939,"546 Clayton Street","Haight Ashbury/Hayes Valley",-122.448657647538,37.7702967181077,10,2019,37.76991,-122.447678
557,1409,44375,"509 Vermont Street","Potrero Hill",-122.404335059054,37.7632098009917,5,2018,37.759056,-122.398618
558,1412,90000,"1645 Grove Street","Lone Mountain/USF",-122.443704373099,37.7751782933613,10,2016,37.777975,-122.452816
559,1413,60000,"1222 04th Avenue","Inner Sunset",-122.461037799538,37.7657238041351,5,2020,37.762068,-122.467189
560,1414,87936,"249 Eureka Street","Castro/Upper Market",-122.438016389303,37.7583131892485,5,2017,37.758812,-122.435644
561,1415,20034,"344 Ellis Street","Tenderloin",-122.411907204652,37.7850112395838,11,2019,37.784141,-122.414748
562,1417,38200,"528 Miramar Avenue","West of Twin Peaks",-122.458125155635,37.7262945202002,1,2016,37.737955,-122.460363
563,1420,30000,"139 Gladeview Way","Twin Peaks",-122.450513792225,37.7518872928128,11,2016,37.753375,-122.445652
564,1427,3e+05,"2472 Vallejo Street","Pacific Heights",-122.437932976767,37.7949007719132,5,2022,37.792182,-122.432784
565,1428,3000,"79 Glover Street","Nob Hill",-122.416541652849,37.7971050389989,11,2016,37.793044,-122.414461
566,1434,33000,"327 05th Avenue","Inner Richmond",-122.463357568193,37.782441228987,8,2018,37.778849,-122.468955
567,1442,25000,"242 Powell Street","Financial District/South Beach/SOMA",-122.408100002728,37.7868385131445,4,2020,37.793213,-122.398187
568,1446,45000,"635 Scott Street","Haight Ashbury/Hayes Valley",-122.436246963727,37.7755571185963,6,2019,37.776425,-122.426235
569,1448,80000,"566 Fell Street","Haight Ashbury/Hayes Valley",-122.427163683934,37.7754214991609,9,2019,37.776425,-122.426235
570,1451,150200,"875 Union Street","Russian Hill",-122.413666692134,37.7998607227673,11,2018,37.800432,-122.417609
571,1454,20000,"1545 Balboa Street","Outer Richmond",-122.475323181439,37.7766971805387,11,2016,37.776683,-122.489908
572,1456,15000,"2654 San Jose Avenue","Oceanview/Merced/Ingleside",-122.451322566592,37.7151338088884,4,2018,37.718959,-122.462039
573,1458,30000,"46 Jasper Place","North Beach",-122.408237215435,37.8000504980008,10,2019,37.799254,-122.407458
574,1459,15000,"2214 47th Avenue","Sunset/Parkside",-122.505913572118,37.7451330272706,4,2018,37.749026,-122.493742
575,1463,25000,"363 Wilde Avenue","Visitacion Valley",-122.40411351822,37.716880440671,11,2021,37.713141,-122.408825
576,1465,50000,"1557 Francisco Street","Marina",-122.430785713603,37.8024452963308,8,2018,37.802877,-122.436969
577,1471,1e+05,"2816 21st Street","Mission",-122.410879319055,37.7575504201432,7,2017,37.758338,-122.414678
578,1476,4000,"455 09th Avenue","Inner Richmond",-122.467461874124,37.7798267268001,6,2015,37.778849,-122.468955
579,1477,10000,"548 Vermont Street","Potrero Hill",-122.404363414579,37.762761368178,1,2022,37.759056,-122.398618
580,1480,80000,"1555 Mcallister Street","Western Addition",-122.437612605562,37.7778691753543,4,2017,37.780587,-122.43451
581,1481,16085.18,"426 Broadway Street","North Beach",-122.404314812841,37.7981991815586,6,2021,37.799254,-122.407458
582,1488,27900,"528 Stanyan Street","Lone Mountain/USF",-122.454150067896,37.7723565774108,2,2021,37.777975,-122.452816
583,1490,95000,"2643 Hyde Street","Russian Hill",-122.420344393297,37.805372602593,1,2017,37.800432,-122.417609
584,1491,61500,"2761 Bryant Street","Mission",-122.408865625946,37.7502482629231,8,2015,37.758338,-122.414678
585,1492,25000,"2626 Vicente Street","Sunset/Parkside",-122.495072327465,37.7384900707273,3,2019,37.749026,-122.493742
586,1493,41000,"2065 Powell Street","North Beach",-122.411555569317,37.8036143167975,7,2016,37.799254,-122.407458
587,1495,20000,"4544 Fulton Street","Outer Richmond",-122.480413620526,37.7727748424337,11,2019,37.776683,-122.489908
588,1499,28500,"1519 29th Avenue","Sunset/Parkside",-122.487598787053,37.7589634815221,4,2018,37.749026,-122.493742
589,1504,22500,"1074 Ingerson Avenue","Bayview Hunters Point",-122.394340293387,37.719915458268,8,2020,37.730696,-122.388515
590,1506,30000,"1609 Golden Gate Avenue","Western Addition",-122.437104223074,37.7788888767762,9,2020,37.780587,-122.43451
591,1510,44500,"771 Pine Street","Nob Hill",-122.408526209917,37.7911251787403,8,2015,37.793044,-122.414461
592,1516,50000,"517 Sanchez Street","Castro/Upper Market",-122.430522652994,37.7608477242576,5,2018,37.758812,-122.435644
593,1522,99000,"1439 Leavenworth Street","Russian Hill",-122.41641282774,37.7942559068714,4,2019,37.800432,-122.417609
594,1523,20000,"190 Arguello Boulevard","Presidio Heights",-122.459245645149,37.786760175592,7,2018,37.788849,-122.452228
595,1526,5000,"1461 Page Street","Haight Ashbury/Hayes Valley",-122.444859100615,37.7712072137206,6,2020,37.76991,-122.447678
596,1527,35000,"50 clayton Street","Lone Mountain/USF",-122.449592196096,37.7749341861901,4,2019,37.777975,-122.452816
597,1531,35000,"833 Hampshire Street","Potrero Hill",-122.407832966501,37.7587625581881,6,2018,37.759056,-122.398618
598,1532,40000,"825 Silliman Street","Portola",-122.413284325394,37.729074453773,2,2019,37.72647,-122.407642
599,1533,25000,"72 Macondray Lane","Russian Hill",-122.415190785914,37.7992475501271,6,2021,37.800432,-122.417609
600,1535,125000,"2395 29th Avenue","Sunset/Parkside",-122.486466017617,37.7427410897282,1,2019,37.749026,-122.493742
601,1537,56500,"3173 Cesar Chavez Street","Bernal Heights",-122.413054535673,37.7481899082687,3,2019,37.741391,-122.414033
602,1538,34800,"1001 Pine Street","Nob Hill",-122.412386128907,37.7906367901181,5,2015,37.793044,-122.414461
603,1541,30000,"501 Andover Street","Bernal Heights",-122.416599855181,37.7371610983082,7,2017,37.741391,-122.414033
604,1542,31000,"2752 Harrison Street","Mission",-122.412016702953,37.7533889035724,11,2019,37.758338,-122.414678
605,1544,23500,"559 Burnett Avenue","Twin Peaks",-122.444671539548,37.7523555856206,9,2021,37.753375,-122.445652
606,1545,80000,"707 42nd Avenue","Outer Richmond",-122.502704144564,37.7752807013592,10,2018,37.776683,-122.489908
607,1547,60000,"533 Clayton Street","Haight Ashbury/Hayes Valley",-122.448746750731,37.7703960046243,10,2018,37.76991,-122.447678
608,1549,36000,"914 Junipero Serra Boulevard","West of Twin Peaks",-122.472512273319,37.7211535285705,2,2021,37.737955,-122.460363
609,1550,20400,"271 Kensington Way","West of Twin Peaks",-122.461723444924,37.7428090002262,5,2019,37.737955,-122.460363
610,1552,34220,"1264 Page Street","Haight Ashbury/Hayes Valley",-122.441602594816,37.771679207828,2,2019,37.76991,-122.447678
611,1555,15000,"170 Noe Street","Castro/Upper Market",-122.433345798441,37.7663164548256,6,2015,37.758812,-122.435644
612,1557,110000,"262 06th Avenue","Inner Richmond",-122.464455016594,37.7836905647164,8,2016,37.778849,-122.468955
613,1558,1e+05,"1830 Jackson Street","Pacific Heights",-122.425258610011,37.7936882009648,3,2021,37.792182,-122.432784
614,1559,31466,"8 Jordan Avenue","Presidio Heights",-122.456927399896,37.7857644238187,6,2016,37.788849,-122.452228
615,1561,30000,"45 Iris Avenue","Presidio Heights",-122.452066459798,37.785079366481,7,2019,37.788849,-122.452228
616,1564,60000,"2727 Clay Street","Pacific Heights",-122.437990862173,37.7902078970922,4,2021,37.792182,-122.432784
617,1570,45000,"526 Natoma Street","Financial District/South Beach/SOMA",-122.4083270528,37.7797211983818,3,2019,37.779527,-122.405727
618,1573,45600,"768 44th Avenue","Outer Richmond",-122.504703693171,37.7741181818621,10,2015,37.776683,-122.489908
619,1577,5000,"3258 Market Street","Castro/Upper Market",-122.444823321652,37.7586830805419,8,2015,37.758812,-122.435644
620,1579,46500,"934 Oak Street","Haight Ashbury/Hayes Valley",-122.434731661049,37.7735061127937,1,2020,37.776425,-122.426235
621,1580,10000,"20 Oakwood Street","Mission",-122.425036017428,37.7611382455165,11,2019,37.758338,-122.414678
622,1581,40000,"20 Entrada Court","West of Twin Peaks",-122.468135410815,37.7249429063754,8,2018,37.737955,-122.460363
623,1583,20000,"760 De Haro Street","Potrero Hill",-122.401172980324,37.7602509645351,10,2017,37.759056,-122.398618
624,1584,0,"499 Marina Boulevard","Marina",-122.442112217483,37.8057577175724,10,2018,37.802877,-122.436969
625,1585,60000,"1387 Hampshire Street","Mission",-122.407019459864,37.750280578599,2,2021,37.758338,-122.414678
626,1592,8003.73,"1523 Taylor Street","Nob Hill",-122.413483466589,37.7964338725619,4,2020,37.793044,-122.414461
627,1595,27900,"1555 Shafter Avenue","Bayview Hunters Point",-122.389910089653,37.7305402849609,5,2022,37.730696,-122.388515
628,1596,53000,"140 26th Avenue","Seacliff",-122.48627156595,37.7867911723476,7,2015,37.785975,-122.489522
629,1597,40000,"538 22nd Avenue","Outer Richmond",-122.481306532674,37.7775754632897,11,2015,37.776683,-122.489908
630,1599,41306.13,"2833 Sacramento Street","Pacific Heights",-122.439550159491,37.7891120817846,6,2017,37.792182,-122.432784
631,1606,150000,"265 Francisco Street","North Beach",-122.409430128431,37.8051670527983,12,2021,37.799254,-122.407458
632,1607,28239.41,"1662 Geneva Avenue","Excelsior/Outer Mission",-122.428220633369,37.7117270492391,8,2017,37.7223,-122.431224
633,1608,10000,"248 27th Avenue","Outer Richmond",-122.487199012463,37.7847408109638,9,2015,37.776683,-122.489908
634,1611,80800,"1735 23rd Avenue","Sunset/Parkside",-122.480889431812,37.7552469985015,1,2019,37.749026,-122.493742
635,1612,35000,"2516 Bryant Street","Mission",-122.409299634663,37.7540838693641,1,2021,37.758338,-122.414678
636,1618,80000,"1210 06th Avenue","Inner Sunset",-122.463195462189,37.7658206830029,7,2018,37.762068,-122.467189
637,1619,5500,"780 Hayes Street","Haight Ashbury/Hayes Valley",-122.429200489858,37.7761234277386,8,2016,37.776425,-122.426235
638,1622,19400,"2626 19th Avenue","West of Twin Peaks",-122.475283965532,37.7388009810692,8,2021,37.737955,-122.460363
639,1623,9046.79,"840 Central Avenue","Lone Mountain/USF",-122.445026738772,37.7773623774289,8,2019,37.777975,-122.452816
640,1626,75000,"40 Sanchez Street","Castro/Upper Market",-122.431336486075,37.768622007183,10,2021,37.758812,-122.435644
641,1628,25640,"1811 Golden Gate Avenue","Western Addition",-122.440478919317,37.7784566601784,10,2017,37.780587,-122.43451
642,1634,92500,"574 Chestnut Street","North Beach",-122.412703040452,37.8038592481168,6,2019,37.799254,-122.407458
643,1636,112286,"228 Divisadero Street","Haight Ashbury/Hayes Valley",-122.436895954637,37.7708855582987,7,2021,37.76991,-122.447678
644,1640,28500,"1313 Palou Avenue","Bayview Hunters Point",-122.385619829891,37.7309439337314,6,2016,37.730696,-122.388515
645,1641,45000,"437 Oak Park Drive","Inner Sunset",-122.460438910831,37.7547739188548,4,2022,37.762068,-122.467189
646,1642,98090,"3830 Divisadero Street","Marina",-122.443837196101,37.8049703643457,4,2021,37.802877,-122.436969
647,1643,15000,"2200 Larkin Street","Russian Hill",-122.420498656586,37.7981316326946,10,2017,37.800432,-122.417609
648,1644,30932.17,"88 Tiffany Avenue","Bernal Heights",-122.421117922415,37.7453970188784,7,2021,37.741391,-122.414033
649,1645,45000,"1362 Rhode Island Street","Potrero Hill",-122.401451518244,37.7525135826477,9,2020,37.759056,-122.398618
650,1648,19650,"2071 18th Avenue","Inner Sunset",-122.47510386607,37.7492670999015,9,2015,37.762068,-122.467189
651,1649,102294,"2006 Lombard Street","Marina",-122.434613905548,37.8001227474445,1,2022,37.802877,-122.436969
652,1651,65000,"88 Yukon Street","Castro/Upper Market",-122.44226949147,37.758331571976,11,2021,37.758812,-122.435644
653,1652,40000,"670 Grand View Avenue","Glen Park/Noe Valley",-122.442668454329,37.7496640888535,7,2021,37.747095,-122.431421
654,1653,9000,"706 30th Avenue","Outer Richmond",-122.489780625393,37.7758709055026,10,2018,37.776683,-122.489908
655,1654,27725,"1728 Cabrillo Street","Outer Richmond",-122.477199184461,37.7747945839633,5,2017,37.776683,-122.489908
656,1658,13500,"326 La Grande Avenue","Excelsior/Outer Mission",-122.425633463761,37.7199578998741,12,2021,37.7223,-122.431224
657,1660,50000,"1135 Kirkham Street","Inner Sunset",-122.472804013993,37.7599916722838,9,2021,37.762068,-122.467189
658,1662,55000,"2214 28th Avenue","Sunset/Parkside",-122.485553297692,37.7460303747606,10,2020,37.749026,-122.493742
659,1663,20833.34,"2878 16th Street","Mission",-122.417009773806,37.7652447763971,3,2018,37.758338,-122.414678
660,1665,25000,"83 Walter Street","Castro/Upper Market",-122.432311262547,37.7678769599905,11,2015,37.758812,-122.435644
661,1666,22725,"656 Vermont Street","Potrero Hill",-122.404236161209,37.7613976474027,10,2016,37.759056,-122.398618
662,1670,7500,"1185 Naples Street","Excelsior/Outer Mission",-122.43767470894,37.7120789236114,10,2017,37.7223,-122.431224
663,1671,10000,"1080 Eddy Street","Western Addition",-122.425476910945,37.7823362020995,11,2017,37.780587,-122.43451
664,1675,58000,"1810 PAGE Street","Haight Ashbury/Hayes Valley",-122.450683407923,37.7705186954479,8,2018,37.76991,-122.447678
665,1679,25000,"654 Head Street","Oceanview/Merced/Ingleside",-122.464430506114,37.718894350985,2,2022,37.718959,-122.462039
666,1681,135000,"505 Grand View Avenue","Glen Park/Noe Valley",-122.442789974893,37.7514627827959,4,2020,37.747095,-122.431421
667,1685,10000,"426 Broadway Street","North Beach",-122.404314812841,37.7981991815586,2,2018,37.799254,-122.407458
668,1688,8000,"340 Warren Drive","Inner Sunset",-122.461368573577,37.7554038604473,6,2018,37.762068,-122.467189
669,1689,91337.5,"449 14th Avenue","Outer Richmond",-122.472824715995,37.7796885746353,6,2018,37.776683,-122.489908
670,1690,95000,"1035 Natoma Street","Mission",-122.416528152404,37.7731332076181,12,2019,37.758338,-122.414678
671,1691,30000,"515 Rolph Street","Excelsior/Outer Mission",-122.433245369097,37.7120569163491,6,2017,37.7223,-122.431224
672,1695,34500,"309 Oak Street","Haight Ashbury/Hayes Valley",-122.424381025905,37.7747725149695,6,2018,37.776425,-122.426235
673,1699,115765,"69 Cervantes Boulevard","Marina",-122.43851115284,37.8036449210368,9,2021,37.802877,-122.436969
674,1701,6000,"401 Harrison Street","Financial District/South Beach/SOMA",-122.392122625175,37.7866877124157,9,2021,37.793213,-122.398187
675,1704,47484,"1458 Hayes Street","Haight Ashbury/Hayes Valley",-122.440437379439,37.7746877732749,4,2017,37.776425,-122.426235
676,1706,20000,"420 Oxford Street","Portola",-122.418811106501,37.72466729093,3,2019,37.72647,-122.407642
677,1707,60000,"637 Powell Street","Nob Hill",-122.408924103277,37.7906056791304,6,2021,37.793044,-122.414461
678,1709,173900,"818 Green Street","Russian Hill",-122.412675234809,37.7990802270856,3,2021,37.800432,-122.417609
679,1710,30000,"1378 12th Avenue","Inner Sunset",-122.469401329778,37.7624737563832,9,2016,37.762068,-122.467189
680,1714,20018.74,"2643 Yorba Street","Sunset/Parkside",-122.494935466101,37.7347105592578,8,2017,37.749026,-122.493742
681,1715,30247,"2575 40th Avenue","Sunset/Parkside",-122.498010686279,37.7388369520826,5,2019,37.749026,-122.493742
682,1718,40000,"3481 Mission Street","Bernal Heights",-122.422664126742,37.7412664423404,10,2016,37.741391,-122.414033
683,1721,23000,"545 Connecticut Street","Potrero Hill",-122.397168778874,37.7593578367072,5,2018,37.759056,-122.398618
684,1724,25000,"330 Russia Avenue","Excelsior/Outer Mission",-122.434533161999,37.7202917096918,6,2015,37.7223,-122.431224
685,1725,103174.6,"673 36th Avenue","Outer Richmond",-122.496340743081,37.7763042417655,2,2020,37.776683,-122.489908
686,1726,25000,"272 Downey Street","Haight Ashbury/Hayes Valley",-122.446588890416,37.7642299824997,3,2018,37.76991,-122.447678
687,1729,77700,"4781 18th Street","Castro/Upper Market",-122.444295913839,37.7597729049191,2,2018,37.758812,-122.435644
688,1730,49552.5,"124 Baker Street","Haight Ashbury/Hayes Valley",-122.440581258494,37.7720623951936,1,2017,37.76991,-122.447678
689,1732,17500,"549 Chestnut Street","North Beach",-122.412630084379,37.8038135249394,5,2017,37.799254,-122.407458
690,1733,70000,"433 Filbert Street","North Beach",-122.406779534781,37.8016806422269,10,2016,37.799254,-122.407458
691,1734,24300,"1779 29th Avenue","Sunset/Parkside",-122.487261127196,37.7542061810514,11,2018,37.749026,-122.493742
692,1736,30000,"2030 Green Street","Marina",-122.432580625535,37.7965371743427,10,2016,37.802877,-122.436969
693,1739,30000,"1932 Fell Street","Lone Mountain/USF",-122.449737375097,37.7725365660663,4,2020,37.777975,-122.452816
694,1740,22500,"48 Sumner Street","Financial District/South Beach/SOMA",-122.410560562714,37.7762912720615,1,2016,37.779527,-122.405727
695,1742,25000,"22 Darrell Place","North Beach",-122.404279959954,37.802203216294,11,2021,37.799254,-122.407458
696,1749,50000,"908 Stanyan Street","Haight Ashbury/Hayes Valley",-122.452896159878,37.7662328522959,1,2018,37.76991,-122.447678
697,1751,125000,"186 Jordan Avenue","Presidio Heights",-122.456635983869,37.7818184552222,8,2019,37.788849,-122.452228
698,1752,20833.33,"2874 16th Street","Mission",-122.416933884586,37.765249358421,3,2018,37.758338,-122.414678
699,1753,70000,"1364 Vermont Street","Mission",-122.403378077715,37.752375430518,5,2016,37.758338,-122.414678
700,1758,30000,"1942 Vicente Street","Sunset/Parkside",-122.487706745305,37.7388159355506,4,2018,37.749026,-122.493742
701,1760,50000,"4507 18th Street","Castro/Upper Market",-122.439563860662,37.7605912953452,12,2017,37.758812,-122.435644
702,1767,52122.8,"1851 14th Avenue","Inner Sunset",-122.47122755866,37.7534222510256,4,2018,37.762068,-122.467189
