"...1","X","buyout_amount","address","nhood","long","lat","month","year","centroid_lat","centroid_long"
1573,3913,25000,"319 Kensington Way","West of Twin Peaks",-122.46234267114,37.7430853741328,12,2016,37.737955,-122.460363
1574,3915,40000,"4005 California Street","Inner Richmond",-122.46046227698,37.7854981361274,8,2020,37.778849,-122.468955
1575,3917,7500,"2415 Van Ness Avenue","Marina",-122.423977807533,37.7977796643828,5,2018,37.802877,-122.436969
1576,3919,29500,"590 south van ness Avenue","Mission",-122.417399351846,37.7637812291382,6,2017,37.758338,-122.414678
1577,3920,NA,"1289 22ND Avenue","Sunset/Parkside",-122.480402639967,37.7636877634486,3,2017,37.749026,-122.493742
1578,3922,15000,"3214 Balboa Street","Outer Richmond",-122.493291754814,37.7759318528417,12,2017,37.776683,-122.489908
1579,3925,13800,"2821 39th Avenue","Sunset/Parkside",-122.496626204855,37.7344278855753,7,2021,37.749026,-122.493742
1580,3928,66000,"21 Alta Street","North Beach",-122.403695799713,37.8015889936596,6,2021,37.799254,-122.407458
1581,3929,12000,"1801 California Street","Western Addition",-122.424094907199,37.790124476454,5,2016,37.780587,-122.43451
1582,3931,0,"1579 Mcallister Street","Western Addition",-122.437966406816,37.7778241864858,10,2019,37.780587,-122.43451
1583,3933,4500,"50 alta Street","North Beach",-122.403930334476,37.8016137040249,3,2021,37.799254,-122.407458
1584,3935,170000,"1265 34th Avenue","Sunset/Parkside",-122.493293743305,37.7635363945871,6,2021,37.749026,-122.493742
1585,3941,19000,"55 Cayuga Avenue","Excelsior/Outer Mission",-122.429965175718,37.7313846711276,6,2016,37.709585,-122.455082
1586,3944,60000,"1290 30th Avenue","Sunset/Parkside",-122.488905045549,37.7632782453115,2,2017,37.749026,-122.493742
1587,3945,25000,"31 Exeter Street","Bayview Hunters Point",-122.398543135894,37.7224691376734,1,2018,37.730696,-122.388515
1588,3950,1e+05,"666 South van ness Avenue","Mission",-122.41727919649,37.7625253756814,4,2019,37.758338,-122.414678
1589,3952,20000,"70 Onondaga Avenue","Excelsior/Outer Mission",-122.439267842038,37.7219030845366,1,2022,37.709585,-122.455082
1590,3956,7000,"3827 Geary Boulevard","Inner Richmond",-122.46032521536,37.7811063769539,9,2021,37.778849,-122.468955
1591,3957,5553,"229 Ellington Avenue","Excelsior/Outer Mission",-122.444641086453,37.7138154951981,1,2016,37.709585,-122.455082
1592,3959,15000,"1414 38th Avenue","Sunset/Parkside",-122.497309184994,37.7604784442274,11,2020,37.749026,-122.493742
1593,3961,50000,"1829 Geneva Avenue","Visitacion Valley",-122.424054134703,37.7097800072532,3,2020,37.713141,-122.408825
1594,3963,75200,"2467 Pacific Avenue","Pacific Heights",-122.43581202987,37.7931887070731,10,2019,37.792182,-122.432784
1595,3965,8000,"950 Treat Avenue","Mission",-122.413263242374,37.754953638123,3,2019,37.758338,-122.414678
1596,3968,24000,"215 Shields Street","Oceanview/Merced/Ingleside",-122.464662692757,37.717900615832,8,2021,37.718959,-122.462039
1597,3972,20000,"3661 19th Street","Mission",-122.424986991314,37.759864669257,8,2018,37.758338,-122.414678
1598,3973,68000,"10 12th Avenue","Inner Richmond",-122.471108428324,37.786596115732,8,2017,37.778849,-122.468955
1599,3978,1e+05,"3318 Scott Street","Marina",-122.441203512645,37.8004275505458,1,2017,37.802877,-122.436969
1600,3981,65000,"2755 Webster Street","Marina",-122.433618128717,37.7959400086668,4,2021,37.802877,-122.436969
1601,3982,75000,"20 Hancock Street","Castro/Upper Market",-122.428780779858,37.7604935756887,7,2018,37.758812,-122.435644
1602,3983,35000,"3278 21st Street","Mission",-122.420694945836,37.7569602916998,5,2021,37.758338,-122.414678
1603,3986,34500,"1634 30th Avenue","Sunset/Parkside",-122.488448922905,37.7567815039749,5,2016,37.749026,-122.493742
1604,3987,29500,"466 Clipper Street","Glen Park/Noe Valley",-122.435320101727,37.7488400418734,5,2015,37.747095,-122.431421
1605,3990,50000,"626 03rd Avenue","Inner Richmond",-122.460736519924,37.7768502361173,10,2020,37.778849,-122.468955
1606,3993,50000,"2746 Folsom Street","Mission",-122.414210941284,37.7533486936129,5,2016,37.758338,-122.414678
1607,3995,29800,"44 Seal Rock Drive","Lincoln Park",-122.507006120549,37.7807941733411,7,2018,NA,NA
1608,4003,35900,"1785 Geneva Avenue","McLaren Park",-122.424834965369,37.7104185180075,5,2021,37.718407,-122.418904
1609,4005,57500,"566 FELL Street","Haight Ashbury/Hayes Valley",-122.427163683934,37.7754214991609,5,2017,37.776425,-122.426235
1610,4007,95000,"2706 Sutter Street","Presidio Heights",-122.44503498942,37.784625294123,9,2019,37.788849,-122.452228
1611,4008,16000,"600 Gates Street","Bernal Heights",-122.414264875084,37.73584632486,5,2015,37.741391,-122.414033
1612,4010,NA,"1061 Florida Street","Mission",-122.410260615313,37.7549886353607,11,2016,37.758338,-122.414678
1613,4014,50000,"888 Elizabeth Street","Glen Park/Noe Valley",-122.440401547039,37.751748563087,6,2022,37.747095,-122.431421
1614,4016,25750,"619 28th Avenue","Outer Richmond",-122.487823156554,37.7776242525298,6,2021,37.776683,-122.489908
1615,4017,26000,"9 Hattie Street","Castro/Upper Market",-122.441005017936,37.7615151598848,3,2018,37.758812,-122.435644
1616,4019,18600,"578 30th Street","Glen Park/Noe Valley",-122.432744061359,37.7419094883936,2,2020,37.747095,-122.431421
1617,4020,74101.79,"566 Chenery Street","Glen Park/Noe Valley",-122.43160787571,37.7347342050794,7,2015,37.735976,-122.434464
1618,4027,11000,"2524 Rivera Street","Sunset/Parkside",-122.493432763546,37.7460404342661,11,2017,37.749026,-122.493742
1619,4028,50000,"1310 McAllister Street","Western Addition",-122.433683026332,37.7784213392984,4,2017,37.780587,-122.43451
1620,4029,17618.12,"95 Heather Avenue","Presidio Heights",-122.452823392957,37.7842180714953,1,2022,37.788849,-122.452228
1621,4032,135000,"2425 Greenwich Street","Marina",-122.439623355512,37.7984531437196,5,2020,37.802877,-122.436969
1622,4035,90000,"1333 Stevenson Street","Mission",-122.421670019266,37.7710546850659,6,2017,37.758338,-122.414678
1623,4036,45000,"2308 San Bruno Avenue","Portola",-122.406462874716,37.7338432262251,5,2020,37.72647,-122.407642
1624,4037,50838,"2012 15th Street","Castro/Upper Market",-122.4291682805,37.7661417509003,7,2016,37.758812,-122.435644
1625,4038,46550,"357 Howth Street","Oceanview/Merced/Ingleside",-122.451956175037,37.7191611476075,6,2022,37.718959,-122.462039
1626,4039,27500,"683 28th Street","Glen Park/Noe Valley",-122.43743949741,37.744637343104,8,2018,37.747095,-122.431421
1627,4040,46792,"2120 Golden Gate Avenue","Lone Mountain/USF",-122.4455857825,37.7778652396817,7,2016,37.777975,-122.452816
1628,4041,10000,"256 Sadowa Street","Oceanview/Merced/Ingleside",-122.461050215265,37.7123151227712,11,2021,37.718959,-122.462039
1629,4042,50000,"715 Castro Street","Castro/Upper Market",-122.43465037518,37.7574149935573,5,2022,37.758812,-122.435644
1630,4043,24200,"3446 19th Street","Mission",-122.420361678964,37.760198398531,3,2020,37.758338,-122.414678
1631,4047,425.2,"545 Peralta Avenue","Bernal Heights",-122.408624151584,37.7439427279358,4,2022,37.741391,-122.414033
1632,4052,17000,"185 Charter Oak Avenue","Bayview Hunters Point",-122.404546733881,37.7345982772621,9,2021,37.730696,-122.388515
1633,4055,42000,"1149 Plymouth Avenue","Oceanview/Merced/Ingleside",-122.456193132926,37.7228521044767,1,2022,37.718959,-122.462039
1634,4058,20000,"17 Hoff Street","Mission",-122.420530213387,37.7646780358061,2,2022,37.758338,-122.414678
1635,4059,6500,"1683 42nd Avenue","Sunset/Parkside",-122.501320896881,37.7553736824788,9,2015,37.749026,-122.493742
1636,4061,48500,"1015 PIERCE Street","Western Addition",-122.435323300294,37.7793256968576,11,2015,37.780587,-122.43451
1637,4062,40000,"1754 Page Street","Haight Ashbury/Hayes Valley",-122.449678613462,37.7706474068847,6,2022,37.76991,-122.447678
1638,4065,2500,"1250 Taylor Street","Nob Hill",-122.412901226337,37.7938930267636,5,2017,37.793044,-122.414461
1639,4067,4654,"557 03rd Avenue","Inner Richmond",-122.460902321905,37.7781912817781,9,2021,37.778849,-122.468955
1640,4071,60500,"1174 Fulton Street","Western Addition",-122.436066284902,37.777159160202,12,2018,37.780587,-122.43451
1641,4072,155000,"3587 20th Street","Mission",-122.420953768958,37.758496352865,8,2017,37.758338,-122.414678
1642,4074,17000,"2464 15th Avenue","West of Twin Peaks",-122.471252525179,37.7420613112448,5,2020,37.737955,-122.460363
1643,4075,38000,"2708 Sutter Street","Presidio Heights",-122.445059308626,37.7846222248329,9,2019,37.788849,-122.452228
1644,4079,5500,"1523 33rd Avenue","Sunset/Parkside",-122.491881490132,37.7587055000768,3,2016,37.749026,-122.493742
1645,4081,11938.32,"657 Huron Avenue","Excelsior/Outer Mission",-122.448931903236,37.7125401760997,2,2019,37.709585,-122.455082
1646,4082,76000,"2580 McAllister Street","Lone Mountain/USF",-122.454381098825,37.7756082708361,5,2022,37.777975,-122.452816
1647,4087,15707,"2001 Rivera Street","Sunset/Parkside",-122.487860800888,37.7462325512995,5,2017,37.749026,-122.493742
1648,4094,90000,"2346 31st Avenue","Sunset/Parkside",-122.48859526935,37.7434761574394,3,2022,37.749026,-122.493742
1649,4095,80000,"874 27th Avenue","Outer Richmond",-122.486349554545,37.7729812271205,12,2021,37.776683,-122.489908
1650,4100,142548.95,"3640 26th Street","Mission",-122.421846176119,37.7488494365009,2,2019,37.758338,-122.414678
1651,4104,50000,"108 Albion Street","Mission",-122.422881752377,37.7646652779303,6,2021,37.758338,-122.414678
1652,4105,2e+05,"4044 Cesar Chavez Street","Glen Park/Noe Valley",-122.430287991433,37.7475371582686,12,2019,37.747095,-122.431421
1653,4108,40000,"1801 California Street","Western Addition",-122.424094907199,37.790124476454,10,2020,37.780587,-122.43451
1654,4110,35000,"2574 44th Avenue","Sunset/Parkside",-122.502229826809,37.7386518158136,4,2022,37.749026,-122.493742
1655,4118,18100,"1634 Grant Avenue","North Beach",-122.40783692862,37.8020200765854,11,2021,37.799254,-122.407458
1656,4119,65000,"2622 Bryant Street","Mission",-122.409138210845,37.7523909668896,8,2018,37.758338,-122.414678
1657,4122,10000,"2268 Bryant Street","Mission",-122.409671247678,37.7581909438622,2,2017,37.758338,-122.414678
1658,4128,3000,"469 Clementina Street","Financial District/South Beach/SOMA",-122.405434512069,37.7794906541811,4,2020,37.779527,-122.405727
1659,4129,7500,"2942 Franklin Street","Marina",-122.426246751201,37.8015358531708,2,2020,37.802877,-122.436969
1660,4130,95000,"288 27th Street","Glen Park/Noe Valley",-122.426661488126,37.7469478489081,12,2019,37.747095,-122.431421
1661,4132,20000,"331 Vernon Street","Oceanview/Merced/Ingleside",-122.468088796048,37.7184802382973,7,2017,37.718959,-122.462039
1662,4133,17670,"4222 22nd Street","Glen Park/Noe Valley",-122.439297946846,37.7542307947191,1,2017,37.747095,-122.431421
1663,4138,18769.5,"81 Teresita Boulevard","West of Twin Peaks",-122.451343652589,37.7438846494718,10,2019,37.737955,-122.460363
1664,4139,29500,"238 Diamond Street","Castro/Upper Market",-122.437024774829,37.7585194888511,10,2015,37.758812,-122.435644
1665,4141,75000,"1007 Haight Street","Haight Ashbury/Hayes Valley",-122.438916265691,37.7710094725105,12,2019,37.76991,-122.447678
1666,4144,40000,"1717 Mason Street","Russian Hill",-122.412378847482,37.7993399838413,9,2017,37.800432,-122.417609
1667,4146,15000,"1563 38th Avenue","Sunset/Parkside",-122.49718790964,37.7577820207515,1,2022,37.749026,-122.493742
1668,4147,10000,"55 Stoneybrook Avenue","Excelsior/Outer Mission",-122.421848017591,37.7300017038048,9,2016,37.7223,-122.431224
1669,4152,91500,"924 Stanyan Street","Haight Ashbury/Hayes Valley",-122.452871249379,37.7661098646739,5,2019,37.76991,-122.447678
1670,4157,130000,"556 46th Avenue","Outer Richmond",-122.5071337454,37.7779838616977,2,2021,37.776683,-122.489908
1671,4159,30000,"4135 Moraga Street","Sunset/Parkside",-122.507022087538,37.7547436781685,4,2021,37.749026,-122.493742
1672,4164,75000,"3640 26th Street","Mission",-122.421846176119,37.7488494365009,1,2019,37.758338,-122.414678
1673,4165,56645.02,"1262 Vallejo Street","Russian Hill",-122.418057470688,37.7974454909547,5,2021,37.800432,-122.417609
1674,4167,6300,"1636 48th Avenue","Sunset/Parkside",-122.507734226016,37.7558971783603,11,2017,37.749026,-122.493742
1675,4177,85000,"732 Clipper Street","Glen Park/Noe Valley",-122.441158982747,37.7486526740582,3,2018,37.747095,-122.431421
1676,4180,9500,"2415 Buchanan Street","Pacific Heights",-122.431175655111,37.7921986329521,9,2015,37.792182,-122.432784
1677,4182,86747.5,"306 Jersey Street","Glen Park/Noe Valley",-122.432044547643,37.7506460850761,7,2020,37.747095,-122.431421
1678,4183,18003.69,"2355 Polk Street","Russian Hill",-122.422297035836,37.7983326421619,8,2020,37.800432,-122.417609
1679,4184,10000,"2374 44th Avenue","Sunset/Parkside",-122.502491502831,37.742373454308,6,2017,37.749026,-122.493742
1680,4187,20000,"2001 Mcallister Street","Lone Mountain/USF",-122.445086508421,37.7769216217963,5,2022,37.777975,-122.452816
1681,4188,18000,"326 Miramar Avenue","West of Twin Peaks",-122.458116375974,37.7245611517901,7,2020,37.737955,-122.460363
1682,4192,10000,"1930 Sacramento Street","Pacific Heights",-122.424725755618,37.7910441348024,6,2015,37.792182,-122.432784
1683,4196,23788.4,"2364 Pacific Avenue","Pacific Heights",-122.434147185547,37.7934562549539,4,2018,37.792182,-122.432784
1684,4199,45000,"631 Cole Street","Haight Ashbury/Hayes Valley",-122.450692388456,37.7692065016309,10,2017,37.76991,-122.447678
1685,4200,3250,"743 Avalon Avenue","Excelsior/Outer Mission",-122.426542555152,37.725004984084,11,2017,37.7223,-122.431224
1686,4205,50000,"19 Marion Place","Russian Hill",-122.415279183189,37.7998302460304,4,2016,37.800432,-122.417609
1687,4214,128000,"1167 York Street","Mission",-122.408221453777,37.7534131769997,8,2017,37.758338,-122.414678
1688,4217,45000,"160 Caselli Avenue","Castro/Upper Market",-122.442190627751,37.7596543428543,1,2016,37.758812,-122.435644
1689,4218,27175,"1900 Jefferson Street","Marina",-122.443922710946,37.8046552378967,12,2019,37.802877,-122.436969
1690,4220,65000,"1472 48th Avenue","Sunset/Parkside",-122.507953337533,37.7590090756733,8,2019,37.749026,-122.493742
1691,4223,50000,"209 Lincoln Way","Inner Sunset",-122.46021080422,37.7661358872372,7,2018,37.762068,-122.467189
1692,4224,76981.35,"540 Waller Street","Haight Ashbury/Hayes Valley",-122.432525667332,37.7709193104911,10,2015,37.76991,-122.447678
1693,4225,117500,"355 Bryant Street","Financial District/South Beach/SOMA",-122.392551097442,37.7838760726437,1,2022,37.793213,-122.398187
1694,4226,20000,"1250 Grove Street","Haight Ashbury/Hayes Valley",-122.437187368391,37.7760613799166,3,2020,37.776425,-122.426235
1695,4227,48500,"1015 Pierce Street","Western Addition",-122.435323300294,37.7793256968576,9,2015,37.780587,-122.43451
1696,4229,10000,"1205 31st Avenue","Sunset/Parkside",-122.490152249437,37.7647245044065,6,2018,37.749026,-122.493742
1697,4236,45000,"332 Russia Avenue","Excelsior/Outer Mission",-122.434520806165,37.7202858070541,6,2015,37.7223,-122.431224
1698,4241,37000,"697 28th Avenue","Outer Richmond",-122.487725699159,37.7762829625838,12,2020,37.776683,-122.489908
1699,4247,65000,"109 Buchanan Street","Haight Ashbury/Hayes Valley",-122.42685809606,37.7708113841075,6,2018,37.776425,-122.426235
1700,4249,22103,"99 Carmelita Street","Haight Ashbury/Hayes Valley",-122.434433486052,37.7705577549749,5,2018,37.76991,-122.447678
1701,4252,83000,"559 36th Avenue","Outer Richmond",-122.496486840986,37.778432722348,5,2020,37.776683,-122.489908
1702,4253,94000,"1829 Jefferson Street","Marina",-122.442657659228,37.8047614576824,12,2017,37.802877,-122.436969
1703,4255,70000,"46 COOK Street","Presidio Heights",-122.452316945803,37.782829630319,4,2016,37.788849,-122.452228
1704,4258,21625,"211 Cornwall Street","Inner Richmond",-122.461548034276,37.7849255543908,11,2020,37.778849,-122.468955
1705,4259,35000,"1701 Jackson Street","Pacific Heights",-122.423168754833,37.793899019405,5,2022,37.792182,-122.432784
1706,4260,72000,"4360 25th Street","Glen Park/Noe Valley",-122.437464203356,37.7495146847671,5,2022,37.747095,-122.431421
1707,4265,20000,"8 Navajo Avenue","Excelsior/Outer Mission",-122.443246823219,37.7195456304744,11,2018,37.709585,-122.455082
1708,4266,96000,"33 Boardman Place","Financial District/South Beach/SOMA",-122.403168001384,37.7748160398931,9,2021,37.779527,-122.405727
1709,4267,75000,"25 Precita Avenue","Bernal Heights",-122.418868033021,37.7467815888071,6,2021,37.741391,-122.414033
1710,4270,NA,"2140 Pacific Avenue","Pacific Heights",-122.430514453186,37.7939204803424,8,2015,37.792182,-122.432784
1711,4273,32789.9,"1732 Bryant Street","Mission",-122.41049075499,37.7651544457122,10,2020,37.758338,-122.414678
1712,4276,20000,"631 O’Farrell Street","Tenderloin",-122.415140044098,37.7854959824666,3,2017,37.784141,-122.414748
1713,4277,6300,"366 Melrose Avenue","West of Twin Peaks",-122.450329089506,37.7338366057723,4,2021,37.737955,-122.460363
1714,4282,16600,"1222 35th Avenue","Sunset/Parkside",-122.494348593581,37.7642209828438,4,2018,37.749026,-122.493742
1715,4283,26300,"1781 Haight Street","Haight Ashbury/Hayes Valley",-122.451590399933,37.7693930298331,7,2015,37.76991,-122.447678
1716,4287,11780,"2962 23rd Street","Mission",-122.411424301058,37.7543011134953,7,2016,37.758338,-122.414678
1717,4288,7500,"6038 Geary Boulevard","Outer Richmond",-122.484115921256,37.7802232129929,10,2021,37.776683,-122.489908
1718,4290,130000,"1477 Guerrero Street","Glen Park/Noe Valley",-122.422335722096,37.7475809357205,11,2019,37.747095,-122.431421
1719,4293,450000,"365 Seneca Avenue","Excelsior/Outer Mission",-122.44538246118,37.7214121740025,8,2021,37.709585,-122.455082
1720,4296,9995,"263 19th Avenue","Outer Richmond",-122.478542176196,37.7830209563068,3,2018,37.776683,-122.489908
1721,4298,62060,"492 15th Avenue","Outer Richmond",-122.473827456168,37.7788562203492,4,2021,37.776683,-122.489908
